subject,stimulus,signal,subseries,n_samples,mean,sd,roughness,provenance
S05,CLC,PupilLeft,2,2202,3.5658101439600363,0.30718860413478793,0.04757685191572882,fig_derived_only
S05,CLC,PupilLeft,3,2202,3.565419676657584,0.2995096040448086,0.03862569467039566,fig_derived_only
S05,CLC,PupilLeft,4,2202,3.558457385558583,0.27522220220428445,0.02071145312436163,fig_derived_only
S05,CLC,PupilRight,0,2202,2.9037579545867396,0.2700047355911493,0.1001443376757615,fig_derived_only
S05,CLC,PupilRight,1,2202,2.9066307638510445,0.2559440310174475,0.05293700272180575,fig_derived_only
S05,CLC,PupilRight,2,2202,2.904412941416894,0.24730476492759962,0.03694055092708845,fig_derived_only
S05,CLC,PupilRight,3,2202,2.9034045894641234,0.24077318573772655,0.030521375665313842,fig_derived_only
S05,INT,HR,0,2439,58.22468224682247,6.3465219747666275,1.3065223128023251,csv_exact_dup
S05,INT,HRV,0,2439,152.08639286346863,41.78116904791096,2.955321505603519,csv_exact_dup
S05,INT,CogLoad,0,2439,0.5656510828208282,0.13947811001746174,0.04776842013206192,csv_exact_dup
S05,INT,EyeGazeAxis,0,2439,-0.03340713407134072,0.13401654098594737,0.12394441839375345,fig_derived_only
S05,INT,EyeGazeAxis,1,2439,-0.181189831898319,0.11868407059625515,0.08998858467354309,fig_derived_only
S05,INT,EyeGazeAxis,2,2439,0.034254612546125475,0.036694369975072604,0.030028939280533747,fig_derived_only
S05,INT,EyeGazeMedian,0,2439,-0.035957769577695774,0.11042590894089539,0.059743140375989885,fig_derived_only
S05,INT,EyeGazeMedian,1,2439,-0.18122427224272242,0.1076416814239722,0.044703632477454756,fig_derived_only
S05,INT,EyeGazeMedian,2,2439,0.032230832308323104,0.03182370617104511,0.013305593086287126,fig_derived_only
S05,INT,PupilLeft,0,2439,3.568903764247643,0.3496290242619943,0.20897752912792109,fig_derived_only
S05,INT,PupilLeft,1,2439,3.580362015170152,0.30432612680566296,0.0841520478141718,fig_derived_only
S05,INT,PupilLeft,2,2439,3.5824237900779003,0.29131174076858174,0.06250004844807117,fig_derived_only
S05,INT,PupilLeft,3,2439,3.577695350963509,0.2823674412558948,0.05183565891868831,fig_derived_only
S05,INT,PupilLeft,4,2439,3.570873422304223,0.2412364358105179,0.024430498808105654,fig_derived_only
S05,INT,PupilRight,0,2439,3.081672488314883,0.3015121843011391,0.14222621379207237,fig_derived_only
S05,INT,PupilRight,1,2439,3.0867076859368594,0.27768244610927534,0.07315772886007557,fig_derived_only
S05,INT,PupilRight,2,2439,3.0849387601476015,0.26269989690411066,0.055988436222096656,fig_derived_only
S05,INT,PupilRight,3,2439,3.083261291922919,0.2521425718003104,0.045632906852669776,fig_derived_only
S06,BOR,HR,0,2434,92.29005751848808,5.0298704874745255,0.591069307635135,csv_exact_dup
S06,BOR,HRV,0,2434,63.8592830949055,13.962459482008306,1.7425949481539451,csv_exact_dup
S06,BOR,CogLoad,0,2434,0.5954383422350041,0.11774495832260469,0.044693006357732226,csv_exact_dup
S06,BOR,EyeGazeAxis,0,2434,0.13531922760887427,0.17905118890936006,0.137004214623174,fig_derived_only
S06,BOR,EyeGazeAxis,1,2434,-0.18504889071487263,0.2050199833757769,0.1341347407269655,fig_derived_only
S06,BOR,EyeGazeMedian,0,2434,0.13123829087921116,0.1584300334847515,0.07202759072123342,fig_derived_only
S06,BOR,EyeGazeMedian,1,2434,-0.18750944946589976,0.19252160800586207,0.09067036493064373,fig_derived_only
S06,BOR,PupilLeft,0,2434,3.388086877156944,0.30065622677595244,0.1976113449636429,fig_derived_only
S06,BOR,PupilLeft,1,2434,3.3907357493837305,0.26061298845649106,0.07597353372599423,fig_derived_only
S06,BOR,PupilLeft,2,2434,3.394890431799507,0.24471091099971296,0.056600448043734465,fig_derived_only
S06,BOR,PupilLeft,3,2434,3.3957565435497123,0.23356585859674275,0.041856207101329604,fig_derived_only
S06,BOR,PupilRight,0,2434,3.095038436318817,0.32364346288465695,0.2385931051497173,fig_derived_only
S06,BOR,PupilRight,1,2434,3.097950432210353,0.27092951566996004,0.08099588013743036,fig_derived_only
S06,BOR,PupilRight,2,2434,3.099066152013147,0.2595690594261596,0.05871201036780584,fig_derived_only
S06,BOR,PupilRight,3,2434,3.099647494658998,0.24886223590236078,0.04892932956929343,fig_derived_only
S06,CLC,HR,0,84354,89.53698698342698,4.364428757995476,0.07511953031431404,csv_exact_dup
S06,CLC,HRV,0,84354,62.5684998133817,33.511640808238724,0.7004763660348241,csv_exact_dup
S06,CLC,CogLoad,0,84354,0.5411914536358678,0.17211838377727964,0.009351637497311207,csv_exact_dup
S06,CLC,EyeGazeAxis,0,84354,0.09171631457903598,0.1753850309757245,0.02233626029890232,fig_derived_only
S06,CLC,EyeGazeAxis,1,84354,-0.04613360362282761,0.27756008627388684,0.026261532896796592,fig_derived_only
S06,CLC,EyeGazeAxis,2,84354,0.06221299523436944,0.046984665217645695,0.006651462798602596,fig_derived_only
S06,CLC,EyeGazeMedian,0,84354,0.09172534793844987,0.17502805938397992,0.020697356466494232,fig_derived_only
S06,CLC,EyeGazeMedian,1,84354,-0.04614397657491049,0.2773694419732407,0.024640491953859346,fig_derived_only
S06,CLC,EyeGazeMedian,2,84354,0.06216294425871921,0.04683816125834149,0.005586199270021655,fig_derived_only
S06,CLC,PupilLeft,0,84354,3.54108637133983,0.30774328699743886,0.0486013650396037,fig_derived_only
S06,CLC,PupilLeft,1,84354,3.54092630565237,0.305870526753538,0.022458909198746047,fig_derived_only
S06,CLC,PupilLeft,2,84354,3.5406612558977635,0.3051658243199271,0.019951525861637388,fig_derived_only
S06,CLC,PupilLeft,3,84354,3.540561293228537,0.30455535429814434,0.01858211865051157,fig_derived_only
S06,CLC,PupilLeft,4,84354,3.540195354529719,0.30097700122724724,0.014392852115007989,fig_derived_only
S06,CLC,PupilRight,0,84354,3.3139353459824075,0.3342267074529576,0.07017378130256918,fig_derived_only
S06,CLC,PupilRight,1,84354,3.3145252592526733,0.3308591182553194,0.03224403437898065,fig_derived_only
S06,CLC,PupilRight,2,84354,3.3150355685089026,0.3295280013116265,0.027561744542908374,fig_derived_only
S06,CLC,PupilRight,3,84354,3.3152888861820426,0.32838598656216417,0.025060029788787918,fig_derived_only
S06,CLC,PupilRight,4,84354,3.3169601404319895,0.3226893295167866,0.01865375204187053,fig_derived_only
S06,INT,HR,0,95079,89.97355883002555,3.033879533607014,0.08475596041003733,csv_exact_dup
S06,INT,HRV,0,95079,91.33532576804552,29.765105965737074,0.5223206381642759,csv_exact_dup
S06,INT,CogLoad,0,95079,0.6014398338329179,0.13715797634596213,0.0053872068604896295,csv_exact_dup
S06,INT,EyeGazeAxis,0,95079,0.06358561827532892,0.1592093981558811,0.01476037044408432,fig_derived_only
S06,INT,EyeGazeAxis,1,95079,-0.04025712302401162,0.16173795391637297,0.014344334138126233,fig_derived_only
S06,INT,EyeGazeAxis,2,95079,0.029672041144732285,0.03560477574155085,0.003864988220232177,fig_derived_only
S06,INT,EyeGazeMedian,0,95079,0.06360814690941219,0.1590375273772424,0.013912265174305627,fig_derived_only
S06,INT,EyeGazeMedian,1,95079,-0.04026039398815722,0.1615881795027098,0.012872136420805117,fig_derived_only
S06,INT,EyeGazeMedian,2,95079,0.029650248740521055,0.035539323651576644,0.0034643762168201342,fig_derived_only
S06,INT,PupilLeft,0,95079,3.6326035697788157,0.4203156772044594,0.04128035802879158,fig_derived_only
S06,INT,PupilLeft,1,95079,3.6322342978365363,0.4192948241076411,0.020575682556778115,fig_derived_only
S06,INT,PupilLeft,2,95079,3.6318704690205,0.41887971249154543,0.018278012301829814,fig_derived_only
S06,INT,PupilLeft,3,95079,3.6317376908044894,0.4184966727577142,0.01691667767126406,fig_derived_only
S06,INT,PupilLeft,4,95079,3.6318122166934863,0.4170309684976376,0.015033208922468086,fig_derived_only
S06,INT,PupilRight,0,95079,3.5235803398016383,0.4466313914563014,0.05376040009031902,fig_derived_only
S06,INT,PupilRight,1,95079,3.5234706534145293,0.445292321623302,0.02473781843513836,fig_derived_only
S06,INT,PupilRight,2,95079,3.5233248221268636,0.4446616610549552,0.021221451646911717,fig_derived_only
S06,INT,PupilRight,3,95079,3.523048843467012,0.4442651282890698,0.019380049546408807,fig_derived_only
S07,BOR,HR,0,2720,93.58823529411765,8.054657575000878,1.9194896836492146,csv_exact_dup
S07,BOR,HRV,0,2720,99.79448411580881,75.41892828845154,9.325858829459849,csv_exact_dup
S07,BOR,CogLoad,0,2720,0.4002250775735294,0.17577520376943254,0.03620356150592626,csv_exact_dup
S07,BOR,EyeGazeAxis,0,2720,0.0659485294117647,0.18291110907040825,0.10252919894040753,fig_derived_only
S07,BOR,EyeGazeAxis,1,2720,-0.17953860294117646,0.15528471946089295,0.08532849693966751,fig_derived_only
S07,BOR,EyeGazeAxis,2,2720,0.04978308823529413,0.05408900624290629,0.02717512835998956,fig_derived_only
S07,BOR,EyeGazeMedian,0,2720,0.06765220588235295,0.1754202233909929,0.06212565677383981,fig_derived_only
S07,BOR,EyeGazeMedian,1,2720,-0.18138749999999998,0.1482594649976758,0.05204593079449468,fig_derived_only
S07,BOR,EyeGazeMedian,2,2720,0.048981985294117646,0.05279059671893242,0.017082365298080188,fig_derived_only
S07,BOR,PupilLeft,0,2720,3.603263352573529,0.5114176739645585,0.22822222187565802,fig_derived_only
S07,BOR,PupilLeft,1,2720,3.5992906606617647,0.4894847233534952,0.1111130054615144,fig_derived_only
S07,BOR,PupilLeft,2,2720,3.603719781617647,0.47483297273407726,0.08093533248588522,fig_derived_only
S07,BOR,PupilLeft,3,2720,3.6058860922794125,0.4663773845223596,0.06828196454173771,fig_derived_only
S07,BOR,PupilLeft,4,2720,3.602176053308823,0.4303050836027909,0.04973881385086846,fig_derived_only
S07,BOR,PupilRight,0,2720,3.3543990180147056,0.5459664853516025,0.24343157974781182,fig_derived_only
S07,BOR,PupilRight,1,2720,3.3490988363970593,0.5212683248355711,0.10247391743268751,fig_derived_only
S07,BOR,PupilRight,2,2720,3.351221484558823,0.510449357312694,0.0827308481451657,fig_derived_only
S07,BOR,PupilRight,3,2720,3.3516153886029407,0.49882001337778475,0.069032304478765,fig_derived_only
S07,BOR,PupilRight,4,2720,3.3478742397058823,0.4739433885864024,0.05191655330877439,fig_derived_only
S07,CLC,HR,0,2618,92.09854851031322,4.122946949993364,0.6094399640232641,csv_exact_dup
S07,CLC,HRV,0,2618,90.16998075668448,30.340512039624763,2.6540212287321063,csv_exact_dup
S07,CLC,CogLoad,0,2618,0.5202810320855615,0.15092386168963032,0.05151040223306327,csv_exact_dup
S07,CLC,EyeGazeAxis,0,2618,0.001914438502673799,0.09851551481552379,0.0852893992242281,fig_derived_only
S07,CLC,EyeGazeAxis,1,2618,-0.061354087089381205,0.13355766696589763,0.1008451556894153,fig_derived_only
S07,CLC,EyeGazeAxis,2,2618,0.01616921313980138,0.02774664405188017,0.019276183860478645,fig_derived_only
S07,CLC,EyeGazeMedian,0,2618,0.0018239113827349129,0.0823392658886669,0.03543080033512398,fig_derived_only
S07,CLC,EyeGazeMedian,1,2618,-0.0572196333078686,0.11919526563031531,0.05238865950363442,fig_derived_only
S07,CLC,EyeGazeMedian,2,2618,0.01448624904507258,0.025300350149954878,0.011093309706364424,fig_derived_only
S07,CLC,PupilLeft,0,2618,3.79533927158136,0.3785416249570639,0.16932887411516015,fig_derived_only
S07,CLC,PupilLeft,1,2618,3.800196420550039,0.3536311210704628,0.07801264936290436,fig_derived_only
S07,CLC,PupilLeft,2,2618,3.7991105473644002,0.33868279540716945,0.05894146270004601,fig_derived_only
S07,CLC,PupilLeft,3,2618,3.7986177983193277,0.32926817715544265,0.04779326308557793,fig_derived_only
S07,CLC,PupilRight,0,2618,3.7297342929717345,0.3804759388951822,0.1657564964176212,fig_derived_only
S07,CLC,PupilRight,1,2618,3.7333495588235293,0.3534292949574061,0.08102222953137786,fig_derived_only
S07,CLC,PupilRight,2,2618,3.733738555767762,0.3379677699224688,0.06327543371929134,fig_derived_only
S07,CLC,PupilRight,3,2618,3.732364278456837,0.3279403266341499,0.04995252038340036,fig_derived_only
S08,BOR,HR,0,2308,89.37305025996534,4.322155034793132,0.5233753864013473,csv_exact_dup
S08,BOR,HRV,0,2308,56.88543068197574,23.366815043831505,2.736009857905912,csv_exact_dup
S08,BOR,CogLoad,0,2308,0.33790380285961874,0.1448812140722708,0.02436457575013284,csv_exact_dup
S08,BOR,EyeGazeAxis,0,2308,0.02300779896013865,0.11718358676353616,0.06334992345956107,fig_derived_only
S08,BOR,EyeGazeAxis,1,2308,-0.28574133448873484,0.15491582185706754,0.04235958249330751,fig_derived_only
S08,BOR,EyeGazeAxis,2,2308,0.06329852686308493,0.053021296998830444,0.012598538028414638,fig_derived_only
S08,BOR,EyeGazeMedian,0,2308,0.02272400346620451,0.11075381225116528,0.037978080593151047,fig_derived_only
S08,BOR,EyeGazeMedian,1,2308,-0.28703422876949736,0.15271953300347782,0.025643407288680788,fig_derived_only
S08,BOR,EyeGazeMedian,2,2308,0.06306672443674179,0.05269266753190338,0.008176963718844845,fig_derived_only
S08,BOR,PupilLeft,0,2308,3.73575126169844,0.47355874779407653,0.13009524379406573,fig_derived_only
S08,BOR,PupilLeft,1,2308,3.731564927642981,0.4612984274468551,0.0645850882113296,fig_derived_only
S08,BOR,PupilLeft,2,2308,3.7316350727902945,0.4563521853160959,0.05878387806456694,fig_derived_only
S08,BOR,PupilLeft,3,2308,3.731134253466205,0.454051852294847,0.054494956363674955,fig_derived_only
S08,BOR,PupilLeft,4,2308,3.726533894280763,0.44201814810120815,0.03312947061946767,fig_derived_only
S08,BOR,PupilRight,0,2308,3.8395418760831883,0.532113276968109,0.12949051300105946,fig_derived_only
S08,BOR,PupilRight,1,2308,3.835958250866551,0.5240472428184129,0.07315325890037772,fig_derived_only
S08,BOR,PupilRight,2,2308,3.8361551243500864,0.5169979874525111,0.06253085264062283,fig_derived_only
S08,BOR,PupilRight,3,2308,3.8360498886481804,0.5148169254913025,0.05823438890797784,fig_derived_only
S08,BOR,PupilRight,4,2308,3.8318808739168113,0.5031605337709871,0.040149517687317116,fig_derived_only
S08,CLC,HR,0,2359,63.18143281051293,40.46881029274279,4.060743448682819,csv_exact_dup
S08,CLC,HRV,0,2359,13.463452116998731,23.23267674338715,2.4738708481695078,csv_exact_dup
S08,CLC,CogLoad,0,2359,0.5407082818991098,0.1459033806176098,0.03401190343543882,csv_exact_dup
S08,CLC,EyeGazeAxis,0,2359,-0.014301822806273845,0.10393728972757728,0.0914185211665333,fig_derived_only
S08,CLC,EyeGazeAxis,1,2359,-0.018198813056379822,0.1517802897660193,0.11014009737362974,fig_derived_only
S08,CLC,EyeGazeAxis,2,2359,0.01775328529037729,0.028342799629142483,0.023431047635397866,fig_derived_only
S08,CLC,EyeGazeMedian,0,2359,-0.015244595167443833,0.08500355793513212,0.04530800209495604,fig_derived_only
S08,CLC,EyeGazeMedian,1,2359,-0.01222000847816872,0.13332210517588208,0.0518449750261417,fig_derived_only
S08,CLC,EyeGazeMedian,2,2359,0.015058075455701576,0.022633814260317853,0.01116460609493073,fig_derived_only
S08,CLC,PupilLeft,0,2359,3.971244294192455,0.46071650601758474,0.13276732601447805,fig_derived_only
S08,CLC,PupilLeft,1,2359,3.9734506820686732,0.4483513239373982,0.06913280610375752,fig_derived_only
S08,CLC,PupilLeft,2,2359,3.976919335311573,0.4380071379591807,0.053836458284484606,fig_derived_only
S08,CLC,PupilLeft,3,2359,3.9751881534548534,0.43103853178575047,0.04574168698586187,fig_derived_only
S08,CLC,PupilLeft,4,2359,3.9675897511657476,0.398803569582677,0.028256076279258704,fig_derived_only
S08,CLC,PupilRight,0,2359,4.019855499364137,0.44835375006288525,0.1314113532870357,fig_derived_only
S08,CLC,PupilRight,1,2359,4.021226553200509,0.43449646565258604,0.06811414994079146,fig_derived_only
S08,CLC,PupilRight,2,2359,4.023972265366681,0.4226468331930888,0.05315218897997499,fig_derived_only
S08,CLC,PupilRight,3,2359,4.023975158541756,0.41584030147552853,0.04544054112095956,fig_derived_only
S08,CLC,PupilRight,4,2359,4.019906649003815,0.38784654363830373,0.027172606074883518,fig_derived_only
S08,INT,HR,0,2286,32.08048993875766,43.38876522144298,2.6255380592007627,csv_exact_dup
S08,INT,HRV,0,2286,15.557956629046368,30.97278951955882,2.2366935730309128,csv_exact_dup
S08,INT,CogLoad,0,2286,0.5225471535433072,0.1755590452002674,0.047351990645937786,csv_exact_dup
S08,INT,EyeGazeAxis,0,2286,-0.033913385826771655,0.1716621649772793,0.14065413108664293,fig_derived_only
S08,INT,EyeGazeAxis,1,2286,-0.02168503937007874,0.15073033232652996,0.11912339170957918,fig_derived_only
S08,INT,EyeGazeAxis,2,2286,0.027975940507436584,0.036567054364350295,0.030922986146393844,fig_derived_only
S08,INT,EyeGazeMedian,0,2286,-0.0380323709536308,0.14546761658031035,0.06887855555364386,fig_derived_only
S08,INT,EyeGazeMedian,1,2286,-0.018446194225721788,0.1327342493978339,0.06799011962807759,fig_derived_only
S08,INT,EyeGazeMedian,2,2286,0.02471216097987753,0.029057313578650577,0.016133021975374823,fig_derived_only
S08,INT,PupilLeft,0,2286,3.966571157480315,0.47882885663400576,0.1884175788337162,fig_derived_only
S08,INT,PupilLeft,1,2286,3.9765692484689406,0.4495884175897516,0.09668279057439556,fig_derived_only
S08,INT,PupilLeft,2,2286,3.9781909514435694,0.44042991565464334,0.07418216067306105,fig_derived_only
S08,INT,PupilLeft,3,2286,3.9780683770778658,0.4315195895901446,0.06371978656857237,fig_derived_only
S08,INT,PupilLeft,4,2286,3.9684143569553805,0.3787564413040835,0.034147429126147086,fig_derived_only
S08,INT,PupilRight,0,2286,4.047010331146107,0.47645889282644677,0.18219673797276228,fig_derived_only
S08,INT,PupilRight,1,2286,4.056945698600175,0.45022193469980665,0.09764078335596615,fig_derived_only
S08,INT,PupilRight,2,2286,4.058981175415574,0.43939615550971206,0.07451198304328255,fig_derived_only
S08,INT,PupilRight,3,2286,4.057144758967629,0.4313605346781109,0.0615399533999803,fig_derived_only
S08,INT,PupilRight,4,2286,4.051868333770779,0.38491201304321715,0.03390681001742334,fig_derived_only
