subject,stimulus,window,signal,stat,value
S04,INT,crop,eye_gaze_deviation,min,0.033277405405972224
S04,INT,crop,eye_gaze_deviation,max,0.6560434436834196
S04,INT,crop,eye_gaze_deviation,slope,-5.094945912716545e-05
S04,INT,crop,eye_gaze_deviation,delta_last_first_third,-0.022660080198004084
S05,BOR,crop,cognitive_load,mean,0.6648642585407
S05,BOR,crop,cognitive_load,median,0.686247
S05,BOR,crop,cognitive_load,sd,0.07519430149364723
S05,BOR,crop,cognitive_load,min,0.245506
S05,BOR,crop,cognitive_load,max,0.79956
S05,BOR,crop,cognitive_load,slope,5.512051793193539e-05
S05,BOR,crop,cognitive_load,delta_last_first_third,0.02887663797468365
S05,BOR,crop,hr,mean,57.76665234207134
S05,BOR,crop,hr,median,56.0
S05,BOR,crop,hr,sd,5.96587790266473
S05,BOR,crop,hr,min,50.0
S05,BOR,crop,hr,max,82.0
S05,BOR,crop,hr,slope,0.007343026613965987
S05,BOR,crop,hr,delta_last_first_third,2.3677419354838705
S05,BOR,crop,hrv,mean,138.66311495620437
S05,BOR,crop,hrv,median,129.058167
S05,BOR,crop,hrv,sd,29.34577438827412
S05,BOR,crop,hrv,min,98.55928
S05,BOR,crop,hrv,max,233.523804
S05,BOR,crop,hrv,slope,7.730149811604191e-05
S05,BOR,crop,hrv,delta_last_first_third,3.578534367123268
S05,BOR,crop,left_eye_dilation,mean,3.4519452730923694
S05,BOR,crop,left_eye_dilation,median,3.4385145
S05,BOR,crop,left_eye_dilation,sd,0.4064691297056094
S05,BOR,crop,left_eye_dilation,min,2.001465
S05,BOR,crop,left_eye_dilation,max,4.683258
S05,BOR,crop,left_eye_dilation,slope,8.561255151722163e-05
S05,BOR,crop,left_eye_dilation,delta_last_first_third,-0.051738301204818704
S05,BOR,crop,right_eye_dilation,mean,2.9867138152380956
S05,BOR,crop,right_eye_dilation,median,2.988525
S05,BOR,crop,right_eye_dilation,sd,0.3961372002743934
S05,BOR,crop,right_eye_dilation,min,1.782715
S05,BOR,crop,right_eye_dilation,max,4.412994
S05,BOR,crop,right_eye_dilation,slope,0.00013102292955131852
S05,BOR,crop,right_eye_dilation,delta_last_first_third,-0.06577215428571348
S05,BOR,crop,eye_gaze_deviation,mean,0.1799299763371871
S05,BOR,crop,eye_gaze_deviation,median,0.17301156030739678
S05,BOR,crop,eye_gaze_deviation,sd,0.09263479711979848
S05,BOR,crop,eye_gaze_deviation,min,0.022773010240787858
S05,BOR,crop,eye_gaze_deviation,max,0.5304809141064677
S05,BOR,crop,eye_gaze_deviation,slope,2.9676888520976346e-05
S05,BOR,crop,eye_gaze_deviation,delta_last_first_third,0.04492804048854043
S05,CLC,crop,cognitive_load,mean,0.5413492461398729
S05,CLC,crop,cognitive_load,median,0.533693
S05,CLC,crop,cognitive_load,sd,0.13783796078227964
S05,CLC,crop,cognitive_load,min,0.210614
S05,CLC,crop,cognitive_load,max,0.932609
S05,CLC,crop,cognitive_load,slope,0.00014661893279323244
S05,CLC,crop,cognitive_load,delta_last_first_third,0.03314650408719344
S05,CLC,crop,hr,mean,63.32482826300294
S05,CLC,crop,hr,median,61.0
S05,CLC,crop,hr,sd,6.192896769096141
S05,CLC,crop,hr,min,50.0
S05,CLC,crop,hr,max,89.0
S05,CLC,crop,hr,slope,-0.004000477543211976
S05,CLC,crop,hr,delta_last_first_third,-1.6539027982326928
S05,CLC,crop,hrv,mean,167.7544835342742
S05,CLC,crop,hrv,median,150.926544
S05,CLC,crop,hrv,sd,52.356190898863964
S05,CLC,crop,hrv,min,102.786537
S05,CLC,crop,hrv,max,278.982788
S05,CLC,crop,hrv,slope,-0.022575302917701007
S05,CLC,crop,hrv,delta_last_first_third,-33.50525186693551
S05,CLC,crop,left_eye_dilation,mean,3.5572866776902887
S05,CLC,crop,left_eye_dilation,median,3.561752
S05,CLC,crop,left_eye_dilation,sd,0.3384882528133518
S05,CLC,crop,left_eye_dilation,min,2.656357
S05,CLC,crop,left_eye_dilation,max,4.519135
S05,CLC,crop,left_eye_dilation,slope,0.0005435676749907117
S05,CLC,crop,left_eye_dilation,delta_last_first_third,0.3433128047244094
S05,CLC,crop,right_eye_dilation,mean,2.9006184817668204
S05,CLC,crop,right_eye_dilation,median,2.893402
S05,CLC,crop,right_eye_dilation,sd,0.26991798934656835
S05,CLC,crop,right_eye_dilation,min,2.24614
S05,CLC,crop,right_eye_dilation,max,3.838104
S05,CLC,crop,right_eye_dilation,slope,0.00041998255755345816
S05,CLC,crop,right_eye_dilation,delta_last_first_third,0.25415098305084705
S05,CLC,crop,eye_gaze_deviation,mean,0.1553533862375776
S05,CLC,crop,eye_gaze_deviation,median,0.13523590081546333
S05,CLC,crop,eye_gaze_deviation,sd,0.10473606103195204
S05,CLC,crop,eye_gaze_deviation,min,0.013261783789851832
S05,CLC,crop,eye_gaze_deviation,max,0.5935730789043586
S05,CLC,crop,eye_gaze_deviation,slope,0.00011535402354597914
S05,CLC,crop,eye_gaze_deviation,delta_last_first_third,0.04590757832251843
S05,INT,crop,cognitive_load,mean,0.5656510828208282
S05,INT,crop,cognitive_load,median,0.595063
S05,INT,crop,cognitive_load,sd,0.13950671211148072
S05,INT,crop,cognitive_load,min,0.043227
S05,INT,crop,cognitive_load,max,1.0
S05,INT,crop,cognitive_load,slope,3.0156819563204567e-06
S05,INT,crop,cognitive_load,delta_last_first_third,0.01948340344403454
S05,INT,crop,hr,mean,58.68181818181818
S05,INT,crop,hr,median,58.0
S05,INT,crop,hr,sd,3.711428335476219
S05,INT,crop,hr,min,53.0
S05,INT,crop,hr,max,73.0
S05,INT,crop,hr,slope,0.002484260949971776
S05,INT,crop,hr,delta_last_first_third,0.28908188585607775
S05,INT,crop,hrv,mean,152.08639286346863
S05,INT,crop,hrv,median,141.600037
S05,INT,crop,hrv,sd,41.78973690795137
S05,INT,crop,hrv,min,95.057289
S05,INT,crop,hrv,max,236.013138
S05,INT,crop,hrv,slope,0.004477565148713798
S05,INT,crop,hrv,delta_last_first_third,5.976911720787228
S05,INT,crop,left_eye_dilation,mean,3.5638911583253123
S05,INT,crop,left_eye_dilation,median,3.5840069999999997
S05,INT,crop,left_eye_dilation,sd,0.35072764880917884
S05,INT,crop,left_eye_dilation,min,2.090317
S05,INT,crop,left_eye_dilation,max,4.545349
S05,INT,crop,left_eye_dilation,slope,0.0003494702553510566
S05,INT,crop,left_eye_dilation,delta_last_first_third,0.177405209537572
S05,INT,crop,right_eye_dilation,mean,3.078423744863832
S05,INT,crop,right_eye_dilation,median,3.09346
S05,INT,crop,right_eye_dilation,sd,0.30197489975004793
S05,INT,crop,right_eye_dilation,min,2.065201
S05,INT,crop,right_eye_dilation,max,4.064621
S05,INT,crop,right_eye_dilation,slope,0.0003454704398599196
S05,INT,crop,right_eye_dilation,delta_last_first_third,0.1754482725968436
S05,INT,crop,eye_gaze_deviation,mean,0.1510707899666061
S05,INT,crop,eye_gaze_deviation,median,0.13506015884986772
S05,INT,crop,eye_gaze_deviation,sd,0.08225072433764934
S05,INT,crop,eye_gaze_deviation,min,0.013583077707206135
S05,INT,crop,eye_gaze_deviation,max,0.5373702341932197
S05,INT,crop,eye_gaze_deviation,slope,-2.0796010619357528e-05
S05,INT,crop,eye_gaze_deviation,delta_last_first_third,-0.0053754222168005406
S06,BOR,crop,cognitive_load,mean,0.5954383422350041
S06,BOR,crop,cognitive_load,median,0.602204
S06,BOR,crop,cognitive_load,sd,0.11776915332097423
S06,BOR,crop,cognitive_load,min,0.256001
S06,BOR,crop,cognitive_load,max,0.954547
S06,BOR,crop,cognitive_load,slope,-0.00011551311818800878
S06,BOR,crop,cognitive_load,delta_last_first_third,-0.05233099383477191
S06,BOR,crop,hr,mean,92.29005751848808
S06,BOR,crop,hr,median,92.0
S06,BOR,crop,hr,sd,5.0309040579133555
S06,BOR,crop,hr,min,79.0
S06,BOR,crop,hr,max,104.0
S06,BOR,crop,hr,slope,0.00854808762923503
S06,BOR,crop,hr,delta_last_first_third,4.445129469790388
S06,BOR,crop,hrv,mean,63.8592830949055
S06,BOR,crop,hrv,median,56.859093
S06,BOR,crop,hrv,sd,13.965328578819028
S06,BOR,crop,hrv,min,48.517509
S06,BOR,crop,hrv,max,94.158722
S06,BOR,crop,hrv,slope,-0.01019001376549049
S06,BOR,crop,hrv,delta_last_first_third,-5.276864426633793
S06,BOR,crop,left_eye_dilation,mean,3.386476274827925
S06,BOR,crop,left_eye_dilation,median,3.3810575
S06,BOR,crop,left_eye_dilation,sd,0.2998595708468387
S06,BOR,crop,left_eye_dilation,min,2.343964
S06,BOR,crop,left_eye_dilation,max,4.409012
S06,BOR,crop,left_eye_dilation,slope,2.2008610937607612e-05
S06,BOR,crop,left_eye_dilation,delta_last_first_third,-0.0251707802359884
S06,BOR,crop,right_eye_dilation,mean,3.103024009230769
S06,BOR,crop,right_eye_dilation,median,3.0990450000000003
S06,BOR,crop,right_eye_dilation,sd,0.3204350369851903
S06,BOR,crop,right_eye_dilation,min,1.847382
S06,BOR,crop,right_eye_dilation,max,4.362106
S06,BOR,crop,right_eye_dilation,slope,5.0669305351096945e-05
S06,BOR,crop,right_eye_dilation,delta_last_first_third,-0.006279555384615332
S06,BOR,crop,eye_gaze_deviation,mean,0.24681581939236832
S06,BOR,crop,eye_gaze_deviation,median,0.24153018207694965
S06,BOR,crop,eye_gaze_deviation,sd,0.12499065992141116
S06,BOR,crop,eye_gaze_deviation,min,0.01630950643030008
S06,BOR,crop,eye_gaze_deviation,max,0.8144556464289507
S06,BOR,crop,eye_gaze_deviation,slope,-5.002798047001776e-05
S06,BOR,crop,eye_gaze_deviation,delta_last_first_third,-0.021468591832736778
S06,CLC,crop,cognitive_load,mean,0.5411914536358678
S06,CLC,crop,cognitive_load,median,0.609769
S06,CLC,crop,cognitive_load,sd,0.1721194040010634
S06,CLC,crop,cognitive_load,min,0.110979
S06,CLC,crop,cognitive_load,max,0.866822
S06,CLC,crop,cognitive_load,slope,-6.904298158417769e-05
S06,CLC,crop,cognitive_load,delta_last_first_third,-0.0634533993882922
S06,CLC,crop,hr,mean,89.53698698342698
S06,CLC,crop,hr,median,89.0
S06,CLC,crop,hr,sd,4.364454627945704
S06,CLC,crop,hr,min,80.0
S06,CLC,crop,hr,max,99.0
S06,CLC,crop,hr,slope,0.003475096269099255
S06,CLC,crop,hr,delta_last_first_third,1.9378334163169484
S06,CLC,crop,hrv,mean,62.5684998133817
S06,CLC,crop,hrv,median,54.263287
S06,CLC,crop,hrv,sd,33.51183944694446
S06,CLC,crop,hrv,min,18.884541
S06,CLC,crop,hrv,max,146.641571
S06,CLC,crop,hrv,slope,-0.05519661398554428
S06,CLC,crop,hrv,delta_last_first_third,-27.419478741091105
S06,CLC,crop,left_eye_dilation,mean,3.5375451625139456
S06,CLC,crop,left_eye_dilation,median,3.515793
S06,CLC,crop,left_eye_dilation,sd,0.30468865279166935
S06,CLC,crop,left_eye_dilation,min,2.487
S06,CLC,crop,left_eye_dilation,max,4.821426
S06,CLC,crop,left_eye_dilation,slope,0.0005414461351866723
S06,CLC,crop,left_eye_dilation,delta_last_first_third,0.29174858534990156
S06,CLC,crop,right_eye_dilation,mean,3.3084560604205695
S06,CLC,crop,right_eye_dilation,median,3.289017
S06,CLC,crop,right_eye_dilation,sd,0.3277140371926281
S06,CLC,crop,right_eye_dilation,min,1.888168
S06,CLC,crop,right_eye_dilation,max,4.857666
S06,CLC,crop,right_eye_dilation,slope,0.0005533690992132184
S06,CLC,crop,right_eye_dilation,delta_last_first_third,0.3043993620136938
S06,CLC,crop,eye_gaze_deviation,mean,0.30682976479127416
S06,CLC,crop,eye_gaze_deviation,median,0.312022435090812
S06,CLC,crop,eye_gaze_deviation,sd,0.12785587555598665
S06,CLC,crop,eye_gaze_deviation,min,0.04374928570845475
S06,CLC,crop,eye_gaze_deviation,max,0.7822154434681023
S06,CLC,crop,eye_gaze_deviation,slope,-7.770081079172431e-07
S06,CLC,crop,eye_gaze_deviation,delta_last_first_third,0.00846132926513915
S06,INT,crop,cognitive_load,mean,0.6014398338329179
S06,INT,crop,cognitive_load,median,0.65055
S06,INT,crop,cognitive_load,sd,0.13715869763593302
S06,INT,crop,cognitive_load,min,0.16835
S06,INT,crop,cognitive_load,max,0.790374
S06,INT,crop,cognitive_load,slope,7.828785843387705e-05
S06,INT,crop,cognitive_load,delta_last_first_third,0.09144707111980566
S06,INT,crop,hr,mean,89.97355883002555
S06,INT,crop,hr,median,90.0
S06,INT,crop,hr,sd,3.0338954882524436
S06,INT,crop,hr,min,83.0
S06,INT,crop,hr,max,99.0
S06,INT,crop,hr,slope,-0.00310188370175366
S06,INT,crop,hr,delta_last_first_third,-1.652667781529047
S06,INT,crop,hrv,mean,91.33532576804552
S06,INT,crop,hrv,median,100.288918
S06,INT,crop,hrv,sd,29.765262495258632
S06,INT,crop,hrv,min,31.649025
S06,INT,crop,hrv,max,147.558777
S06,INT,crop,hrv,slope,-0.018219976409879705
S06,INT,crop,hrv,delta_last_first_third,-7.992854725018162
S06,INT,crop,left_eye_dilation,mean,3.6270701496469147
S06,INT,crop,left_eye_dilation,median,3.568008
S06,INT,crop,left_eye_dilation,sd,0.42912678565105
S06,INT,crop,left_eye_dilation,min,2.386826
S06,INT,crop,left_eye_dilation,max,5.187286
S06,INT,crop,left_eye_dilation,slope,-0.0007424726348155142
S06,INT,crop,left_eye_dilation,delta_last_first_third,-0.4285343453417463
S06,INT,crop,right_eye_dilation,mean,3.5160142736664186
S06,INT,crop,right_eye_dilation,median,3.456055
S06,INT,crop,right_eye_dilation,sd,0.4429836332077721
S06,INT,crop,right_eye_dilation,min,1.891357
S06,INT,crop,right_eye_dilation,max,5.098022
S06,INT,crop,right_eye_dilation,slope,-0.000862693549444969
S06,INT,crop,right_eye_dilation,delta_last_first_third,-0.4928290216304383
S06,INT,crop,eye_gaze_deviation,mean,0.19648415059658644
S06,INT,crop,eye_gaze_deviation,median,0.16854969593564978
S06,INT,crop,eye_gaze_deviation,sd,0.12324729896396446
S06,INT,crop,eye_gaze_deviation,min,0.014000000000000012
S06,INT,crop,eye_gaze_deviation,max,0.65843906323972
S06,INT,crop,eye_gaze_deviation,slope,8.558154784783933e-05
S06,INT,crop,eye_gaze_deviation,delta_last_first_third,0.046067187674077914
S07,BOR,crop,cognitive_load,mean,0.40501355103448283
S07,BOR,crop,cognitive_load,median,0.366916
S07,BOR,crop,cognitive_load,sd,0.17732448041545104
S07,BOR,crop,cognitive_load,min,0.12758
S07,BOR,crop,cognitive_load,max,0.888816
S07,BOR,crop,cognitive_load,slope,-0.000267175875066946
S07,BOR,crop,cognitive_load,delta_last_first_third,-0.16009722877846805
S07,BOR,crop,hr,mean,93.25655172413794
S07,BOR,crop,hr,median,94.0
S07,BOR,crop,hr,sd,7.926036265723304
S07,BOR,crop,hr,min,50.0
S07,BOR,crop,hr,max,110.0
S07,BOR,crop,hr,slope,0.008479209841061078
S07,BOR,crop,hr,delta_last_first_third,5.339544513457554
S07,BOR,crop,hrv,mean,114.22781280707271
S07,BOR,crop,hrv,median,95.699059
S07,BOR,crop,hrv,sd,67.0799348013815
S07,BOR,crop,hrv,min,36.087025
S07,BOR,crop,hrv,max,338.588684
S07,BOR,crop,hrv,slope,-0.09244428762586418
S07,BOR,crop,hrv,delta_last_first_third,-57.577709589622586
S07,BOR,crop,left_eye_dilation,mean,3.6677463673064197
S07,BOR,crop,left_eye_dilation,median,3.602692
S07,BOR,crop,left_eye_dilation,sd,0.5378690832598377
S07,BOR,crop,left_eye_dilation,min,1.899078
S07,BOR,crop,left_eye_dilation,max,5.433517
S07,BOR,crop,left_eye_dilation,slope,-0.00024909981973200777
S07,BOR,crop,left_eye_dilation,delta_last_first_third,-0.22168197614314167
S07,BOR,crop,right_eye_dilation,mean,3.490825932790224
S07,BOR,crop,right_eye_dilation,median,3.423798
S07,BOR,crop,right_eye_dilation,sd,0.5298267381339058
S07,BOR,crop,right_eye_dilation,min,1.511932
S07,BOR,crop,right_eye_dilation,max,5.401733
S07,BOR,crop,right_eye_dilation,slope,-0.0003953915382299175
S07,BOR,crop,right_eye_dilation,delta_last_first_third,-0.3065325498981668
S07,BOR,crop,eye_gaze_deviation,mean,0.1985724612726529
S07,BOR,crop,eye_gaze_deviation,median,0.1843529224069963
S07,BOR,crop,eye_gaze_deviation,sd,0.1025718685279155
S07,BOR,crop,eye_gaze_deviation,min,0.012859107199867858
S07,BOR,crop,eye_gaze_deviation,max,0.6970494960904856
S07,BOR,crop,eye_gaze_deviation,slope,4.636672855498578e-06
S07,BOR,crop,eye_gaze_deviation,delta_last_first_third,0.013251673960576138
S07,CLC,crop,cognitive_load,mean,0.5202810320855615
S07,CLC,crop,cognitive_load,median,0.534376
S07,CLC,crop,cognitive_load,sd,0.15095269421672297
S07,CLC,crop,cognitive_load,min,0.164832
S07,CLC,crop,cognitive_load,max,0.849559
S07,CLC,crop,cognitive_load,slope,0.00019853723986219712
S07,CLC,crop,cognitive_load,delta_last_first_third,0.11379145527522933
S07,CLC,crop,hr,mean,92.09854851031322
S07,CLC,crop,hr,median,92.0
S07,CLC,crop,hr,sd,4.123734598668043
S07,CLC,crop,hr,min,82.0
S07,CLC,crop,hr,max,104.0
S07,CLC,crop,hr,slope,0.005754810276676204
S07,CLC,crop,hr,delta_last_first_third,3.4919724770642233
S07,CLC,crop,hrv,mean,96.74795476270492
S07,CLC,crop,hrv,median,99.747429
S07,CLC,crop,hrv,sd,18.74672787855509
S07,CLC,crop,hrv,min,47.984837
S07,CLC,crop,hrv,max,119.717697
S07,CLC,crop,hrv,slope,0.03395120035286265
S07,CLC,crop,hrv,delta_last_first_third,16.725450768757668
S07,CLC,crop,left_eye_dilation,mean,3.790839959705373
S07,CLC,crop,left_eye_dilation,median,3.776306
S07,CLC,crop,left_eye_dilation,sd,0.37315778138167693
S07,CLC,crop,left_eye_dilation,min,2.546234
S07,CLC,crop,left_eye_dilation,max,5.135544
S07,CLC,crop,left_eye_dilation,slope,0.00020011457732363607
S07,CLC,crop,left_eye_dilation,delta_last_first_third,0.05014109232769837
S07,CLC,crop,right_eye_dilation,mean,3.7298681838331165
S07,CLC,crop,right_eye_dilation,median,3.710068
S07,CLC,crop,right_eye_dilation,sd,0.3768248236009713
S07,CLC,crop,right_eye_dilation,min,2.586624
S07,CLC,crop,right_eye_dilation,max,4.84761
S07,CLC,crop,right_eye_dilation,slope,0.0001510597957170417
S07,CLC,crop,right_eye_dilation,delta_last_first_third,0.019977014341590937
S07,CLC,crop,eye_gaze_deviation,mean,0.13126908270490084
S07,CLC,crop,eye_gaze_deviation,median,0.11452145790777779
S07,CLC,crop,eye_gaze_deviation,sd,0.08125636359840117
S07,CLC,crop,eye_gaze_deviation,min,0.008689073598491385
S07,CLC,crop,eye_gaze_deviation,max,0.6079584689762945
S07,CLC,crop,eye_gaze_deviation,slope,6.592385534248442e-05
S07,CLC,crop,eye_gaze_deviation,delta_last_first_third,0.032622259120458005
S07,INT,crop,cognitive_load,mean,0.5589864128408699
S07,INT,crop,cognitive_load,median,0.546341
S07,INT,crop,cognitive_load,sd,0.13656576198609452
S07,INT,crop,cognitive_load,min,0.093159
S07,INT,crop,cognitive_load,max,0.894848
S07,INT,crop,cognitive_load,slope,-7.899030929004665e-05
S07,INT,crop,cognitive_load,delta_last_first_third,-0.041467872538860084
S07,INT,crop,hr,mean,90.7877114256127
S07,INT,crop,hr,median,91.0
S07,INT,crop,hr,sd,3.1152163160367516
S07,INT,crop,hr,min,85.0
S07,INT,crop,hr,max,98.0
S07,INT,crop,hr,slope,0.00582323437581767
S07,INT,crop,hr,delta_last_first_third,3.3803108808290148
S07,INT,crop,hrv,mean,64.42922456817398
S07,INT,crop,hrv,median,62.508587
S07,INT,crop,hrv,sd,9.727050095626886
S07,INT,crop,hrv,min,42.787209
S07,INT,crop,hrv,max,104.28949
S07,INT,crop,hrv,slope,-0.015675223481493708
S07,INT,crop,hrv,delta_last_first_third,-11.494411361658031
S07,INT,crop,left_eye_dilation,mean,2.6948120482789446
S07,INT,crop,left_eye_dilation,median,2.684525
S07,INT,crop,left_eye_dilation,sd,0.2724431489057031
S07,INT,crop,left_eye_dilation,min,1.776581
S07,INT,crop,left_eye_dilation,max,4.077133
S07,INT,crop,left_eye_dilation,slope,-6.499730261382837e-05
S07,INT,crop,left_eye_dilation,delta_last_first_third,-0.07309360268456411
S07,INT,crop,right_eye_dilation,mean,2.606326935426802
S07,INT,crop,right_eye_dilation,median,2.60466
S07,INT,crop,right_eye_dilation,sd,0.24688324111625265
S07,INT,crop,right_eye_dilation,min,1.831451
S07,INT,crop,right_eye_dilation,max,3.643585
S07,INT,crop,right_eye_dilation,slope,-5.5719389068039e-05
S07,INT,crop,right_eye_dilation,delta_last_first_third,-0.06442545949535194
S07,INT,crop,eye_gaze_deviation,mean,0.1803799330072235
S07,INT,crop,eye_gaze_deviation,median,0.17375694347247034
S07,INT,crop,eye_gaze_deviation,sd,0.09160114986030506
S07,INT,crop,eye_gaze_deviation,min,0.019734744745229373
S07,INT,crop,eye_gaze_deviation,max,0.5757056539586874
S07,INT,crop,eye_gaze_deviation,slope,-0.00011008983470095496
S07,INT,crop,eye_gaze_deviation,delta_last_first_third,-0.08026958093559589
S08,BOR,crop,cognitive_load,mean,0.3377610078023407
S08,BOR,crop,cognitive_load,median,0.322069
S08,BOR,crop,cognitive_load,sd,0.1447815245420755
S08,BOR,crop,cognitive_load,min,0.189549
S08,BOR,crop,cognitive_load,max,0.709692
S08,BOR,crop,cognitive_load,slope,-0.00047607791588089574
S08,BOR,crop,cognitive_load,delta_last_first_third,-0.24154565669700917
S08,BOR,crop,hr,mean,89.37104464672736
S08,BOR,crop,hr,median,89.0
S08,BOR,crop,hr,sd,4.322954814377219
S08,BOR,crop,hr,min,80.0
S08,BOR,crop,hr,max,102.0
S08,BOR,crop,hr,slope,-0.008467242352729755
S08,BOR,crop,hr,delta_last_first_third,-3.8946684005201604
S08,BOR,crop,hrv,mean,56.865907604247944
S08,BOR,crop,hrv,median,48.077827
S08,BOR,crop,hrv,sd,23.35811470464946
S08,BOR,crop,hrv,min,28.070934
S08,BOR,crop,hrv,max,101.925171
S08,BOR,crop,hrv,slope,0.013760685240678501
S08,BOR,crop,hrv,delta_last_first_third,10.524389388816644
S08,BOR,crop,left_eye_dilation,mean,3.599375403076923
S08,BOR,crop,left_eye_dilation,median,3.469437
S08,BOR,crop,left_eye_dilation,sd,0.45858003540948533
S08,BOR,crop,left_eye_dilation,min,2.664383
S08,BOR,crop,left_eye_dilation,max,5.768387
S08,BOR,crop,left_eye_dilation,slope,0.00013136008038230649
S08,BOR,crop,left_eye_dilation,delta_last_first_third,0.10701270769230797
S08,BOR,crop,right_eye_dilation,mean,3.6134844594039053
S08,BOR,crop,right_eye_dilation,median,3.480911
S08,BOR,crop,right_eye_dilation,sd,0.49733695831828506
S08,BOR,crop,right_eye_dilation,min,2.633652
S08,BOR,crop,right_eye_dilation,max,5.744537
S08,BOR,crop,right_eye_dilation,slope,0.00011522604199792122
S08,BOR,crop,right_eye_dilation,delta_last_first_third,0.09641880246913637
S08,BOR,crop,eye_gaze_deviation,mean,0.12755815306737667
S08,BOR,crop,eye_gaze_deviation,median,0.10203908002437184
S08,BOR,crop,eye_gaze_deviation,sd,0.0884857512060613
S08,BOR,crop,eye_gaze_deviation,min,0.013892443989449818
S08,BOR,crop,eye_gaze_deviation,max,0.4936527119342099
S08,BOR,crop,eye_gaze_deviation,slope,-3.59718538700065e-05
S08,BOR,crop,eye_gaze_deviation,delta_last_first_third,-0.002165631923384148
S08,CLC,full,cognitive_load,mean,0.504295579253112
S08,CLC,full,cognitive_load,median,0.507396
S08,CLC,full,cognitive_load,sd,0.1583842388194758
S08,CLC,full,cognitive_load,min,0.195027
S08,CLC,full,cognitive_load,max,0.820049
S08,CLC,full,cognitive_load,slope,-0.00024846978330844477
S08,CLC,full,cognitive_load,delta_last_first_third,-0.2057377103734439
S08,CLC,full,hr,mean,82.33412698412698
S08,CLC,full,hr,median,90.0
S08,CLC,full,hr,sd,21.587443833721096
S08,CLC,full,hr,min,7.0
S08,CLC,full,hr,max,105.0
S08,CLC,full,hr,slope,0.043935407956412834
S08,CLC,full,hr,delta_last_first_third,20.844047619047615
S08,CLC,full,hrv,mean,55.35563563144964
S08,CLC,full,hrv,median,54.719189
S08,CLC,full,hrv,sd,23.47254343414964
S08,CLC,full,hrv,min,24.458073
S08,CLC,full,hrv,max,87.701599
S08,CLC,full,hrv,slope,0.033551641657978686
S08,CLC,full,hrv,delta_last_first_third,25.027179002457004
S08,CLC,full,left_eye_dilation,mean,3.934918175116744
S08,CLC,full,left_eye_dilation,median,3.8727340000000003
S08,CLC,full,left_eye_dilation,sd,0.4313514796530836
S08,CLC,full,left_eye_dilation,min,2.875656
S08,CLC,full,left_eye_dilation,max,5.855164
S08,CLC,full,left_eye_dilation,slope,0.0002179220616887479
S08,CLC,full,left_eye_dilation,delta_last_first_third,0.30170087887887886
S08,CLC,full,right_eye_dilation,mean,4.001237824040067
S08,CLC,full,right_eye_dilation,median,3.970947
S08,CLC,full,right_eye_dilation,sd,0.4245979234325929
S08,CLC,full,right_eye_dilation,min,2.852615
S08,CLC,full,right_eye_dilation,max,5.969955
S08,CLC,full,right_eye_dilation,slope,0.0002053220030881963
S08,CLC,full,right_eye_dilation,delta_last_first_third,0.28896614929859776
S08,CLC,full,eye_gaze_deviation,mean,0.1712576196932457
S08,CLC,full,eye_gaze_deviation,median,0.15577258983662423
S08,CLC,full,eye_gaze_deviation,sd,0.0968061714563742
S08,CLC,full,eye_gaze_deviation,min,0.02131915751866149
S08,CLC,full,eye_gaze_deviation,max,0.6363654610363451
S08,CLC,full,eye_gaze_deviation,slope,1.7157240188263855e-05
S08,CLC,full,eye_gaze_deviation,delta_last_first_third,0.002400848269188821
S08,INT,crop,cognitive_load,mean,0.5225471535433072
S08,INT,crop,cognitive_load,median,0.528277
S08,INT,crop,cognitive_load,sd,0.17559745654416875
S08,INT,crop,cognitive_load,min,0.18775
S08,INT,crop,cognitive_load,max,0.911243
S08,INT,crop,cognitive_load,slope,-0.0002894658301309555
S08,INT,crop,cognitive_load,delta_last_first_third,-0.20045047244094488
S08,INT,crop,hr,mean,81.75696767001115
S08,INT,crop,hr,median,91.0
S08,INT,crop,hr,sd,27.15109465186832
S08,INT,crop,hr,min,4.0
S08,INT,crop,hr,max,101.0
S08,INT,crop,hr,slope,-0.14428029908671886
S08,INT,crop,hr,delta_last_first_third,-25.979933110367895
S08,INT,crop,hrv,mean,70.84758735856575
S08,INT,crop,hrv,median,59.867378
S08,INT,crop,hrv,sd,21.266691287228007
S08,INT,crop,hrv,min,49.907539
S08,INT,crop,hrv,max,99.003342
S08,INT,crop,hrv,slope,0.3930166573836843
S08,INT,crop,hrv,delta_last_first_third,47.84336815568864
S08,INT,crop,left_eye_dilation,mean,3.95264252278295
S08,INT,crop,left_eye_dilation,median,3.95285
S08,INT,crop,left_eye_dilation,sd,0.4794128521960151
S08,INT,crop,left_eye_dilation,min,2.710251
S08,INT,crop,left_eye_dilation,max,5.803391
S08,INT,crop,left_eye_dilation,slope,-3.977804783187462e-05
S08,INT,crop,left_eye_dilation,delta_last_first_third,-0.07134498676470624
S08,INT,crop,right_eye_dilation,mean,4.0342376406096365
S08,INT,crop,right_eye_dilation,median,4.0459445
S08,INT,crop,right_eye_dilation,sd,0.47700126346279315
S08,INT,crop,right_eye_dilation,min,2.869339
S08,INT,crop,right_eye_dilation,max,5.809875
S08,INT,crop,right_eye_dilation,slope,-8.986088830664302e-06
S08,INT,crop,right_eye_dilation,delta_last_first_third,-0.06477135250737565
S08,INT,crop,eye_gaze_deviation,mean,0.19053842139600857
