edge_id,source_id,relation,target_id,domain,evidence_pdf_page,evidence_bekker_or_page,source_unit,contributor,notes
PHX-E-0160,PHX-02-WHITE,cites-locus,Insomn-2-460b4-11,aristotle,22,460b4-11,PHX-02,White,Cowardly erotic angry deceived by phantasia
PHX-E-0161,PHX-02-WHITE,cites-locus,DeMem-1-449b31-450a9,aristotle,20,449b31-450a9,PHX-02,White,Impossible to think without mental picture; geometer-diagram analogy
PHX-E-0162,PHX-02-WHITE,cites-locus,DeMem-1-450a25-451a14,aristotle,19,450a25-451a14,PHX-02,White,Memory as special activity of phantasia; phantasmata as eikones
PHX-E-0163,PHX-02-WHITE,cites-locus,Metaph-IV-5-1010b3,aristotle,13,1010b3,PHX-02,White,Phantasia not the same as aisthesis
PHX-E-0164,PHX-02-WHITE,cites-locus,Metaph-V-18-1022a19-20,aristotle,5,1022a19-20,PHX-02,White,Kath' ho = aition; unpacks the DA 428a1-2 formula
PHX-E-0165,PHX-02-WHITE,cites-locus,EN-X-7-1177a23-25,aristotle,21,1177a23-25,PHX-02,White,Thinking man performs most continuously
PHX-E-0166,PHX-02-WHITE,cites-locus,EN-X-4-1174a13-17,aristotle,19,1174a13-17,PHX-02,White,Experience for practical wisdom rests on phantasia
PHX-E-0167,PHX-02-WHITE,cites-locus,Rhet-II-2-6,aristotle,22,1378a30-1384a22,PHX-02,White,Passions of anger fear confidence shame involve phantasia
PHX-E-0168,PHX-02-WHITE,cites-locus,Rhet-I-11-1370a27,aristotle,12,1370a27,PHX-02,White,Phantasia as aisthesis tis asthenes (weak sensation)
PHX-E-0169,PHX-02-WHITE,cites-locus,Phys-IV-10-14,aristotle,19,Phys IV.10-14,PHX-02,White,Preserved phantasmata for learning
PHX-E-0170,PHX-02-WHITE,advances-reading,READING:White-phantasia-prep-for-noein,reading,1-2;16-21,—,PHX-02,White,Organizing thesis: phantasia in DA III.3-8 is preparation for nous
PHX-E-0171,PHX-02-WHITE,advances-reading,READING:White-picture-vs-encounter,reading,11-12,427b21-24,PHX-02,White,Signature exegetical move
PHX-E-0172,PHX-02-WHITE,advances-reading,READING:White-phantasia-temporal-mediator,reading,18-19,432a3-10;431b2-10,PHX-02,White,Phantasia lends stability to appearances; gives nous foothold in time
PHX-E-0173,PHX-02-WHITE,advances-reading,READING:Papachristou-reproductive-faculty,reading,14,428b10-11,PHX-02,White,Phantasia perpetuates 'stillborn life of sensations' in offspring
PHX-E-0174,PHX-02-WHITE,advances-reading,READING:Hawhee-interior-landscape,reading,22-23,—,PHX-02,White,Phantasia provides familiar interior landscape; Thomistic-humanist culmination
PHX-E-0175,PHX-02-WHITE,advances-reading,READING:White-man-made-phantasmata,reading,23,—,PHX-02,White,Contemporary-relevance coda
PHX-E-0176,PHX-02-WHITE,advances-reading,READING:White-phantasia-unifies-nous-aisthesis,reading,21-22,431b21-432a1,PHX-02,White,Phantasia mediates the unity of nous and aisthesis
PHX-E-0177,PHX-02-WHITE,uses-greek-term,GREEK-TERM:phantasia,greek-term,2-3,—,PHX-02,White,Refused translation; left untranslated throughout
PHX-E-0178,PHX-02-WHITE,uses-greek-term,GREEK-TERM:phantasma,greek-term,3-5,—,PHX-02,White,Inner appearance restricted to interior reflection in Aristotle
PHX-E-0179,PHX-02-WHITE,uses-greek-term,GREEK:phaos-phao,greek-term,3,—,PHX-02,White,Etymological root: light/shine
PHX-E-0180,PHX-02-WHITE,uses-greek-term,GREEK:kinesis,greek-term,9-10;14,—,PHX-02,White,Genus of phantasia definition
PHX-E-0181,PHX-02-WHITE,uses-greek-term,GREEK:einai,greek-term,15;18,—,PHX-02,White,Phantasia and aisthesis same but different in einai
PHX-E-0182,PHX-02-WHITE,uses-greek-term,GREEK:amige,greek-term,16,—,PHX-02,White,Unmixed character of nous; distinguishing mark
PHX-E-0183,PHX-02-WHITE,uses-greek-term,GREEK:noein-noesis,greek-term,16-21,—,PHX-02,White,Unifying theme of DA III.3-11
PHX-E-0184,PHX-02-WHITE,uses-greek-term,GREEK:aisthesis-aisthemata,greek-term,12-21,—,PHX-02,White,Phantasia rooted in aisthesis
PHX-E-0185,PHX-02-WHITE,uses-greek-term,GREEK:hypolepsis-doxazein,greek-term,11-12,—,PHX-02,White,Judgment distinguished from phantasia by reference to truth/falsity
PHX-E-0186,PHX-02-WHITE,uses-greek-term,GREEK:kath-hen,greek-term,5,428a1-2,PHX-02,White,Formula read through Met V.18 as kath' ho = aition
PHX-E-0187,PHX-02-WHITE,uses-greek-term,GREEK:to-kritikon,greek-term,9-10,432a15-17,PHX-02,White,The distinguishing-power
PHX-E-0188,PHX-02-WHITE,engages-interlocutor,Plato-Philebus-39b,ancient,20,Phlb 39b1 ff,PHX-02,White,Plato's 'painter in the soul' — source for White's geometer-with-slate
PHX-E-0189,PHX-02-WHITE,engages-interlocutor,Plato-Republic-VI-divided-line,ancient,20-21,Rep VI 510a-511e,PHX-02,White,Aristotle's nous image-bound vs. Plato's imageless noesis
PHX-E-0190,PHX-02-WHITE,engages-interlocutor,Plato-Theaetetus-152,ancient,12-13,Theaet 152b-c,PHX-02,White,Protagorean identification of phantasia and aisthesis
PHX-E-0191,PHX-02-WHITE,engages-interlocutor,Protagoras,ancient,12-13,—,PHX-02,White,Truth-of-phainomena doctrine resisted by Plato/Aristotle
PHX-E-0192,PHX-02-WHITE,engages-interlocutor,Augustine:Confessions-X.8-26,medieval,16,Conf X.8-26,PHX-02,White,Memoria parallel cited at fn. 67
PHX-E-0193,PHX-02-WHITE,engages-interlocutor,Aquinas-Sentencia-DeAnima,medieval,—,—,PHX-02,White,Thomistic tradition contextually present though not named
PHX-E-0194,PHX-02-WHITE,engages-interlocutor,Galen,hellenistic,3,fn. 4,PHX-02,White,Brain-located inner-sense psychology foreign to Aristotle
PHX-E-0195,PHX-02-WHITE,engages-interlocutor,Hobbes:Leviathan-ch.2,modern,12,fn. 48,PHX-02,White,'Imagination is decaying sense' compared to Rhet I.11
PHX-E-0196,PHX-02-WHITE,engages-interlocutor,Heidegger:phenomenology,modern,3,fn. 11,PHX-02,White,Cited in expansive footnote on modern German phenomenology
PHX-E-0197,PHX-02-WHITE,engages-interlocutor,Freudenthal-1863,modern-secondary,4,fn. 14,PHX-02,White,Aussehen/Vorstellung distinction
PHX-E-0198,PHX-02-WHITE,engages-interlocutor,Bonitz-IndexAristotelicus,modern-secondary,4,fn. 13,PHX-02,White,Species rei obiectae / actio qua imagines animo informamus
PHX-E-0199,PHX-02-WHITE,cites-cluster-author,Nussbaum-1978-DeMotu,cluster-secondary,4;15;19,fn. 16/63/80,PHX-02,White,Cites Nussbaum's 1978 1st edition NOT the 1985 essay PHX-01
PHX-E-0200,PHX-02-WHITE,cites-secondary,Schofield-1978-Imagination,modern-secondary,23,fn. 92,PHX-02,White,Cited only in closing bibliographic footnote
PHX-E-0201,PHX-02-WHITE,cites-secondary,Labarriere-1984,modern-secondary,23,fn. 92,PHX-02,White,Most recent secondary source in fn. 92
PHX-E-0202,PHX-02-WHITE,cites-secondary,Phillipe-1971-Thomist,modern-secondary,23,fn. 92,PHX-02,White,Closest Thomistic kin in fn. 92
PHX-E-0203,PHX-02-WHITE,cites-secondary,Benardete-1975-DA-III.3-5,modern-secondary,23,fn. 92,PHX-02,White,Straussian commentary on overlapping chapter-range
PHX-E-0204,PHX-02-WHITE,cites-secondary,Engmann-1976-JHP,modern-secondary,23,fn. 92,PHX-02,White,Anglophone study
PHX-E-0205,PHX-02-WHITE,cites-secondary,Rees-1971-Essays,modern-secondary,23,fn. 92,PHX-02,White,Anglophone study
PHX-E-0206,PHX-02-WHITE,cites-secondary,Roth-1963-NewScholasticism,modern-secondary,23,fn. 92,PHX-02,White,Catholic/scholastic study
PHX-E-0207,PHX-02-WHITE,cites-secondary,Frohschammer-1881,modern-secondary,23,fn. 92,PHX-02,White,Earliest book-length treatment
PHX-E-0208,PHX-02-WHITE,cites-secondary,Lycos-1964-Mind,modern-secondary,23,fn. 92,PHX-02,White,Anglophone study
PHX-E-0209,PHX-02-WHITE,cites-secondary,Hicks-1907,modern-secondary,9,fn. 22,PHX-02,White,Cambridge 1907 DA on terminology
PHX-E-0210,PHX-02-WHITE,cites-secondary,Wolfson-1935-InternalSenses,modern-secondary,3,fn. 4,PHX-02,White,Origins of inner-sense in Galen
PHX-E-0211,PHX-02-WHITE,cites-secondary,Brandwood-1976-PlatoIndex,modern-secondary,2,fn. 5,PHX-02,White,Plato has phantasia 7 times
PHX-E-0212,PHX-02-WHITE,cites-secondary,Bundy-1927-TheoryOfImagination,modern-secondary,3,fn. 5,PHX-02,White,Pre-Socratic possible uses
PHX-E-0213,PHX-02-WHITE,contests-reading-of,READING:Sorabji-image-theory,reading,2-3,—,PHX-02,White,Refuses 'imagination' translation; rejects imago/imitor connotation — parallel to Nussbaum's anti-image-theory move
PHX-E-0214,PHX-02-WHITE,extends-reading-of,READING:Gonzalez-phainetai-genealogy,reading,3-4,—,PHX-02,White,Extends Nussbaum's phainetai-priority via Aristotle's own derivation from phaos
PHX-E-0215,PHX-02-WHITE,shifts-debate-axis,DEBATE:theoretical-vs-practical-phantasia,debate,1-2;17;19,—,PHX-02,White,Confines phantasia to DA III.3-8 theoretical-cognitive register; mirrors Nussbaum's practical-action expansion
PHX-E-0216,PHX-02-WHITE,shifts-debate-axis,DEBATE:detachment-vs-immediacy-of-phantasia,debate,11-12,427b21-24,PHX-02,White,Picture-vs-encounter detachment-criterion stands against Nussbaum's seeing-as-immediacy reading
PHX-E-0217,PHX-02-WHITE,extends-reading-of,READING:Nussbaum-kata-metaphoran-mere-show,reading,4,fn. 16,PHX-02,White,Cites Nussbaum's De Motu pp. 252-255 on kata metaphoran clause
PHX-E-0218,PHX-02-WHITE,extends-reading-of,READING:Nussbaum-one-but-different-in-einai,reading,15,fn. 63,PHX-02,White,Cites Nussbaum's De Motu pp. 234-236 on the einai-formulation
PHX-E-0219,PHX-02-WHITE,extends-reading-of,READING:Nussbaum-practical-phantasia,reading,19,fn. 80,PHX-02,White,Cites Nussbaum's De Motu pp. 232-241 on practical phantasia in DA III.10-11
PHX-E-0220,PHX-02-WHITE,bridges-pipeline,Heidegger:BCAP-GA18,bridge,16-23,—,PHX-02,White,Heidegger's Marburg lectures read same loci on phantasia-pathos-nous
PHX-E-0221,PHX-02-WHITE,bridges-pipeline,Dalton-Dissertation:Aristotle-chapter,bridge,—,—,PHX-02,White,Load-bearing source for soul-powers exposition
PHX-E-0222,PHX-02-WHITE,bridges-pipeline,Rhetorical-Ontology-pipeline:passions,bridge,22,Rhet II.2-6,PHX-02,White,Passions and phantasia bridge to rhetorical-ontology corpus
PHX-E-0223,PHX-03-FREDE:R1,advances-thesis,PHX-03-FREDE:C1,phantasia/faculty-status,5,DA 432a31; book p. 286,PHX-03,Frede,Signature thesis: phantasia is NOT a separate faculty but supervenes on sense-perception
PHX-E-0224,PHX-03-FREDE:R1,grounds-in,DA-III-9-432a31,phantasia/faculty-status,2,DA 432a31,PHX-03,Frede,Aristotle's own uncertainty whether phantastikon is separate faculty or only different in being (toi men einai panton heteron)
PHX-E-0225,PHX-03-FREDE:R1,grounds-in,SomnVig-459a16,phantasia/faculty-status,2,Somn. Vig. 459a16 / 458b30 / 462a8,PHX-03,Frede,phantastikon same faculty as aisthesis only activity differs
PHX-E-0226,PHX-03-FREDE:R2,advances-thesis,PHX-03-FREDE:C3,phantasia/synthesis,3-5,book pp. 282-286,PHX-03,Frede,Phantasia performs the synthesis-of-manifold role that piecemeal perception cannot
PHX-E-0227,PHX-03-FREDE:R2,advances-thesis,PHX-03-FREDE:C4,phantasia/bridging,6-8,book pp. 287-292,PHX-03,Frede,Phantasia bridges thought to sensible objects in both practical and theoretical reasoning
PHX-E-0228,PHX-03-FREDE:R2,grounds-in,DA-III-7-431b2,phantasia/theoretical-reasoning,7-8,DA 431b2,PHX-03,Frede,Nous thinks the forms in the images — the load-bearing premise for theoretical bridging
PHX-E-0229,PHX-03-FREDE:R2,grounds-in,DA-III-9-432a8-9,phantasia/theoretical-reasoning,8,DA 432a8-9,PHX-03,Frede,hotan te theorei ananke hama phantasma ti theorein — cannot contemplate without an image
PHX-E-0230,PHX-03-FREDE:R2,grounds-in,DA-III-7-431a14-17,phantasia/practical-reasoning,7,DA 431a14-17,PHX-03,Frede,Phantasmata serve as perceptions to the rational soul; envisaging future goods/evils
PHX-E-0231,PHX-03-FREDE:R3,contests-reading-of,Modrak-1987-PowerOfPerception,phantasia/consciousness,9,book pp. 293-294 (fns 44 48),PHX-03,Frede,Frede defends Aristotelian dualism against Modrak's unified-consciousness reading
PHX-E-0232,PHX-03-FREDE:R3,grounds-in,DeMem-1-450a12-14,phantasia/memory,9,Mem. 450a12-14,PHX-03,Frede,No intellectual memory in Aristotle: knowledge is remembered only accidentally
PHX-E-0233,PHX-03-FREDE:R3,grounds-in,Insomn-1-459a8,phantasia/dreams,9,Insomn. 459a8,PHX-03,Frede,Dreams attributed exclusively to aisthetikon qua phantastikon
PHX-E-0234,PHX-03-FREDE:R3,grounds-in,DA-I-4-408b18-29,phantasia/active-mind,9,DA 408b18-29; Metaph. 983a6-7,PHX-03,Frede,Aristotle preserves dualism to protect link with divine pure active mind
PHX-E-0235,PHX-03-FREDE:R4,contests-reading-of,Schofield-1978-Imagination,phantasia/unity,9,book pp. 294-295 (fn 49),PHX-03,Frede,Frede defends unity of phantasia against Schofield's loose-knit-family-concept reading
PHX-E-0236,PHX-03-FREDE:R4,grounds-in,DA-III-3-428b11-15,phantasia/definition,3,DA 428b11-15; 429a1,PHX-03,Frede,Uniform causal account: all phantasiai are motions in soul caused by sense-perception
PHX-E-0237,PHX-03-FREDE:C5,grounds-in,DA-III-3-429a4,phantasia/persistence,5,DA 429a4; Insomn. 460b1-3,PHX-03,Frede,to emmenein — perseverance/persistence of phantasiai grounds their role in after-images and memory
PHX-E-0238,PHX-03-FREDE:C5,illustrated-by,SomnVig-459b12,phantasia/decay,3,Somn. Vig. 459b12ff,PHX-03,Frede,After-images of sun decay through yellow crimson purple black — Aristotle's precise description
PHX-E-0239,PHX-03-FREDE:C6,illustrated-by,Insomn-1-458b28,phantasia/incorrigibility,5,Insomn. 458b28; DA 428b3,PHX-03,Frede,Sun appears foot-wide even to those who know facts perfectly — phantasiai resist information
PHX-E-0240,PHX-03-FREDE:C7,grounds-in,DeMem-1-450a12,phantasia/no-intellectual-memory,9,Mem. 450a12-14,PHX-03,Frede,Knowledge remembered only accidentally; we recall when/how we learned Pythagoras' theorem not the theorem
PHX-E-0241,PHX-03-FREDE:C9,grounds-in,DA-III-10-433b29,phantasia/practical-reasoning,7,DA 433b29; 434a5-7,PHX-03,Frede,Aristotle subdivides bouleutike/logistike phantasia for human deliberation
PHX-E-0242,PHX-03-FREDE:C10,grounds-in,DA-III-11-433b31,phantasia/animals,7,DA 433b31ff,PHX-03,Frede,Phantasia indefinitely in primitive animals — even worms need notion of aim in food-search
PHX-E-0243,PHX-03-FREDE:C11,parallels-to,KANT:CPR:B154,phantasia/gestalt,8,Critique of Pure Reason B 154,PHX-03,Frede,Cannot think a line without drawing one in mind — Kant-Aristotle Gestalt parallel
PHX-E-0244,PHX-03-FREDE:C12,grounds-in,Freudenthal-1863,phantasia/generalization,8,Freudenthal 1863 p. 31,PHX-03,Frede,Phantasmata as Verallgemeinerung durch Denkthätigkeit — generalization through thinking-activity
PHX-E-0245,PHX-03-FREDE:C13,grounds-in,Insomn-3-462a1,phantasia/doxa-counterpart,5-6,Insomn. 462a1; 461b1,PHX-03,Frede,ou monon phaneitai alla kai dokei — phantasia as counterpart of doxa
PHX-E-0246,PHX-03-FREDE:C14,parallels-to,KANT:CPR:A190,phantasia/synthesis,4,Critique of Pure Reason A 190ff,PHX-03,Frede,House-example: synthesis of the manifold; phantasia performs Kantian synthesis-work
PHX-E-0247,PHX-03-FREDE:C19,grounds-in,APo-II-19-99b36,phantasia/induction,8,APo. II.19 99b36-100b9,PHX-03,Frede,Phantasia underwrites epagoge without being named; mone retains perceptions toward universal
PHX-E-0248,PHX-03-FREDE,cites-cluster-author,PHX-01-NUSSBAUM,phantasia/cluster-debate,2 4 7,Nussbaum 1978 De Motu Animalium (book pp. 280n5 285n23 289n34),PHX-03,Frede,Frede cites Nussbaum 1978 — substantively engages the same arguments as PHX-01 1985 essay
PHX-E-0249,PHX-03-FREDE,contests-reading-of,READING:Nussbaum-phantasia-as-interpretation,phantasia/cluster-debate,7,book p. 289 fn 34,PHX-03,Frede,Nussbaum broadens phantasia to envisaging-the-good severing ties to perception — Frede rejects
PHX-E-0250,PHX-03-FREDE,does-not-cite,PHX-02-WHITE,phantasia/cluster-debate,n/a,n/a,PHX-03,Frede,Frede does not cite White 1985; convergent supervenience thesis reached independently
PHX-E-0251,PHX-03-FREDE,extends-reading-of,Wedin-1988-MindImagination,phantasia/cluster-alignment,9,book p. 295 fn 50,PHX-03,Frede,Wedin reaches similar results more technically refined — Frede aligns without arguing through
PHX-E-0252,PHX-03-FREDE,contests-reading-of,Modrak-1986-Reconsidered,phantasia/unity-concept,2 3 8 9,book pp. 280n5 282n10 292n42 293n44 294n48,PHX-03,Frede,Modrak is Frede's primary polemical target on both unified-phantasia and unified-consciousness
PHX-E-0253,PHX-03-FREDE,aligns-with,KAHN:1966,phantasia/inner-sense,4 9,Kahn 1966 pp. 52 57 (book pp. 284n17 293n44),PHX-03,Frede,If unity of consciousness in Aristotle confine it with Kahn to the inner sense
PHX-E-0254,PHX-03-FREDE,inverts,ROSS:1961a,phantasia/value,8,Ross 1961a p. 39 (book p. 291n40),PHX-03,Frede,Ross: Aristotle doesn't regard phantasia as valuable but as disability; Frede: inaccuracy is its advantage
PHX-E-0255,PHX-03-FREDE:T1,shifts-debate-axis,CONCEPT:Frede-after-image-vs-cognitive,phantasia/debate-axis,2-3,book pp. 280-282,PHX-03,Frede,DA III.3 oscillates; Frede's minimal account resolves without upgrading to separate faculty
PHX-E-0256,PHX-03-FREDE:T2,shifts-debate-axis,CONCEPT:Frede-intellect-sense-bridging,phantasia/dualism,7-9,book pp. 290-294,PHX-03,Frede,Mediation does not collapse dichotomy; Aristotelian dualism preserved
PHX-E-0257,PHX-03-FREDE:T3,shifts-debate-axis,CONCEPT:Frede-unified-vs-family,phantasia/concept-unity,9,book pp. 294-295,PHX-03,Frede,Frede unifies via uniform causal account against Schofield's family-resemblance reading
PHX-E-0258,PHX-04-CASTON,situates,DA-III-3,aristotle-locus,3-4,427a17-b14,PHX-04,Caston,DA 3.3 is centrally concerned with the problem of error
PHX-E-0259,PHX-04-CASTON,motivates-introduction-of,GREEK-TERM:phantasia,concept,2-3,DA 3.3 passim,PHX-04,Caston,Caston's master thesis: Aristotle introduces phantasia to solve the problem of error
PHX-E-0260,PHX-04-CASTON,reconstructs,CONCEPT:Caston-DA-III-3-dilemma,reading,7,DA 3.3 427b2-5,PHX-04,Caston,The dilemma: either (i) all appearances true or (ii) error = unlike-by-unlike — both reductios
PHX-E-0261,PHX-04-CASTON,decomposes,CONCEPT:Caston-like-by-like-3,concept,9-10,DA 3.3 427a26-29,PHX-04,Caston,Caston's signature analytic move: (3) into (3a) like-affected-by-like and (3b) cause-content correspondence
PHX-E-0262,PHX-04-CASTON,formalizes,CONCEPT:Caston-content-rule-P,reading,17-18,DA 3.3 428b10-429a9,PHX-04,Caston,Formal account (P): φ is about whatever a sensation with same causal powers would be about
PHX-E-0263,PHX-04-CASTON,distinguishes,CONCEPT:Caston-causal-powers-vs-antecedents,reading,18,book 49-50,PHX-04,Caston,Phantasma content determined by causal POWERS not causal ANCESTORS
PHX-E-0264,PHX-04-CASTON,illustrates-with,CONCEPT:Caston-salamander-to-dragon,reading,18,book 49,PHX-04,Caston,Vivid example: whiskey-altered salamander-phantasma produces dragon-dream
PHX-E-0265,PHX-04-CASTON,uses-diagram,CONCEPT:Caston-canyon-echo-diagram-1,concept,17,book 47,PHX-04,Caston,Diagram 1: phantasma as canyon echo of αἴσθημα
PHX-E-0266,PHX-04-CASTON,uses-diagram,CONCEPT:Caston-side-effect-diagram-2,concept,17,book 48,PHX-04,Caston,Diagram 2: object → αἴσθημα → αἴσθησις + phantasma
PHX-E-0267,PHX-04-CASTON,cites-cluster-author,Nussbaum-1978-DeMotu,modern-secondary,1,book 20 fn 1,PHX-04,Caston,Caston cites only Nussbaum's 1978 first-edition De Motu commentary not the 1985 essay
PHX-E-0268,PHX-04-CASTON,cites-cluster-author,PHX-03-FREDE,modern-secondary,1,book 20 fn 1,PHX-04,Caston,Background literature citation in fn 1; not engaged head-to-head
PHX-E-0269,PHX-04-CASTON,contests-reading-of,Schofield-1978-Imagination,modern-secondary,18,book 54 fn 70,PHX-04,Caston,Explicit polemical close: Schofield's 'non-paradigmatic sensory experience' phrase rejected
PHX-E-0270,PHX-04-CASTON,contests-reading-of,Modrak-1986-Reconsidered,modern-secondary,17,book 45-46 fn 55,PHX-04,Caston,Modrak's 'belief-like character' of phantasia rejected
PHX-E-0271,PHX-04-CASTON,contests-reading-of,Modrak-1987-PowerOfPerception,modern-secondary,3,book 22 fn 7,PHX-04,Caston,Modrak's claim Aristotle offers theory of sensation explaining intersubstitutivity failure rejected
PHX-E-0272,PHX-04-CASTON,contests-reading-of,Wedin-1988-MindImagination,modern-secondary,16,book 42 fn 49,PHX-04,Caston,Wedin's claim that phantasia conditions sensation of proper perceptibles rejected
PHX-E-0273,PHX-04-CASTON,extends-reading-of,Engmann-1976-ImaginationTruth,modern-secondary,18,book 51 fn 67,PHX-04,Caston,Caston extends Engmann's broader-falsity reading of phantasia
PHX-E-0274,PHX-04-CASTON,allies-with,Burnyeat-1990-Theaetetus,modern-secondary,8,book 28 fn 22,PHX-04,Caston,Caston follows Burnyeat on the Theaetetus's Secret Doctrine and theses-A/B mutual implication
PHX-E-0275,PHX-04-CASTON,allies-with,Cashdollar-1973-IncidentalPerception,modern-secondary,16,book 42 fn 48,PHX-04,Caston,Caston endorses Cashdollar against Modrak/Wedin on incidental perception
PHX-E-0276,PHX-04-CASTON,allies-with,Kenny-1967-ArgumentFromIllusion,modern-secondary,16,book 43 fn 50,PHX-04,Caston,Caston endorses Kenny's criticism of view that phantasia's function is falsehood-of-another-faculty
PHX-E-0277,PHX-04-CASTON,gently-corrects,Freudenthal-1863,modern-secondary,3,book 23 fn 9,PHX-04,Caston,Caston corrects Freudenthal's claim phantasia is not held by every animal
PHX-E-0278,PHX-04-CASTON,follows-punctuation-of,Rodier-Hicks-Apelt-Ross-tradition,modern-secondary,5,book 25 fn 13,PHX-04,Caston,Punctuation tradition restricting force of γάρ to one reason
PHX-E-0279,PHX-04-CASTON,cites,DA-III-3-427a17-20,aristotle-locus,4,DA 3.3 427a17-20,PHX-04,Caston,Opening sentence recalling criteria of motion and perception
PHX-E-0280,PHX-04-CASTON,cites,DA-III-3-427a20-22,aristotle-locus,5,DA 3.3 427a20-22,PHX-04,Caston,The endoxon: thinking and perceiving are the same
PHX-E-0281,PHX-04-CASTON,cites,DA-III-3-427a22-26,aristotle-locus,5,DA 3.3 427a22-26,PHX-04,Caston,Empedocles citations (DK 31 B 106 + B 108) + Homer
PHX-E-0282,PHX-04-CASTON,cites,DA-III-3-427a29-b2,aristotle-locus,7,DA 3.3 427a29-b2,PHX-04,Caston,The pivotal polemical move: predecessors should have said something about error
PHX-E-0283,PHX-04-CASTON,cites,DA-III-3-427b2-5,aristotle-locus,7,DA 3.3 427b2-5,PHX-04,Caston,The dilemma
PHX-E-0284,PHX-04-CASTON,cites,DA-III-3-427b5-6,aristotle-locus,11,DA 3.3 427b5-6,PHX-04,Caston,Second-horn compressed objection: error and knowledge of contraries
PHX-E-0285,PHX-04-CASTON,cites,DA-III-3-427b15-16,aristotle-locus,17,DA 3.3 427b15-16,PHX-04,Caston,No thought without phantasia no phantasia without sensation
PHX-E-0286,PHX-04-CASTON,cites,DA-III-3-427b17-20,aristotle-locus,15,DA 3.3 427b17-20,PHX-04,Caston,Phantasia freely imagines (visualization sense)
PHX-E-0287,PHX-04-CASTON,cites,DA-III-3-427b21-24,aristotle-locus,17,DA 3.3 427b21-24,PHX-04,Caston,Phantasia 'rests with us'; emotional disengagement
PHX-E-0288,PHX-04-CASTON,cites,DA-III-3-428a5-b9,aristotle-locus,16,DA 3.3 428a5-b9,PHX-04,Caston,Battery of nonidentity arguments
PHX-E-0289,PHX-04-CASTON,cites,DA-III-3-428a11-12,aristotle-locus,16,DA 3.3 428a11-12,PHX-04,Caston,Phantasia can be false; sensation/conception always true
PHX-E-0290,PHX-04-CASTON,cites,DA-III-3-428a19-24,aristotle-locus,17,DA 3.3 428a19-24,PHX-04,Caston,Belief vs phantasia: conviction (πίστις) requires reason (λόγος)
PHX-E-0291,PHX-04-CASTON,cites,DA-III-3-428b10-17,aristotle-locus,17,DA 3.3 428b10-17,PHX-04,Caston,The aetiology: phantasia as kinesis hypo tes energeias tes aistheseos
PHX-E-0292,PHX-04-CASTON,cites,DA-III-3-428b19,aristotle-locus,18,DA 3.3 428b19,PHX-04,Caston,The qualification ἢ ὅτι ὀλίγιστον ἔχουσα τὸ ψεῦδος
PHX-E-0293,PHX-04-CASTON,cites,DA-III-3-428b20-429a8,aristotle-locus,18,DA 3.3 428b20-429a8,PHX-04,Caston,Specific conditions of truth/falsity
PHX-E-0294,PHX-04-CASTON,cites,DA-III-3-428b25-26,aristotle-locus,17,DA 3.3 428b25-26,PHX-04,Caston,Explicit identification of 'change brought about by sensation' as phantasia
PHX-E-0295,PHX-04-CASTON,cites,DA-III-3-429a4-8,aristotle-locus,18,DA 3.3 429a4-8,PHX-04,Caston,Phantasmata persist; men act on phantasia when mind clouded
PHX-E-0296,PHX-04-CASTON,cites,DA-III-3-429a8-9,aristotle-locus,17,DA 3.3 429a8-9,PHX-04,Caston,Closing formula
PHX-E-0297,PHX-04-CASTON,cites,DA-III-4-429a13-18,aristotle-locus,14,DA 3.4 429a13-18,PHX-04,Caston,Conceiving as 'being acted upon'
PHX-E-0298,PHX-04-CASTON,cites,DA-III-4-429a16-17,aristotle-locus,14,DA 3.4 429a16-17,PHX-04,Caston,Load-bearing parallel: intellect-to-conception = sense-to-sensation
PHX-E-0299,PHX-04-CASTON,cites,DA-III-4-429a18-27,aristotle-locus,14,DA 3.4 429a18-27,PHX-04,Caston,Intellect is not activity of bodily organ
PHX-E-0300,PHX-04-CASTON,cites,DA-III-4-430a3-5,aristotle-locus,14,DA 3.4 430a3-5,PHX-04,Caston,Conception becomes like its object in actuality
PHX-E-0301,PHX-04-CASTON,cites,DA-II-5-417a17-20,aristotle-locus,14,DA 2.5 417a17-20,PHX-04,Caston,Sensation: initially unlike potentially like becoming like
PHX-E-0302,PHX-04-CASTON,cites,DA-II-5-417b6-7,aristotle-locus,15,DA 2.5 417b6-7,PHX-04,Caston,Sensation as 'progression towards realization'
PHX-E-0303,PHX-04-CASTON,cites,DA-II-5-417b24-26,aristotle-locus,15,DA 2.5 417b24-26,PHX-04,Caston,Object of sensation must exist (3b)
PHX-E-0304,PHX-04-CASTON,cites,DA-III-6-430a26-27,aristotle-locus,15,DA 3.6 430a26-27,PHX-04,Caston,Conception of incomposites/indivisibles infallible
PHX-E-0305,PHX-04-CASTON,cites,DA-III-6-430b21-24,aristotle-locus,11,DA 3.6 430b21-24,PHX-04,Caston,Contraries-rule
PHX-E-0306,PHX-04-CASTON,cites,DA-III-7-431b2,aristotle-locus,18,DA 3.7 431b2,PHX-04,Caston,Forms thought 'in' phantasmata
PHX-E-0307,PHX-04-CASTON,cites,DA-III-8-432a4-14,aristotle-locus,18,DA 3.8 432a4-14,PHX-04,Caston,Thought operates 'in' phantasmata; phantasia ≠ assertion/denial
