unit_id,source_id,relation,target_id,domain,centrality_tier,book_page,provenance,notes
GM-02,dialectic-substance,subsumes,contextual-substance,,,33,,Dialectic substance is the over-all dramatistic super-category.
GM-02,dialectic-substance,subsumes,familial-substance,,,33,,
GM-02,dialectic-substance,subsumes,directional-substance,,,33,,
GM-02,dialectic-substance,subsumes,geometric-substance,,,33,,
GM-02,paradox-of-purity,specializes-as,divisive-substance,,,37,,Divisive substance = paradox of purity applied to collective vs. individual motives.
GM-02,withinness-of-withinness,instantiates,paradox-of-purity,,,36,,Marvell / Melville / Parker Tyler — atop-the-atop and witheriness-of-withinness.
GM-02,ta-pathemata-mathemata,defines,tragic-dialectic-substance,,,39,,Burke's three-term reading: poiēma / pathēma / mathēma.
GM-02,intelligere-est-pati,exemplifies,tragic-dialectic-substance,,,40,,Scholastic formula: 'to understand is to be affected by.'
GM-02,tragic-dialectic-substance,reduces-to,actus-status,,,41,,Reducing the triad to a dyad: act vs. state.
GM-02,actus-status-pair,defines,actus-status,,,41,,The load-bearing dyad: motion/rest; drama/lyric; faith/knowledge.
GM-02,philological-drift-of-arete,instantiates,actus-status,,,42,,Aretē/virtus from Ares (active prowess) → potentiality → state of mind → negation.
GM-02,actus-status,anchors,class-substance,,,42,,Occupational acts develop properties; properties harden into status.
GM-02,universal-monetary-substance,parallels,class-substance,,,44,,Marxist factory situation: universal scene splits into class substances.
GM-02,causa-sui,bounds,intrinsic-extrinsic,,,50,,Spinoza's substance as 'cause of itself' = humanist limit on intrinsic dignity.
GM-02,intrinsic-extrinsic,meta-clarifies,contextual-substance,,,46,,Whenever intrinsic/extrinsic is invoked the paradox of substance is nearby.
GM-02,intrinsic-extrinsic,meta-clarifies,familial-substance,,,50,,Humanist (intrinsic) vs. supernaturalist (derived) — recasts familial-substance.
GM-02,rhetorical-substance,exploits,paradox-of-substance,,,51,,Substantially / essentially / in-principle are working rhetorical deployments.
GM-02,two-points-of-departure,defines,departure-substance,,,53,,Consistent (therefore) vs. compensatory (however) directions of departure.
GM-02,consubstantial-epithet,defines,consubstantial-substance,,,57,,Friend/brother proclaims consubstantiality; bastard attacks familial authorship.
GM-02,centrality-substance,synopsizes,dialectic-substance,,,55,,Closing thesis: substantiation is citable reality; pentad is synopsis-stone.
GM-02,hypokeimenon-and-pono-cluster,lexicalizes,stance-family-vocabulary,,,28,,Hypokeimenon/hypotithēmi/pono extend the philosophical substance-vocabulary.
GM-02,hegel-matter-spirit-formula,instantiates,intrinsic-extrinsic,,,46,,Matter as extrinsic (gravity); Spirit as Bei-sich-selbst-sein; State inverts the poles.
GM-02,korzybski-inside-outside-skin,instantiates,intrinsic-extrinsic,,,47,,Inside/outside the skin renews the paradox under general-semantics auspices.
GM-02,plotinus-negative-theology,instantiates,paradox-of-purity,,,34,,Divine substance reached only by negation of all material attributes.
GM-02,spinoza-paradigm,exemplifies,contextual-substance,,,24,,Pantheistic nature/God = total scene; only totality is in-itself.
GM-02,agon-protagonist-antagonist,exemplifies,dialectic-substance,,,33,,Sharpest instance: protagonist motivated by the nature of the antagonist.
GM-02,actus-status,maps-onto,act-agent-ratio,,,41,,Articulates substance vocabulary with the pentad's Act-Agent ratio.
GM-02,contextual-substance,features-pentad-term,Scene,,,24,,Scenic placement as definition.
GM-02,familial-substance,features-pentad-term,Agent,,,26,,Agent defined by ancestry.
GM-02,directional-substance,features-pentad-term,Purpose,,,31,,Where-are-you-going motive.
GM-02,rhetorical-substance,features-pentad-term,Agency,,,51,,Linguistic means as substance-deployment.
GM-02,universal-monetary-substance,features-pentad-term,Purpose,,,44,,The One God / Gold Standard as overarching teleological motive.
GM-02,class-substance,features-pentad-term,Agent,,,42,,Status as petrified property of agents.
GM-02,consubstantial-substance,forward-anchors,rhetoric-of-motives-1950,,,57,,Identification / consubstantiation apparatus developed in Burke's 1950 volume.
GM-02,aristotle-energeia-dynamis,exegetical-bridge,actus-status,,,41,,Burke's actus/status maps onto Aristotle's act/potency.
GM-02,heidegger-sz-vorhandenheit,anticipatory-bridge,paradox-of-substance,,,21,,Burke's Stance-family etymology converges with SZ's destruction of substance metaphysics.
GM-02,heidegger-bcap-pathos,anticipatory-bridge,tragic-dialectic-substance,,,40,,BCAP on pathos parallels Burke's reading of pati / paschein.
GM-02,uexkull-umwelt,anticipatory-bridge,nutritive-substance,,,30,,Burke's organism/environment merger (Angyal) anticipates Umwelt analytic.
GM-02,calleja-pim-kinesthetic,anticipatory-bridge,directional-substance,,,31,,Kinesthetic involvement = directional substance with embodied actuation.
GM-02,calleja-pim-spatial,anticipatory-bridge,contextual-substance,,,24,,Spatial involvement = contextual substance applied to game-scene.
GM-02,calleja-pim-shared,anticipatory-bridge,consubstantial-substance,,,57,,Shared involvement = consubstantial identification across co-players.
GM-02,calleja-pim-narrative,anticipatory-bridge,tragic-dialectic-substance,,,39,,Narrative involvement = poiēma/pathēma/mathēma applied to game-plot.
GM-02,calleja-pim-ludic,anticipatory-bridge,actus-status,,,41,,Ludic involvement = ongoing act of play vs. achieved status (score/level).
GM-01,C-CONTAIN,defines,C-SCENE-ACT,dramatism,1,3,burke,scene as container of act is the master spatial metaphor of the chapter
GM-01,C-CONTAIN,defines,C-SCENE-AGENT,dramatism,1,3,burke,scene contains the agents under the same container logic
GM-01,C-CONTAIN,defines,C-CONSISTENCY,dramatism,1,3,burke,dramatic consistency: act/agent quality must align with scene quality
GM-01,R-SCENE-ACT,ratio-of,burke-scene,dramatism,1,3,burke,scene-act ratio: first pentad term
GM-01,R-SCENE-ACT,ratio-of,burke-act,dramatism,1,3,burke,scene-act ratio: second pentad term
GM-01,R-SCENE-AGENT,ratio-of,burke-scene,dramatism,1,7,burke,scene-agent ratio: first pentad term
GM-01,R-SCENE-AGENT,ratio-of,burke-agent,dramatism,1,7,burke,scene-agent ratio: second pentad term
GM-01,R-SCENE-AGENCY,ratio-of,burke-scene,dramatism,2,15,burke,scene-agency ratio: first pentad term
GM-01,R-SCENE-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,scene-agency ratio: second pentad term (developed elsewhere in the volume)
GM-01,R-SCENE-PURPOSE,ratio-of,burke-scene,dramatism,2,15,burke,scene-purpose ratio (Burke notes treatment 'elsewhere in the Grammar')
GM-01,R-SCENE-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,second term
GM-01,R-ACT-AGENT,ratio-of,burke-act,dramatism,1,15,burke,act-agent ratio receives special attention in Range section
GM-01,R-ACT-AGENT,ratio-of,burke-agent,dramatism,1,15,burke,second term
GM-01,R-ACT-AGENCY,ratio-of,burke-act,dramatism,2,15,burke,act-agency ratio (passing treatment in this chapter)
GM-01,R-ACT-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,second term
GM-01,R-ACT-PURPOSE,ratio-of,burke-act,dramatism,2,15,burke,act-purpose ratio
GM-01,R-ACT-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,second term
GM-01,R-AGENT-AGENCY,ratio-of,burke-agent,dramatism,2,15,burke,agent-agency ratio
GM-01,R-AGENT-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,second term
GM-01,R-AGENT-PURPOSE,ratio-of,burke-agent,dramatism,2,15,burke,agent-purpose ratio
GM-01,R-AGENT-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,second term
GM-01,R-AGENCY-PURPOSE,ratio-of,burke-agency,dramatism,2,15,burke,agency-purpose ratio (Burke flags treatment 'elsewhere'; developed in GM-07)
GM-01,R-AGENCY-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,second term
GM-01,R-SCENE-ACT,applies-pentad-to,LIT-IBSEN-ENEMY,literary-analysis,1,3,burke,Ibsen Enemy of the People as paradigm worked example of scene-act ratio
GM-01,R-SCENE-ACT,applies-pentad-to,LIT-ONEILL-ELECTRA,literary-analysis,1,5,burke,O'Neill Mourning Becomes Electra (act V close) as scene-act inversion (act produces scene that then commands further action)
GM-01,R-SCENE-ACT,applies-pentad-to,LIT-HAMLET,literary-analysis,2,5,burke,Horatio's speech: natural scene as sufficient motivation for desperate act
GM-01,R-SCENE-AGENT,applies-pentad-to,LIT-CARLYLE,literary-analysis,2,7,burke,Carlyle Heroes and Hero-Worship on Arabs and Arabian country as secular scene-agent
GM-01,R-SCENE-AGENT,applies-pentad-to,LIT-WORDSWORTH,literary-analysis,2,7,burke,Wordsworth 'beauteous evening' sonnet as theological scene-agent ratio
GM-01,R-SCENE-AGENT,applies-pentad-to,LIT-SWIFT-LAPUTANS,literary-analysis,2,9,burke,Swift's Laputans floating island = scene-agent depiction of character
GM-01,R-SCENE-AGENT,applies-pentad-to,LIT-SEURAT,literary-analysis,3,8,burke,Seurat pointillism: agents dissolving into background scene
GM-01,R-SCENE-ACT,instances-in-text,C-MARXIST-OBJSITUATION,political-philosophy,1,13,burke,Marxist 'objective situation' as explicitly motivational scene-act formulation
GM-01,R-SCENE-ACT,instances-in-text,C-MILITARY-MAXIM,operational-discourse,3,12,burke,'terrain determines tactics' as strict localization of scene-act ratio
GM-01,R-SCENE-ACT,instances-in-text,C-MARX-JUSTICE,political-philosophy,1,13,burke,Marx: justice cannot rise superior to economic conditions; cited via Lenin State and Revolution
GM-01,R-SCENE-ACT,instances-in-text,C-COLERIDGE-PANTI,political-philosophy,2,14,burke,Coleridge's Pantisocracy: arrange scene to 'make virtue inevitable'
GM-01,R-SCENE-AGENT,instances-in-text,C-19C-DIALECTIC,intellectual-history,1,9,burke,nineteenth-century thought characteristically pairs people and things; Einklang zwischen Innen- und Aussenwelt
GM-01,R-SCENE-AGENT,instances-in-text,C-NATURALIST-NOVEL,literary-criticism,2,9,burke,scene-agent ratio embarrasses humanitarian naturalist novelist: brutalizing scene -> brutalized characters not worth saving
GM-01,R-ACT-AGENT,instances-in-text,C-PRESIDENCY-EXAMPLE,political-philosophy,2,16,burke,'tremendously sobering influence of the Presidency on any man' as act-agent (office shapes occupant)
GM-01,R-ACT-AGENT,instances-in-text,C-DEMOCRACY-EXAMPLE,political-philosophy,1,17,burke,democracy-by-act-agent (democratic people perform democratic acts) vs. democracy-by-scene-act (democratic situations)
GM-01,R-ACT-AGENT,instances-in-text,C-RUSSIAN-PATRIOT,political-rhetoric,1,16,burke,Russian resistance: act-agent ratio (Russian traits) elides socialism; act-agent vs. scene-act as deflection device
GM-01,R-SCENE-AGENT,instances-in-text,C-PRISONERS-SITUATION,political-rhetoric,2,13,burke,deterministic usage: politicians as 'prisoners of the situation'
GM-01,C-CONTAIN,defines,C-RATIO-AS-PRINCIPLE-DETERMINATION,dramatism,1,15,burke,ratios are 'principles of determination' (Burke's own phrase)
GM-01,C-RATIO-AS-PRINCIPLE-DETERMINATION,extends,C-RATIO-AS-PRINCIPLE-SELECTIVITY,dramatism,1,18,burke,ratios may be interpreted as principles of selectivity rather than thoroughgoing causal relationships
GM-01,C-CONTAIN,extends,C-CIRCULAR-RATIOS,dramatism,1,19,burke,circular possibility: agent acts in keeping with nature -> changes scene -> establishes unity (Edenic paradigm of total acts)
GM-01,C-CONTAIN,extends,C-TOTAL-ACT,dramatism,1,19,burke,total acts (theological creation/re-creation) produce total transformations; Aeschylus Oresteia Erinyes->Eumenides as instance
GM-01,R-SCENE-ACT,instances-in-text,C-OBJECTIVE-AMBIGUITY,dramatism,2,7,burke,stage-set contains action ambiguously; ambiguity converts to articulacy across the play
GM-01,C-CONTAIN,extends,C-REVERSE-APPLICATION,dramatism,1,9,burke,ratios reverse: act/agent in keeping with scene OR scene in keeping with act/agent (Lavinia's command creates scene that then commands her)
GM-01,C-CONTAIN,extends,C-ATTITUDE-INCIPIENT-ACT,dramatism,2,19,burke,attitude flagged as incipient act/state of mind; foreshadows sixth-pentad-term work in Rhetoric of Motives
GM-01,C-CONTAIN,extends,C-ACTUS-STATUS,dramatism,2,20,burke,actus/status dialectic flagged for development in GM-02 Antinomies
GM-01,P-CONTAINER-LOGIC,critique-target,C-BEHAVIORIST-METAPHYSICS,philosophy-of-action,1,9,burke,behaviorism reduces action to motion (truncates drama); contra-Burke critique
GM-01,P-RATIOS-GENERATIVE,critique-target,C-FUN-ESSENTIALISM,dramatism,2,18,reasoned-extension,ratios-as-engine vs. essence-of-act readings (parallel structure to PIM/fun critique)
GM-01,R-SCENE-ACT,maps-to-pim-dimension,calleja-spatial-ludic,game-studies,1,3,anticipatory-projection (dissertation),scene-act ratio <-> spatial-ludic crosswalk
GM-01,R-SCENE-AGENT,maps-to-pim-dimension,calleja-spatial-kinesthetic,game-studies,1,7,anticipatory-projection (dissertation),scene-agent ratio <-> spatial-kinesthetic crosswalk
GM-01,R-ACT-AGENT,maps-to-pim-dimension,calleja-ludic-shared,game-studies,2,15,anticipatory-projection (dissertation),act-agent ratio <-> ludic-shared crosswalk
GM-01,R-AGENT-AGENCY,maps-to-pim-dimension,calleja-shared-kinesthetic,game-studies,2,15,anticipatory-projection (dissertation),agent-agency ratio <-> shared-kinesthetic crosswalk
GM-01,R-AGENCY-PURPOSE,maps-to-pim-dimension,calleja-kinesthetic-ludic,game-studies,2,15,anticipatory-projection (dissertation),agency-purpose ratio <-> kinesthetic-ludic crosswalk
GM-01,C-CONTAIN,bridges-to-pipeline,uexkull-foray,biosemiotics,2,3,anticipatory-projection (dissertation),scene-as-container parallels Uexkull's Umwelt as subjectively-constituted bounded environment
GM-01,C-CONTAIN,bridges-to-pipeline,heidegger-bcap,phenomenology,2,3,anticipatory-projection (dissertation),scene-act container logic <-> In-der-Welt-sein
GM-01,R-ACT-AGENT,bridges-to-pipeline,aristotle-corpus,realism,1,15,anticipatory-projection (dissertation),act-agent temporal/sequential character anticipates Burke GM-06 exegetical Aristotle bridge
GM-01,C-CONTAIN,bridges-to-pipeline,dalton-dissertation,dissertation-instrument,1,3,dissertation-instrument,the ten-ratio engine is the dissertation's analytical apparatus for game-motive ascription
GM-09,C-DIALECTIC-GENERAL,supersedes,burke-dramatistic,dialectic,1,402,burke,dialectic in general is broader than dramatistic; admits non-dramatistic idioms
GM-09,C-TRANSFORMATION-OF-TERMS,master-apparatus-of,GM-09-DIALECTIC-GEN,dialectic,1,402,burke,master apparatus organizing the chapter
GM-09,C-LINGUISTIC-TRANSFORMATION,divides-into,C-TRANSFORMATION-OF-TERMS,dialectic,2,402,burke,general study vs particular instances split
GM-09,TV-MERGER-AND-DIVISION,fundamental-operations-of,C-DIALECTIC-GENERAL,dialectic,1,403,burke,the two basic dialectical operations
GM-09,C-MERGER,sourced-from,plato-phaedrus,dialectic,1,403,burke,comprehension of scattered particulars in one idea
GM-09,C-DIVISION,sourced-from,plato-phaedrus,dialectic,1,403,burke,carving an idea at the joints
GM-09,C-THIRD-TERM,generated-by-tension-in,TV-MERGER-AND-DIVISION,dialectic,1,405,burke,every merger-division pair pressures toward a pontificating third
GM-09,C-THIRD-TERM,instanced-by,kant-continuity,dialectic,2,404,burke,Kant's third Transcendental Dialectic principle
GM-09,C-THIRD-TERM,instanced-by,bell-mathematical-third,dialectic,2,405,burke,Eric T Bell's neither-continuous-nor-discrete pigment
GM-09,C-THIRD-TERM,instanced-by,coleridge-polarity,dialectic,2,412,burke,Coleridge's polarity-synthesis-indifference vocabulary
GM-09,C-PARADOX-OF-SUBSTANCE,recapitulates-from,GM-02-ANTINOMIES,dialectic,1,405,burke,paradox of substance recast as dialectical staple
GM-09,C-PARADOX-OF-SUBSTANCE,instances,TV-MERGER-AND-DIVISION,dialectic,1,405,burke,offspring substantially one yet apart — merger and division on same term
GM-09,TV-DIALECTIC-OF-SCAPEGOAT,first-class-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,406,burke,three-step ritual: merger-division-new-merger
GM-09,C-SCAPEGOAT,scapegoat-as,burke-agent,pentad,1,406,burke,scapegoat IS the agent who carries collective motives
GM-09,C-SCAPEGOAT-VICAR,consubstantial-with,C-SCAPEGOAT,dialectic,1,406,burke,charismatic vicar profoundly consubstantial with persecutors
GM-09,TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-MERGER,dialectic,1,406,burke,step 1: original merger of iniquities
GM-09,TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-DIVISION,dialectic,1,406,burke,step 2: ritualistic alienation onto vessel
GM-09,TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-MERGER,dialectic,1,406,burke,step 3: new merger of the purified
GM-09,C-SCAPEGOAT-CHRISTIAN,instances,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,407,burke,Christian atonement as complex paradigm
GM-09,C-SCAPEGOAT-CHRISTIAN,negative-example,hitlerite-anti-semitism,dialectic,1,407,burke,scapegoat as essence of evil; bad-parent figure
GM-09,C-HONOR-FRUSTRATED,explains,nazi-self-destruction,dialectic,2,408,burke,when division is frustrated motives of self-destruction emerge
GM-09,TV-PER-GENUS-ET-DIFFERENTIAM,first-class-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,408,burke,genus = merger; differentiam = division
GM-09,TV-PER-GENUS-ET-DIFFERENTIAM,sourced-from,aristotle,dialectic,1,410,burke,man = rational animal — genus animal + differentia rational
GM-09,C-HAECCEITAS,third-stage-of,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,2,409,burke,Scotist thisness as merger of generic + specific + individual
GM-09,C-GENERIC-VS-SPECIFIC-MAN,diagnoses,modern-technological-essence,dialectic,1,410,burke,money-maker and tool-user as smuggled specific essences
GM-09,C-SYNUSIA,instances,TV-MERGER-AND-DIVISION,dialectic,2,411,burke,Neurath's bio-ecological cohesion
GM-09,C-POLARITY,formal-vocabulary-of,TV-MERGER-AND-DIVISION,dialectic,1,412,burke,Coleridge: identity-duality-polarity-synthesis-indifference-predominance
GM-09,C-SUBSTITUTION,variant-of,C-POLARITY,dialectic,2,413,burke,Spinozist God-nature dropping; Augustine on evil as deficient good
GM-09,C-INTER-RES-HETEROGENEAS,formal-condition-of,TV-MERGER-AND-DIVISION,dialectic,2,414,burke,Coleridge: rivals as opposite banks of the same stream
GM-09,C-SYNONYMIZE-DESYNONYMIZE,strategic-choice-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,414,burke,initial choice to merge or divide has anticipatory effect
GM-09,C-INSOFERN,Socratic-dialectical-resource,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,1,415,burke,Hegelian Insofern / Spinozist quatenus divides what is empirically indivisible
GM-09,C-CLASSIFICATION-IS-DIALECTICAL,instances,TV-MERGER-AND-DIVISION,dialectic,1,417,burke,classification founded on similarity (merger) and difference (division)
GM-09,TV-MIND-BODY-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,418,burke,mind-body pair as antithetical merger-division resource
GM-09,TV-MIND-BODY-PAIR,linked-to,burke-scene,pentad,1,419,burke,body-as-scene; mind-as-agent — underwrites scene-agent ratio
GM-09,TV-BEING-NOTHING-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,essence-existence as most prevalent form
GM-09,TV-BEING-NOTHING-PAIR,enables,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,419,burke,essence-existence convertibility is the engine of temporizing
GM-09,TV-ACTION-PASSION-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,peace-war love-hate cooperation-competition variants
GM-09,TV-ACTION-PASSION-PAIR,derives,C-ACTUS-STATUS,dialectic,1,420,burke,actus + status (Stance-family + Power-family)
GM-09,C-ACTUS-STATUS,links-to,GM-02-ANTINOMIES,dialectic,1,420,burke,recovers substance vocabulary developed in GM-02
GM-09,C-ACTUS-STATUS,links-to,GM-08-CONSTITUTIONS,dialectic,1,420,burke,enactments survive as constitutions — direct GM-08 bridge
GM-09,TV-DISTINCTION-BECOMES-CONTRAST,engine-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,420,burke,synecdochic part becomes divisive with respect to whole
GM-09,TV-DISTINCTION-BECOMES-CONTRAST,historical-example,feudal-to-bourgeois,dialectic,2,420,burke,nobility from representative to antithetical of trade society
GM-09,TV-SOCRATIC-TRANSCENDENCE,upward-move-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,421,burke,new motive discovered en route; start reinterpreted from end
GM-09,TV-SOCRATIC-TRANSCENDENCE,read-from-within-not-without,jowett-reading,dialectic,1,422,burke,Burke's central correction of Jowett
GM-09,C-PHAEDRUS-STAGES,worked-case-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,423,burke,five-level reading: Lysias - Socrates 1 - Socrates 2 - formal appreciation - spoken word
GM-09,C-FEAST-OF-DISCOURSE,bodily-discursive-juncture,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,424,burke,food-love-hunger cluster at the roots of purpose
GM-09,C-VERBAL-INSEMINATION,modern-echo,yeats-annunciation,dialectic,2,425,burke,Mary's conception through-the-hollow-of-an-ear
GM-09,C-CORRUPTOR-OF-YOUTH,transcendental-reading,C-SOCRATES-AS-SCAPEGOAT,dialectic,1,427,burke,corruption = transcendence of tribal-biological order
GM-09,C-SOCRATES-AS-SCAPEGOAT,joins,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,427,burke,principal interlock: scapegoat operating on theorist of transcendence
GM-09,C-SOCRATES-AS-SCAPEGOAT,joins,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,Socrates dies that Plato and Aristotle might live
GM-09,C-PHAEDRUS-REPUBLIC-LAWS-SERIES,worked-historical-series,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,427,burke,dissolution -> idealistic reclamation -> Benthamite legislation
GM-09,C-MATHEMATICS-AS-DIALECTIC,instances,TV-SOCRATIC-TRANSCENDENCE,dialectic,2,429,burke,Platonist movement from imagery to imagery-transcendence
GM-09,C-TITLE-OF-TITLES,limit-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,429,burke,perfect god-term; Faraday's unified-energy formula
GM-09,C-TITLE-OF-TITLES,objected-to-by,galileo-rebuke,dialectic,2,430,burke,explaining everything explains nothing
GM-09,TV-TEMPORIZING-OF-ESSENCE,KEY-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,430,burke,pun on sequence: logical prior expressible as temporal prior
GM-09,TV-TEMPORIZING-OF-ESSENCE,convertibility,historicist-essentialist,dialectic,1,430,burke,historicist and essentialist vocabularies mutually convertible
GM-09,C-GROWING-OUT-OF,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,431,burke,Neurath's derived-from satisfies both temporalist and essentialist
GM-09,C-PRIMAL-HORDE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,431,burke,Freud's historicist vocabulary forced by Darwinism; underlying claim essential
GM-09,C-MENO-INNATE-KNOWLEDGE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,432,burke,Plato's recollection-doctrine as storial way of stating essential knowledge
GM-09,C-ORIGINAL-SIN-CONVERTIBLE,instances,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,432,burke,historical-legendary translates to essential-sin
GM-09,C-PEER-GYNT-AS-TIME-ESSENCE,worked-case-of,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,433,burke,Peer's search for true self as going-back to maternal origin
GM-09,C-PEER-GYNT-AS-TIME-ESSENCE,christ-child-pattern,C-SCAPEGOAT,dialectic,2,434,burke,Peer ends as Christ-child via Solveig as Virgin Mother
GM-09,C-INSOFAR-TEMPORIZING,rhetorical-level,TV-TEMPORIZING-OF-ESSENCE,dialectic,2,439,burke,categorical convictions function as day-by-day alliances
GM-09,TV-DISSOLUTION-OF-DRAMA,limit-condition-of,burke-dramatism,dialectic,1,440,burke,dramatism contains point at which it abolishes itself
GM-09,TV-DISSOLUTION-OF-DRAMA,four-paths,C-DISSOLUTION-OF-DRAMA,dialectic,1,441,burke,act-to-lyric / action-to-motion / philosophies-of-dramatism / super-drama
GM-09,C-DRAMATISM-ABOLISHES-ITSELF,paradox-of,burke-pentad,pentad,1,441,burke,principles of development cannot themselves develop
GM-09,C-NEO-LIBERAL-IDEAL,closing-attitude-of,burke-grammar,dialectic,1,441,burke,linguistic skepticism = linguistic appreciation
GM-09,C-PURIFICATION-OF-WAR,ethical-purpose-of,burke-grammar,dialectic,1,442,burke,overarching aim: tolerance via speculation
GM-09,C-NEO-LIBERAL-IDEAL,tempered-between,dissipation-and-fanaticism,dialectic,1,442,burke,avoiding local opportunism and one-terminology imperialism
GM-09,C-ATTITUDE-AS-SIXTH-TERM,addendum-extends,burke-pentad,pentad,1,443,burke,1962 addendum: scene-attitude ratio and agent-attitude ratio
GM-09,C-ATTITUDE-AS-SIXTH-TERM,forward-anchor,burke-rhetoric-of-motives,pentad,1,443,burke,explicit forward-anchor to Rhetoric of Motives
GM-09,C-RATIO-ORDER-MATTERS,addendum-clarifies,burke-ratios,pentad,1,443,burke,scene-act vs act-scene by order of terms
GM-09,C-RATIOS-AS-ANALOGIES,addendum-defines,burke-ratios,pentad,1,444,burke,nature of act is implicit / analogously present in nature of scene
GM-09,GM-09-DIALECTIC-GEN,exegetical-bridge-to,aristotle-complete-works,cross-pipeline,1,410,burke,direct citation of Aristotle's per-genus-et-differentiam definition
GM-09,GM-09-DIALECTIC-GEN,anticipatory-bridge-to,calleja-in-game,cross-pipeline,2,403,burke,incorporation-as-merger; Calleja=0 Burke and Burke=0 Calleja
GM-09,GM-09-DIALECTIC-GEN,anticipatory-bridge-to,heidegger-bcap,cross-pipeline,2,430,burke,temporizing of essence parallel to Heideggerian Gewesenheit (parallel-discovery)
GM-09,GM-09-DIALECTIC-GEN,anticipatory-bridge-to,uexkull-foray,cross-pipeline,3,411,burke,Neurath synusia as closest in-text approach to Umwelt
GM-09,GM-09-DIALECTIC-GEN,forward-anchor-to,burke-rhetoric-of-motives,cross-pipeline,1,443,burke,Attitude addendum + identification implicit in scapegoat subsection
GM-00,C-DRAMATISM,defines,C-PENTAD,dramatism,1,15,burke-own-claim,pentad as generating-principle of the dramatistic method
GM-00,C-PENTAD,defines,C-ACT,dramatism,1,15,burke-own-claim,Act named as one of five key terms
GM-00,C-PENTAD,defines,C-SCENE,dramatism,1,15,burke-own-claim,Scene named as one of five key terms
GM-00,C-PENTAD,defines,C-AGENT,dramatism,1,15,burke-own-claim,Agent named as one of five key terms
GM-00,C-PENTAD,defines,C-AGENCY,dramatism,1,15,burke-own-claim,Agency named as one of five key terms
GM-00,C-PENTAD,defines,C-PURPOSE,dramatism,1,15,burke-own-claim,Purpose named as one of five key terms
GM-00,C-ACT,glosses-question,Q-WHAT-WAS-DONE,dramatism,1,15,burke-own-claim,Act answers 'what was done?'
GM-00,C-SCENE,glosses-question,Q-WHEN-WHERE,dramatism,1,15,burke-own-claim,Scene answers 'when or where was it done?'
GM-00,C-AGENT,glosses-question,Q-WHO,dramatism,1,15,burke-own-claim,Agent answers 'who did it?'
GM-00,C-AGENCY,glosses-question,Q-HOW,dramatism,1,15,burke-own-claim,Agency answers 'how he did it?'
GM-00,C-PURPOSE,glosses-question,Q-WHY,dramatism,1,15,burke-own-claim,Purpose answers 'why?'
GM-00,C-AGENT,defines,C-CO-AGENT,dramatism,2,19,burke-own-claim,Agent subdivides into co-agents (friends)
GM-00,C-AGENT,defines,C-COUNTER-AGENT,dramatism,2,19,burke-own-claim,Agent subdivides into counter-agents (enemies)
GM-00,C-DRAMATISM,defines,C-GRAMMAR-OF-MOTIVES,dramatism,1,16,burke-own-claim,Grammar of motives = concern with terms alone
GM-00,C-GRAMMAR-OF-MOTIVES,contests,C-PHILOSOPHIC-IDIOM,philosophy-of-history-of-philosophy,1,17,burke-own-claim,Grammar/idiom is the two-level signature distinction
GM-00,C-PHILOSOPHIC-IDIOM,instances-in-text,C-SCENE,philosophy-of-history-of-philosophy,1,17,burke-own-claim,God/nature/environment/history/means-of-production as substitutions for Scene
