source_id,relation,target_id,domain,centrality_tier,book_pages,provenance,source_units,notes,resolution_status
World-Historical-Hero,exemplifies,agent-close-to-spirit,,,204,exegetical,GM-05,Alexander/Caesar/Napoleon as agents proximate to fountainhead of Spirit,heuristic-pending-3A
Communist-Manifesto,functions-as,constitution,,,204,exegetical,GM-05,Soundly constitutive: grounds politics in statements about universal scene-narrowed-to-naturalistic-limits,heuristic-pending-3A
actus,grounds,status,,,211,exegetical,GM-05,Burke's GM-02 substance-vocabulary imported into Marxist reconstruction,heuristic-pending-3A
adequate-idea,equals,active-idea,,,211,exegetical,GM-05,Spinozist-translated criterion: idea active insofar as accurately names malign/benign properties,heuristic-pending-3A
inadequate-idea,yields,social-passion,,,211,exegetical,GM-05,Class-level analogue of Spinozist confused-idea/passion pair,heuristic-pending-3A
Santayana,parallels,Marxism-as-idealistic-materialist,,,215,exegetical,GM-05,Materialism grown antithetically from German transcendentalism; agent-featuring core preserved,heuristic-pending-3A
essence,is-eternal-possibility,Santayanan-realm,,,219,exegetical,GM-05,Indelible background; infinity of essences only fraction embodied in existence,heuristic-pending-3A
Avicebron-scribe-script-scroll,maps-to,scene-act-agent,,,220,exegetical,GM-05,Scene=matter (scroll); act=form (script); agent=will (scribe),heuristic-pending-3A
imagination-cult,inherits-scientism-from,Kantian-idealism,,,224,exegetical,GM-05,Stevens via Coleridge from Kant; ironic anti-science position inherits scientist patterning,heuristic-pending-3A
Stevens-imagination-cluster,exhibits,idealist-agent-vocabulary,,,224,exegetical,GM-05,Personality + indirect egotism + nervous sensitiveness + sensation + temperament cluster,heuristic-pending-3A
Agent,maps-anticipatorily-to,Aristotelian-psuche,,,171,anticipatory-projection,GM-05,Bridge to Aristotle Complete Works + Phantasia Cluster indices; Burke does not himself anchor here,heuristic-pending-3A
Agent,maps-anticipatorily-to,Heideggerian-Dasein,,,171,anticipatory-projection,GM-05,Bridge to Heidegger BCAP + Being and Time; Burke 1945 predates English-language Heidegger reception,heuristic-pending-3A
Agent,maps-anticipatorily-to,Calleja-Shared-plus-avatar,,,171,anticipatory-projection,GM-05,Bidirectional Burke-Calleja cross-map; who-is-acting question + avatar/character/player axis,heuristic-pending-3A
Agent,maps-anticipatorily-to,Uexkull-subject-of-functional-circle,,,171,anticipatory-projection,GM-05,Innenwelt as inner-world bearer of Merken/Wirken loop; risk-flag forcing the parallel,heuristic-pending-3A
Agent,forward-references,RoM-Attitude-and-consubstantiation,,,171,anticipatory-projection,GM-05,Pending-future-rhetoric-of-motives-pipeline; 6th term + identification mechanism,heuristic-pending-3A
stance-family-vocabulary,grounds,paradox-of-substance,,,21,,GM-02,The *sthā- Stance family is the etymological substrate from which the master paradox is derived.,heuristic-pending-3A
sub-stance-etymology,exemplifies,paradox-of-substance,,,22,,GM-02,"Sub-stance literally = standing-under; thus etymologically extrinsic, conventionally intrinsic.",heuristic-pending-3A
lockean-impairment,motivates,paradox-of-substance,,,21,,GM-02,Locke's 'something I know not what' exposes the structural irony but does not eliminate it.,heuristic-pending-3A
definition-as-boundary-marking,defines,contextual-substance,,,24,,GM-02,De-finire to mark boundaries — definition requires contextual reference.,heuristic-pending-3A
contextual-substance,specializes-as,geometric-substance,,,29,,GM-02,Geometric substance is contextual substance with Euclidean / logical necessity.,heuristic-pending-3A
omnis-determinatio-est-negatio,formalizes,contextual-substance,,,25,,GM-02,Spinoza's slogan: all determination is negation.,heuristic-pending-3A
kath-auto,informs,contextual-substance,,,25,,GM-02,Aristotelian 'in itself' criterion that Spinoza inherits and radicalizes.,heuristic-pending-3A
universals-ante-in-post-rem,refracts,familial-substance,,,27,,GM-02,Mediaeval debate read as tribal-substance variants (realist/Aristotelian/nominalist).,heuristic-pending-3A
entelechy,informs,familial-substance,,,27,,GM-02,Individual as potentiality-for-being-fully-of-the-class.,heuristic-pending-3A
general-generic-genetic-genitive,lexicalizes,familial-substance,,,28,,GM-02,Cluster marking biological-familial to logical-classificatory gradient.,heuristic-pending-3A
transubstantiation-biology,defines,nutritive-substance,,,30,,GM-02,Eating as transubstantiation; Angyal's biosphere; organism/environment merge.,heuristic-pending-3A
second-nature-of-language,grounds,dialectic-substance,,,33,,GM-02,Cultural-linguistic accretions become 'second nature' intrinsic to agents as agents.,heuristic-pending-3A
dialectic-substance,subsumes,contextual-substance,,,33,,GM-02,Dialectic substance is the over-all dramatistic super-category.,heuristic-pending-3A
dialectic-substance,subsumes,familial-substance,,,33,,GM-02,,heuristic-pending-3A
dialectic-substance,subsumes,directional-substance,,,33,,GM-02,,heuristic-pending-3A
dialectic-substance,subsumes,geometric-substance,,,33,,GM-02,,heuristic-pending-3A
paradox-of-purity,specializes-as,divisive-substance,,,37,,GM-02,Divisive substance = paradox of purity applied to collective vs. individual motives.,heuristic-pending-3A
withinness-of-withinness,instantiates,paradox-of-purity,,,36,,GM-02,Marvell / Melville / Parker Tyler — atop-the-atop and witheriness-of-withinness.,heuristic-pending-3A
ta-pathemata-mathemata,defines,tragic-dialectic-substance,,,39,,GM-02,Burke's three-term reading: poiēma / pathēma / mathēma.,heuristic-pending-3A
intelligere-est-pati,exemplifies,tragic-dialectic-substance,,,40,,GM-02,Scholastic formula: 'to understand is to be affected by.',heuristic-pending-3A
tragic-dialectic-substance,reduces-to,actus-status,,,41,,GM-02,Reducing the triad to a dyad: act vs. state.,heuristic-pending-3A
actus-status-pair,defines,actus-status,,,41,,GM-02,The load-bearing dyad: motion/rest; drama/lyric; faith/knowledge.,heuristic-pending-3A
philological-drift-of-arete,instantiates,actus-status,,,42,,GM-02,Aretē/virtus from Ares (active prowess) → potentiality → state of mind → negation.,heuristic-pending-3A
actus-status,anchors,class-substance,,,42,,GM-02,Occupational acts develop properties; properties harden into status.,heuristic-pending-3A
universal-monetary-substance,parallels,class-substance,,,44,,GM-02,Marxist factory situation: universal scene splits into class substances.,heuristic-pending-3A
causa-sui,bounds,intrinsic-extrinsic,,,50,,GM-02,Spinoza's substance as 'cause of itself' = humanist limit on intrinsic dignity.,heuristic-pending-3A
intrinsic-extrinsic,meta-clarifies,contextual-substance,,,46,,GM-02,Whenever intrinsic/extrinsic is invoked the paradox of substance is nearby.,heuristic-pending-3A
intrinsic-extrinsic,meta-clarifies,familial-substance,,,50,,GM-02,Humanist (intrinsic) vs. supernaturalist (derived) — recasts familial-substance.,heuristic-pending-3A
rhetorical-substance,exploits,paradox-of-substance,,,51,,GM-02,Substantially / essentially / in-principle are working rhetorical deployments.,heuristic-pending-3A
two-points-of-departure,defines,departure-substance,,,53,,GM-02,Consistent (therefore) vs. compensatory (however) directions of departure.,heuristic-pending-3A
consubstantial-epithet,defines,consubstantial-substance,,,57,,GM-02,Friend/brother proclaims consubstantiality; bastard attacks familial authorship.,heuristic-pending-3A
centrality-substance,synopsizes,dialectic-substance,,,55,,GM-02,Closing thesis: substantiation is citable reality; pentad is synopsis-stone.,heuristic-pending-3A
hypokeimenon-and-pono-cluster,lexicalizes,stance-family-vocabulary,,,28,,GM-02,Hypokeimenon/hypotithēmi/pono extend the philosophical substance-vocabulary.,heuristic-pending-3A
hegel-matter-spirit-formula,instantiates,intrinsic-extrinsic,,,46,,GM-02,Matter as extrinsic (gravity); Spirit as Bei-sich-selbst-sein; State inverts the poles.,heuristic-pending-3A
korzybski-inside-outside-skin,instantiates,intrinsic-extrinsic,,,47,,GM-02,Inside/outside the skin renews the paradox under general-semantics auspices.,heuristic-pending-3A
plotinus-negative-theology,instantiates,paradox-of-purity,,,34,,GM-02,Divine substance reached only by negation of all material attributes.,heuristic-pending-3A
spinoza-paradigm,exemplifies,contextual-substance,,,24,,GM-02,Pantheistic nature/God = total scene; only totality is in-itself.,heuristic-pending-3A
agon-protagonist-antagonist,exemplifies,dialectic-substance,,,33,,GM-02,Sharpest instance: protagonist motivated by the nature of the antagonist.,heuristic-pending-3A
actus-status,maps-onto,act-agent-ratio,,,41,,GM-02,Articulates substance vocabulary with the pentad's Act-Agent ratio.,heuristic-pending-3A
contextual-substance,features-pentad-term,Scene,,,24,,GM-02,Scenic placement as definition.,heuristic-pending-3A
familial-substance,features-pentad-term,Agent,,,26,,GM-02,Agent defined by ancestry.,heuristic-pending-3A
directional-substance,features-pentad-term,Purpose,,,31,,GM-02,Where-are-you-going motive.,heuristic-pending-3A
rhetorical-substance,features-pentad-term,Agency,,,51,,GM-02,Linguistic means as substance-deployment.,heuristic-pending-3A
universal-monetary-substance,features-pentad-term,Purpose,,,44,,GM-02,The One God / Gold Standard as overarching teleological motive.,heuristic-pending-3A
class-substance,features-pentad-term,Agent,,,42,,GM-02,Status as petrified property of agents.,heuristic-pending-3A
consubstantial-substance,forward-anchors,rhetoric-of-motives-1950,,,57,,GM-02,Identification / consubstantiation apparatus developed in Burke's 1950 volume.,heuristic-pending-3A
aristotle-energeia-dynamis,exegetical-bridge,actus-status,,,41,,GM-02,Burke's actus/status maps onto Aristotle's act/potency.,heuristic-pending-3A
heidegger-sz-vorhandenheit,anticipatory-bridge,paradox-of-substance,,,21,,GM-02,Burke's Stance-family etymology converges with SZ's destruction of substance metaphysics.,heuristic-pending-3A
heidegger-bcap-pathos,anticipatory-bridge,tragic-dialectic-substance,,,40,,GM-02,BCAP on pathos parallels Burke's reading of pati / paschein.,heuristic-pending-3A
uexkull-umwelt,anticipatory-bridge,nutritive-substance,,,30,,GM-02,Burke's organism/environment merger (Angyal) anticipates Umwelt analytic.,heuristic-pending-3A
calleja-pim-kinesthetic,anticipatory-bridge,directional-substance,,,31,,GM-02,Kinesthetic involvement = directional substance with embodied actuation.,heuristic-pending-3A
calleja-pim-spatial,anticipatory-bridge,contextual-substance,,,24,,GM-02,Spatial involvement = contextual substance applied to game-scene.,heuristic-pending-3A
calleja-pim-shared,anticipatory-bridge,consubstantial-substance,,,57,,GM-02,Shared involvement = consubstantial identification across co-players.,heuristic-pending-3A
calleja-pim-narrative,anticipatory-bridge,tragic-dialectic-substance,,,39,,GM-02,Narrative involvement = poiēma/pathēma/mathēma applied to game-plot.,heuristic-pending-3A
calleja-pim-ludic,anticipatory-bridge,actus-status,,,41,,GM-02,Ludic involvement = ongoing act of play vs. achieved status (score/level).,heuristic-pending-3A
C-CONTAIN,defines,C-SCENE-ACT,dramatism,1,3,burke,GM-01,scene as container of act is the master spatial metaphor of the chapter,heuristic-pending-3A
C-CONTAIN,defines,C-SCENE-AGENT,dramatism,1,3,burke,GM-01,scene contains the agents under the same container logic,heuristic-pending-3A
C-CONTAIN,defines,C-CONSISTENCY,dramatism,1,3,burke,GM-01,dramatic consistency: act/agent quality must align with scene quality,heuristic-pending-3A
R-SCENE-ACT,ratio-of,burke-scene,dramatism,1,3,burke,GM-01,scene-act ratio: first pentad term,heuristic-pending-3A
R-SCENE-ACT,ratio-of,burke-act,dramatism,1,3,burke,GM-01,scene-act ratio: second pentad term,heuristic-pending-3A
R-SCENE-AGENT,ratio-of,burke-scene,dramatism,1,7,burke,GM-01,scene-agent ratio: first pentad term,heuristic-pending-3A
R-SCENE-AGENT,ratio-of,burke-agent,dramatism,1,7,burke,GM-01,scene-agent ratio: second pentad term,heuristic-pending-3A
R-SCENE-AGENCY,ratio-of,burke-scene,dramatism,2,15,burke,GM-01,scene-agency ratio: first pentad term,heuristic-pending-3A
R-SCENE-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,GM-01,scene-agency ratio: second pentad term (developed elsewhere in the volume),heuristic-pending-3A
R-SCENE-PURPOSE,ratio-of,burke-scene,dramatism,2,15,burke,GM-01,scene-purpose ratio (Burke notes treatment 'elsewhere in the Grammar'),heuristic-pending-3A
R-SCENE-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-ACT-AGENT,ratio-of,burke-act,dramatism,1,15,burke,GM-01,act-agent ratio receives special attention in Range section,heuristic-pending-3A
R-ACT-AGENT,ratio-of,burke-agent,dramatism,1,15,burke,GM-01,second term,heuristic-pending-3A
R-ACT-AGENCY,ratio-of,burke-act,dramatism,2,15,burke,GM-01,act-agency ratio (passing treatment in this chapter),heuristic-pending-3A
R-ACT-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-ACT-PURPOSE,ratio-of,burke-act,dramatism,2,15,burke,GM-01,act-purpose ratio,heuristic-pending-3A
R-ACT-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-AGENT-AGENCY,ratio-of,burke-agent,dramatism,2,15,burke,GM-01,agent-agency ratio,heuristic-pending-3A
R-AGENT-AGENCY,ratio-of,burke-agency,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-AGENT-PURPOSE,ratio-of,burke-agent,dramatism,2,15,burke,GM-01,agent-purpose ratio,heuristic-pending-3A
R-AGENT-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-AGENCY-PURPOSE,ratio-of,burke-agency,dramatism,2,15,burke,GM-01,agency-purpose ratio (Burke flags treatment 'elsewhere'; developed in GM-07),heuristic-pending-3A
R-AGENCY-PURPOSE,ratio-of,burke-purpose,dramatism,2,15,burke,GM-01,second term,heuristic-pending-3A
R-SCENE-ACT,applies-pentad-to,LIT-IBSEN-ENEMY,literary-analysis,1,3,burke,GM-01,Ibsen Enemy of the People as paradigm worked example of scene-act ratio,heuristic-pending-3A
R-SCENE-ACT,applies-pentad-to,LIT-ONEILL-ELECTRA,literary-analysis,1,5,burke,GM-01,O'Neill Mourning Becomes Electra (act V close) as scene-act inversion (act produces scene that then commands further action),heuristic-pending-3A
R-SCENE-ACT,applies-pentad-to,LIT-HAMLET,literary-analysis,2,5,burke,GM-01,Horatio's speech: natural scene as sufficient motivation for desperate act,heuristic-pending-3A
R-SCENE-AGENT,applies-pentad-to,LIT-CARLYLE,literary-analysis,2,7,burke,GM-01,Carlyle Heroes and Hero-Worship on Arabs and Arabian country as secular scene-agent,heuristic-pending-3A
R-SCENE-AGENT,applies-pentad-to,LIT-WORDSWORTH,literary-analysis,2,7,burke,GM-01,Wordsworth 'beauteous evening' sonnet as theological scene-agent ratio,heuristic-pending-3A
R-SCENE-AGENT,applies-pentad-to,LIT-SWIFT-LAPUTANS,literary-analysis,2,9,burke,GM-01,Swift's Laputans floating island = scene-agent depiction of character,heuristic-pending-3A
R-SCENE-AGENT,applies-pentad-to,LIT-SEURAT,literary-analysis,3,8,burke,GM-01,Seurat pointillism: agents dissolving into background scene,heuristic-pending-3A
R-SCENE-ACT,instances-in-text,C-MARXIST-OBJSITUATION,political-philosophy,1,13,burke,GM-01,Marxist 'objective situation' as explicitly motivational scene-act formulation,heuristic-pending-3A
R-SCENE-ACT,instances-in-text,C-MILITARY-MAXIM,operational-discourse,3,12,burke,GM-01,'terrain determines tactics' as strict localization of scene-act ratio,heuristic-pending-3A
R-SCENE-ACT,instances-in-text,C-MARX-JUSTICE,political-philosophy,1,13,burke,GM-01,Marx: justice cannot rise superior to economic conditions; cited via Lenin State and Revolution,heuristic-pending-3A
R-SCENE-ACT,instances-in-text,C-COLERIDGE-PANTI,political-philosophy,2,14,burke,GM-01,Coleridge's Pantisocracy: arrange scene to 'make virtue inevitable',heuristic-pending-3A
R-SCENE-AGENT,instances-in-text,C-19C-DIALECTIC,intellectual-history,1,9,burke,GM-01,nineteenth-century thought characteristically pairs people and things; Einklang zwischen Innen- und Aussenwelt,heuristic-pending-3A
R-SCENE-AGENT,instances-in-text,C-NATURALIST-NOVEL,literary-criticism,2,9,burke,GM-01,scene-agent ratio embarrasses humanitarian naturalist novelist: brutalizing scene -> brutalized characters not worth saving,heuristic-pending-3A
R-ACT-AGENT,instances-in-text,C-PRESIDENCY-EXAMPLE,political-philosophy,2,16,burke,GM-01,'tremendously sobering influence of the Presidency on any man' as act-agent (office shapes occupant),heuristic-pending-3A
R-ACT-AGENT,instances-in-text,C-DEMOCRACY-EXAMPLE,political-philosophy,1,17,burke,GM-01,democracy-by-act-agent (democratic people perform democratic acts) vs. democracy-by-scene-act (democratic situations),heuristic-pending-3A
R-ACT-AGENT,instances-in-text,C-RUSSIAN-PATRIOT,political-rhetoric,1,16,burke,GM-01,Russian resistance: act-agent ratio (Russian traits) elides socialism; act-agent vs. scene-act as deflection device,heuristic-pending-3A
R-SCENE-AGENT,instances-in-text,C-PRISONERS-SITUATION,political-rhetoric,2,13,burke,GM-01,deterministic usage: politicians as 'prisoners of the situation',heuristic-pending-3A
C-CONTAIN,defines,C-RATIO-AS-PRINCIPLE-DETERMINATION,dramatism,1,15,burke,GM-01,ratios are 'principles of determination' (Burke's own phrase),heuristic-pending-3A
C-RATIO-AS-PRINCIPLE-DETERMINATION,extends,C-RATIO-AS-PRINCIPLE-SELECTIVITY,dramatism,1,18,burke,GM-01,ratios may be interpreted as principles of selectivity rather than thoroughgoing causal relationships,heuristic-pending-3A
C-CONTAIN,extends,C-CIRCULAR-RATIOS,dramatism,1,19,burke,GM-01,circular possibility: agent acts in keeping with nature -> changes scene -> establishes unity (Edenic paradigm of total acts),heuristic-pending-3A
C-CONTAIN,extends,C-TOTAL-ACT,dramatism,1,19,burke,GM-01,total acts (theological creation/re-creation) produce total transformations; Aeschylus Oresteia Erinyes->Eumenides as instance,heuristic-pending-3A
R-SCENE-ACT,instances-in-text,C-OBJECTIVE-AMBIGUITY,dramatism,2,7,burke,GM-01,stage-set contains action ambiguously; ambiguity converts to articulacy across the play,heuristic-pending-3A
C-CONTAIN,extends,C-REVERSE-APPLICATION,dramatism,1,9,burke,GM-01,ratios reverse: act/agent in keeping with scene OR scene in keeping with act/agent (Lavinia's command creates scene that then commands her),heuristic-pending-3A
C-CONTAIN,extends,C-ATTITUDE-INCIPIENT-ACT,dramatism,2,19,burke,GM-01,attitude flagged as incipient act/state of mind; foreshadows sixth-pentad-term work in Rhetoric of Motives,heuristic-pending-3A
C-CONTAIN,extends,C-ACTUS-STATUS,dramatism,2,20,burke,GM-01,actus/status dialectic flagged for development in GM-02 Antinomies,heuristic-pending-3A
P-CONTAINER-LOGIC,critique-target,C-BEHAVIORIST-METAPHYSICS,philosophy-of-action,1,9,burke,GM-01,behaviorism reduces action to motion (truncates drama); contra-Burke critique,heuristic-pending-3A
P-RATIOS-GENERATIVE,critique-target,C-FUN-ESSENTIALISM,dramatism,2,18,reasoned-extension,GM-01,ratios-as-engine vs. essence-of-act readings (parallel structure to PIM/fun critique),heuristic-pending-3A
R-SCENE-ACT,maps-to-pim-dimension,calleja-spatial-ludic,game-studies,1,3,anticipatory-projection (dissertation),GM-01,scene-act ratio <-> spatial-ludic crosswalk,heuristic-pending-3A
R-SCENE-AGENT,maps-to-pim-dimension,calleja-spatial-kinesthetic,game-studies,1,7,anticipatory-projection (dissertation),GM-01,scene-agent ratio <-> spatial-kinesthetic crosswalk,heuristic-pending-3A
R-ACT-AGENT,maps-to-pim-dimension,calleja-ludic-shared,game-studies,2,15,anticipatory-projection (dissertation),GM-01,act-agent ratio <-> ludic-shared crosswalk,heuristic-pending-3A
R-AGENT-AGENCY,maps-to-pim-dimension,calleja-shared-kinesthetic,game-studies,2,15,anticipatory-projection (dissertation),GM-01,agent-agency ratio <-> shared-kinesthetic crosswalk,heuristic-pending-3A
R-AGENCY-PURPOSE,maps-to-pim-dimension,calleja-kinesthetic-ludic,game-studies,2,15,anticipatory-projection (dissertation),GM-01,agency-purpose ratio <-> kinesthetic-ludic crosswalk,heuristic-pending-3A
C-CONTAIN,bridges-to-pipeline,uexkull-foray,biosemiotics,2,3,anticipatory-projection (dissertation),GM-01,scene-as-container parallels Uexkull's Umwelt as subjectively-constituted bounded environment,heuristic-pending-3A
C-CONTAIN,bridges-to-pipeline,heidegger-bcap,phenomenology,2,3,anticipatory-projection (dissertation),GM-01,scene-act container logic <-> In-der-Welt-sein,heuristic-pending-3A
R-ACT-AGENT,bridges-to-pipeline,aristotle-corpus,realism,1,15,anticipatory-projection (dissertation),GM-01,act-agent temporal/sequential character anticipates Burke GM-06 exegetical Aristotle bridge,heuristic-pending-3A
C-CONTAIN,bridges-to-pipeline,dalton-dissertation,dissertation-instrument,1,3,dissertation-instrument,GM-01,the ten-ratio engine is the dissertation's analytical apparatus for game-motive ascription,heuristic-pending-3A
C-DIALECTIC-GENERAL,supersedes,burke-dramatistic,dialectic,1,402,burke,GM-09,dialectic in general is broader than dramatistic; admits non-dramatistic idioms,heuristic-pending-3A
C-TRANSFORMATION-OF-TERMS,master-apparatus-of,GM-09-DIALECTIC-GEN,dialectic,1,402,burke,GM-09,master apparatus organizing the chapter,heuristic-pending-3A
C-LINGUISTIC-TRANSFORMATION,divides-into,C-TRANSFORMATION-OF-TERMS,dialectic,2,402,burke,GM-09,general study vs particular instances split,heuristic-pending-3A
TV-MERGER-AND-DIVISION,fundamental-operations-of,C-DIALECTIC-GENERAL,dialectic,1,403,burke,GM-09,the two basic dialectical operations,heuristic-pending-3A
C-MERGER,sourced-from,plato-phaedrus,dialectic,1,403,burke,GM-09,comprehension of scattered particulars in one idea,heuristic-pending-3A
C-DIVISION,sourced-from,plato-phaedrus,dialectic,1,403,burke,GM-09,carving an idea at the joints,heuristic-pending-3A
C-THIRD-TERM,generated-by-tension-in,TV-MERGER-AND-DIVISION,dialectic,1,405,burke,GM-09,every merger-division pair pressures toward a pontificating third,heuristic-pending-3A
C-THIRD-TERM,instanced-by,kant-continuity,dialectic,2,404,burke,GM-09,Kant's third Transcendental Dialectic principle,heuristic-pending-3A
C-THIRD-TERM,instanced-by,bell-mathematical-third,dialectic,2,405,burke,GM-09,Eric T Bell's neither-continuous-nor-discrete pigment,heuristic-pending-3A
C-THIRD-TERM,instanced-by,coleridge-polarity,dialectic,2,412,burke,GM-09,Coleridge's polarity-synthesis-indifference vocabulary,heuristic-pending-3A
C-PARADOX-OF-SUBSTANCE,recapitulates-from,GM-02-ANTINOMIES,dialectic,1,405,burke,GM-09,paradox of substance recast as dialectical staple,heuristic-pending-3A
C-PARADOX-OF-SUBSTANCE,instances,TV-MERGER-AND-DIVISION,dialectic,1,405,burke,GM-09,offspring substantially one yet apart — merger and division on same term,heuristic-pending-3A
TV-DIALECTIC-OF-SCAPEGOAT,first-class-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,406,burke,GM-09,three-step ritual: merger-division-new-merger,heuristic-pending-3A
C-SCAPEGOAT,scapegoat-as,burke-agent,pentad,1,406,burke,GM-09,scapegoat IS the agent who carries collective motives,heuristic-pending-3A
C-SCAPEGOAT-VICAR,consubstantial-with,C-SCAPEGOAT,dialectic,1,406,burke,GM-09,charismatic vicar profoundly consubstantial with persecutors,heuristic-pending-3A
TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-MERGER,dialectic,1,406,burke,GM-09,step 1: original merger of iniquities || step 3: new merger of the purified,heuristic-pending-3A
TV-DIALECTIC-OF-SCAPEGOAT,three-step,C-DIVISION,dialectic,1,406,burke,GM-09,step 2: ritualistic alienation onto vessel,heuristic-pending-3A
C-SCAPEGOAT-CHRISTIAN,instances,TV-DIALECTIC-OF-SCAPEGOAT,dialectic,1,407,burke,GM-09,Christian atonement as complex paradigm,heuristic-pending-3A
C-SCAPEGOAT-CHRISTIAN,negative-example,hitlerite-anti-semitism,dialectic,1,407,burke,GM-09,scapegoat as essence of evil; bad-parent figure,heuristic-pending-3A
C-HONOR-FRUSTRATED,explains,nazi-self-destruction,dialectic,2,408,burke,GM-09,when division is frustrated motives of self-destruction emerge,heuristic-pending-3A
TV-PER-GENUS-ET-DIFFERENTIAM,first-class-apparatus-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,408,burke,GM-09,genus = merger; differentiam = division,heuristic-pending-3A
TV-PER-GENUS-ET-DIFFERENTIAM,sourced-from,aristotle,dialectic,1,410,burke,GM-09,man = rational animal — genus animal + differentia rational,heuristic-pending-3A
C-HAECCEITAS,third-stage-of,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,2,409,burke,GM-09,Scotist thisness as merger of generic + specific + individual,heuristic-pending-3A
C-GENERIC-VS-SPECIFIC-MAN,diagnoses,modern-technological-essence,dialectic,1,410,burke,GM-09,money-maker and tool-user as smuggled specific essences,heuristic-pending-3A
C-SYNUSIA,instances,TV-MERGER-AND-DIVISION,dialectic,2,411,burke,GM-09,Neurath's bio-ecological cohesion,heuristic-pending-3A
C-POLARITY,formal-vocabulary-of,TV-MERGER-AND-DIVISION,dialectic,1,412,burke,GM-09,Coleridge: identity-duality-polarity-synthesis-indifference-predominance,heuristic-pending-3A
C-SUBSTITUTION,variant-of,C-POLARITY,dialectic,2,413,burke,GM-09,Spinozist God-nature dropping; Augustine on evil as deficient good,heuristic-pending-3A
C-INTER-RES-HETEROGENEAS,formal-condition-of,TV-MERGER-AND-DIVISION,dialectic,2,414,burke,GM-09,Coleridge: rivals as opposite banks of the same stream,heuristic-pending-3A
C-SYNONYMIZE-DESYNONYMIZE,strategic-choice-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,414,burke,GM-09,initial choice to merge or divide has anticipatory effect,heuristic-pending-3A
C-INSOFERN,Socratic-dialectical-resource,TV-PER-GENUS-ET-DIFFERENTIAM,dialectic,1,415,burke,GM-09,Hegelian Insofern / Spinozist quatenus divides what is empirically indivisible,heuristic-pending-3A
C-CLASSIFICATION-IS-DIALECTICAL,instances,TV-MERGER-AND-DIVISION,dialectic,1,417,burke,GM-09,classification founded on similarity (merger) and difference (division),heuristic-pending-3A
TV-MIND-BODY-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,418,burke,GM-09,mind-body pair as antithetical merger-division resource,heuristic-pending-3A
TV-MIND-BODY-PAIR,linked-to,burke-scene,pentad,1,419,burke,GM-09,body-as-scene; mind-as-agent — underwrites scene-agent ratio,heuristic-pending-3A
TV-BEING-NOTHING-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,GM-09,essence-existence as most prevalent form,heuristic-pending-3A
TV-BEING-NOTHING-PAIR,enables,TV-TEMPORIZING-OF-ESSENCE,dialectic,1,419,burke,GM-09,essence-existence convertibility is the engine of temporizing,heuristic-pending-3A
TV-ACTION-PASSION-PAIR,localizes,TV-MERGER-AND-DIVISION,dialectic,1,419,burke,GM-09,peace-war love-hate cooperation-competition variants,heuristic-pending-3A
TV-ACTION-PASSION-PAIR,derives,C-ACTUS-STATUS,dialectic,1,420,burke,GM-09,actus + status (Stance-family + Power-family),heuristic-pending-3A
C-ACTUS-STATUS,links-to,GM-02-ANTINOMIES,dialectic,1,420,burke,GM-09,recovers substance vocabulary developed in GM-02,heuristic-pending-3A
C-ACTUS-STATUS,links-to,GM-08-CONSTITUTIONS,dialectic,1,420,burke,GM-09,enactments survive as constitutions — direct GM-08 bridge,heuristic-pending-3A
TV-DISTINCTION-BECOMES-CONTRAST,engine-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,420,burke,GM-09,synecdochic part becomes divisive with respect to whole,heuristic-pending-3A
TV-DISTINCTION-BECOMES-CONTRAST,historical-example,feudal-to-bourgeois,dialectic,2,420,burke,GM-09,nobility from representative to antithetical of trade society,heuristic-pending-3A
TV-SOCRATIC-TRANSCENDENCE,upward-move-of,C-TRANSFORMATION-OF-TERMS,dialectic,1,421,burke,GM-09,new motive discovered en route; start reinterpreted from end,heuristic-pending-3A
TV-SOCRATIC-TRANSCENDENCE,read-from-within-not-without,jowett-reading,dialectic,1,422,burke,GM-09,Burke's central correction of Jowett,heuristic-pending-3A
C-PHAEDRUS-STAGES,worked-case-of,TV-SOCRATIC-TRANSCENDENCE,dialectic,1,423,burke,GM-09,five-level reading: Lysias - Socrates 1 - Socrates 2 - formal appreciation - spoken word,heuristic-pending-3A
