subject,stimulus,variant,start_s,end_s,duration_s,n_samples,kind,resolvable
S05,INT,unified,229.691,230.024,0.333000000013,1,blink,False
S05,INT,unified,230.358,230.691,0.333000000013,1,blink,False
S05,INT,unified,231.025,231.358,0.333000000013,1,blink,False
S05,INT,unified,232.7,233.033,0.333000000013,1,blink,False
S05,INT,unified,236.048,236.381,0.333000000013,1,blink,False
S05,INT,unified,239.055,239.388,0.333000000013,1,blink,False
S05,INT,unified,245.746,246.079,0.333000000013,1,blink,False
S05,INT,unified,246.745,247.078,0.333000000013,1,blink,False
S05,INT,unified,248.753,249.086,0.333000000013,1,blink,False
S05,INT,unified,250.42,250.753,0.333000000013,1,blink,False
S05,INT,unified,253.769,254.444,0.675000000017,2,extended,False
S05,INT,unified,255.785,256.118,0.333000000013,1,blink,False
S05,INT,unified,257.118,257.451,0.333000000013,1,blink,False
S05,INT,unified,259.117,259.45,0.333000000013,1,blink,False
S05,INT,unified,262.119,262.452,0.333000000013,1,blink,False
S05,INT,unified,262.795,263.128,0.333000000013,1,blink,False
S05,INT,unified,264.794,265.127,0.333000000013,1,blink,False
S05,INT,unified,265.791,266.124,0.333000000013,1,blink,False
S05,INT,unified,266.807,267.14,0.333000000013,1,blink,False
S05,INT,unified,269.491,269.824,0.333000000013,1,blink,False
S05,INT,unified,271.164,271.497,0.333000000013,1,blink,False
S05,INT,unified,273.508,273.841,0.333000000013,1,blink,False
S05,INT,unified,277.183,277.516,0.333000000013,1,blink,False
S05,INT,unified,281.859,282.192,0.333000000013,1,blink,False
S05,INT,unified,282.857,283.19,0.333000000013,1,blink,False
S05,INT,unified,284.536,284.869,0.333000000013,1,blink,False
S05,INT,unified,289.202,289.535,0.333000000013,1,blink,False
S05,INT,unified,290.538,290.871,0.333000000013,1,blink,False
S05,INT,unified,291.876,292.209,0.333000000013,1,blink,False
S05,INT,unified,298.236,298.569,0.333000000013,1,blink,False
S05,INT,unified,301.235,301.568,0.333000000013,1,blink,False
S05,INT,unified,302.923,303.256,0.333000000013,1,blink,False
S05,INT,unified,303.923,304.256,0.333000000013,1,blink,False
S05,INT,unified,305.934,306.267,0.333000000013,1,blink,False
S05,INT,unified,307.939,308.272,0.333000000013,1,blink,False
S05,INT,unified,310.282,310.615,0.333000000013,1,blink,False
S05,INT,unified,312.956,313.289,0.333000000013,1,blink,False
S05,INT,unified,316.637,316.97,0.333000000013,1,blink,False
S05,INT,unified,317.631,317.964,0.333000000013,1,blink,False
S05,INT,unified,320.647,320.98,0.333000000013,1,blink,False
S05,INT,unified,321.985,322.318,0.333000000013,1,blink,False
S05,INT,unified,322.988,323.321,0.333000000013,1,blink,False
S05,INT,unified,329.337,329.67,0.333000000013,1,blink,False
S05,INT,unified,332.685,333.018,0.333000000013,1,blink,False
S05,INT,unified,334.36,334.693,0.333000000013,1,blink,False
S05,INT,unified,337.035,337.368,0.333000000013,1,blink,False
S05,INT,unified,337.698,338.031,0.333000000013,1,blink,False
S05,INT,unified,339.031,339.364,0.333000000013,1,blink,False
S05,INT,unified,341.375,341.708,0.333000000013,1,blink,False
S05,INT,unified,344.716,345.049,0.333000000013,1,blink,False
S05,INT,unified,347.062,347.395,0.333000000013,1,blink,False
S05,INT,unified,362.787,363.12,0.333000000013,1,blink,False
S05,INT,unified,364.8,365.133,0.333000000013,1,blink,False
S05,INT,unified,365.475,365.808,0.333000000013,1,blink,False
S05,INT,unified,366.816,367.149,0.333000000013,1,blink,False
S05,INT,unified,368.823,369.156,0.333000000013,1,blink,False
S05,INT,unified,369.824,370.157,0.333000000013,1,blink,False
S05,INT,unified,375.525,375.858,0.333000000013,1,blink,False
S05,INT,unified,377.53,377.863,0.333000000013,1,blink,False
S05,INT,unified,379.88,380.213,0.333000000013,1,blink,False
S05,INT,unified,381.554,381.887,0.333000000013,1,blink,False
S05,INT,unified,384.57,384.903,0.333000000013,1,blink,False
S05,INT,unified,386.57,386.903,0.333000000013,1,blink,False
S05,INT,unified,388.58,388.913,0.333000000013,1,blink,False
S05,INT,unified,390.235,390.568,0.333000000013,1,blink,False
S05,INT,unified,391.588,391.921,0.333000000013,1,blink,False
S05,INT,unified,392.926,393.567,0.641000000018,2,extended,False
S05,INT,unified,394.243,394.576,0.333000000013,1,blink,False
S05,INT,unified,397.942,398.275,0.333000000013,1,blink,False
S05,INT,unified,400.282,400.615,0.333000000013,1,blink,False
S05,INT,unified,405.976,406.309,0.333000000013,1,blink,False
S05,INT,unified,408.656,408.989,0.333000000013,1,blink,False
S05,INT,unified,411.997,412.33,0.333000000013,1,blink,False
S05,INT,unified,413.314,413.647,0.333000000013,1,blink,False
S05,INT,unified,419.306,419.639,0.333000000013,1,blink,False
S05,INT,unified,421.694,422.027,0.333000000013,1,blink,False
S05,INT,unified,425.701,426.034,0.333000000013,1,blink,False
S05,INT,unified,428.038,428.371,0.333000000013,1,blink,False
S05,INT,unified,432.05,432.383,0.333000000013,1,blink,False
S05,INT,unified,432.724,433.057,0.333000000013,1,blink,False
S05,INT,unified,435.732,436.065,0.333000000013,1,blink,False
S05,INT,unified,436.399,436.732,0.333000000013,1,blink,False
S05,INT,unified,438.067,438.731,0.664000000004,2,extended,False
S05,INT,unified,439.734,440.067,0.333000000013,1,blink,False
S05,INT,unified,442.748,443.081,0.333000000013,1,blink,False
S05,INT,unified,447.438,447.771,0.333000000013,1,blink,False
S05,INT,unified,450.454,450.787,0.333000000013,1,blink,False
S05,INT,unified,451.462,451.795,0.333000000013,1,blink,False
S05,INT,unified,452.803,453.136,0.333000000013,1,blink,False
S05,INT,unified,454.139,454.472,0.333000000013,1,blink,False
S05,INT,unified,455.139,455.472,0.333000000013,1,blink,False
S05,INT,unified,456.489,456.822,0.333000000013,1,blink,False
S05,INT,unified,458.493,458.826,0.333000000013,1,blink,False
S05,INT,unified,461.176,461.509,0.333000000013,1,blink,False
S05,INT,unified,462.518,462.851,0.333000000013,1,blink,False
S05,INT,unified,465.52,465.853,0.333000000013,1,blink,False
S05,INT,unified,468.208,468.874,0.666000000027,2,extended,False
S05,INT,unified,471.227,471.56,0.333000000013,1,blink,False
S05,INT,unified,475.248,475.581,0.333000000013,1,blink,False
S05,INT,unified,477.6,477.933,0.333000000013,1,blink,False
S05,INT,unified,480.95,481.283,0.333000000013,1,blink,False
S05,INT,unified,481.949,482.282,0.333000000013,1,blink,False
S05,INT,unified,485.965,486.298,0.333000000013,1,blink,False
S05,INT,unified,486.97,487.303,0.333000000013,1,blink,False
S05,INT,unified,487.986,488.319,0.333000000013,1,blink,False
S05,INT,unified,490.655,490.988,0.333000000013,1,blink,False
S05,INT,unified,491.985,492.318,0.333000000013,1,blink,False
S05,INT,unified,492.993,493.326,0.333000000013,1,blink,False
S05,INT,unified,494.319,494.652,0.333000000013,1,blink,False
S05,INT,unified,495.653,495.986,0.333000000013,1,blink,False
S05,INT,unified,496.67,497.328,0.65800000001,2,extended,False
S05,INT,unified,498,498.333,0.333000000013,1,blink,False
S05,INT,unified,498.667,499.335,0.66800000002,2,extended,False
S05,INT,unified,500.675,501.008,0.333000000013,1,blink,False
S05,INT,unified,502.011,502.344,0.333000000013,1,blink,False
S05,INT,unified,504.683,505.016,0.333000000013,1,blink,False
S05,INT,unified,505.357,505.69,0.333000000013,1,blink,False
S05,INT,unified,507.024,507.357,0.333000000013,1,blink,False
S05,INT,unified,510.376,510.709,0.333000000013,1,blink,False
S05,INT,unified,511.042,511.375,0.333000000013,1,blink,False
S05,INT,unified,512.05,512.383,0.333000000013,1,blink,False
S05,INT,unified,513.058,513.391,0.333000000013,1,blink,False
S05,INT,unified,518.762,519.095,0.333000000013,1,blink,False
S05,INT,unified,523.103,523.436,0.333000000013,1,blink,False
S05,INT,unified,524.438,524.771,0.333000000013,1,blink,False
S05,INT,unified,525.443,525.776,0.333000000013,1,blink,False
S05,INT,unified,526.785,527.118,0.333000000013,1,blink,False
S05,INT,unified,527.788,528.121,0.333000000013,1,blink,False
S05,INT,unified,529.134,529.467,0.333000000013,1,blink,False
S05,INT,unified,531.142,531.475,0.333000000013,1,blink,False
S05,INT,unified,533.15,533.483,0.333000000013,1,blink,False
S05,INT,unified,534.828,535.161,0.333000000013,1,blink,False
S05,INT,unified,538.519,538.852,0.333000000013,1,blink,False
S05,INT,unified,542.866,543.199,0.333000000013,1,blink,False
S05,INT,unified,544.856,545.189,0.333000000013,1,blink,False
S05,INT,unified,546.53,546.863,0.333000000013,1,blink,False
S05,INT,unified,549.538,549.871,0.333000000013,1,blink,False
S05,INT,unified,564.567,564.9,0.333000000013,1,blink,False
S05,INT,unified,565.908,566.575,0.667000000016,2,extended,False
S05,INT,unified,567.237,567.57,0.333000000013,1,blink,False
S05,INT,unified,568.586,568.919,0.333000000013,1,blink,False
S05,INT,unified,569.928,570.261,0.333000000013,1,blink,False
S05,INT,unified,572.61,572.943,0.333000000013,1,blink,False
S05,INT,unified,574.96,575.293,0.333000000013,1,blink,False
S05,INT,unified,575.631,575.964,0.333000000013,1,blink,False
S05,INT,unified,576.981,577.314,0.333000000013,1,blink,False
S05,INT,unified,582.323,582.656,0.333000000013,1,blink,False
S05,INT,unified,583.323,583.99,0.667000000016,2,extended,False
S05,INT,unified,591.681,592.014,0.333000000013,1,blink,False
S05,INT,unified,596.371,596.704,0.333000000013,1,blink,False
S05,INT,unified,599.717,600.05,0.333000000013,1,blink,False
S05,INT,unified,601.05,601.383,0.333000000013,1,blink,False
S05,INT,unified,603.718,604.051,0.333000000013,1,blink,False
S05,INT,unified,605.715,606.048,0.333000000013,1,blink,False
S05,INT,unified,607.723,608.056,0.333000000013,1,blink,False
S05,INT,unified,610.393,610.726,0.333000000013,1,blink,False
S05,INT,unified,613.399,614.066,0.667000000016,2,extended,False
S05,INT,unified,615.072,615.405,0.333000000013,1,blink,False
S05,INT,unified,619.09,619.423,0.333000000013,1,blink,False
S05,INT,unified,621.44,621.773,0.333000000013,1,blink,False
S05,INT,unified,624.106,624.439,0.333000000013,1,blink,False
S05,INT,unified,627.78,628.113,0.333000000013,1,blink,False
S05,INT,unified,628.785,629.118,0.333000000013,1,blink,False
S05,INT,unified,631.134,631.467,0.333000000013,1,blink,False
S05,INT,unified,634.82,635.153,0.333000000013,1,blink,False
S05,INT,unified,641.843,642.176,0.333000000013,1,blink,False
S05,INT,unified,643.518,643.851,0.333000000013,1,blink,False
S05,INT,unified,648.207,648.54,0.333000000013,1,blink,False
S05,INT,unified,649.875,650.208,0.333000000013,1,blink,False
S05,INT,unified,651.548,651.881,0.333000000013,1,blink,False
S05,INT,unified,653.565,653.898,0.333000000013,1,blink,False
S05,INT,unified,656.578,656.911,0.333000000013,1,blink,False
S05,INT,unified,657.589,657.922,0.333000000013,1,blink,False
S05,INT,unified,658.931,659.264,0.333000000013,1,blink,False
S05,INT,unified,665.612,665.945,0.333000000013,1,blink,False
S05,INT,unified,666.617,666.95,0.333000000013,1,blink,False
S05,INT,unified,667.625,667.958,0.333000000013,1,blink,False
S05,INT,unified,671.3,671.633,0.333000000013,1,blink,False
S05,INT,unified,672.307,672.64,0.333000000013,1,blink,False
S05,INT,unified,675.31,675.643,0.333000000013,1,blink,False
S05,INT,unified,676.643,676.976,0.333000000013,1,blink,False
S05,INT,unified,677.983,678.316,0.333000000013,1,blink,False
S05,INT,unified,678.984,679.317,0.333000000013,1,blink,False
S05,INT,unified,681.322,681.655,0.333000000013,1,blink,False
S05,INT,unified,684.33,684.663,0.333000000013,1,blink,False
S05,INT,unified,687.346,687.679,0.333000000013,1,blink,False
S05,INT,unified,690.02,690.353,0.333000000013,1,blink,False
S05,INT,unified,691.019,691.352,0.333000000013,1,blink,False
S05,INT,unified,696.052,696.385,0.333000000013,1,blink,False
S05,INT,unified,698.393,698.726,0.333000000013,1,blink,False
S05,INT,unified,701.078,701.411,0.333000000013,1,blink,False
S05,INT,unified,705.091,705.424,0.333000000013,1,blink,False
S05,INT,unified,707.078,707.411,0.333000000013,1,blink,False
S05,INT,unified,708.443,708.776,0.333000000013,1,blink,False
S05,INT,unified,715.459,715.792,0.333000000013,1,blink,False
S05,INT,unified,716.463,716.796,0.333000000013,1,blink,False
S05,INT,unified,721.149,721.482,0.333000000013,1,blink,False
S05,INT,unified,724.824,725.157,0.333000000013,1,blink,False
S05,INT,unified,728.496,728.829,0.333000000013,1,blink,False
S05,INT,unified,729.827,730.16,0.333000000013,1,blink,False
S05,INT,unified,732.837,733.509,0.67200000002,2,extended,False
S05,INT,unified,734.853,735.52,0.667000000016,2,extended,False
S05,INT,unified,742.89,743.223,0.333000000013,1,blink,False
S05,INT,unified,744.226,744.559,0.333000000013,1,blink,False
S05,INT,unified,747.556,747.889,0.333000000013,1,blink,False
S05,INT,unified,749.9,750.233,0.333000000013,1,blink,False
S05,INT,unified,750.908,751.241,0.333000000013,1,blink,False
S05,INT,unified,754.587,754.92,0.333000000013,1,blink,False
S05,INT,unified,761.294,761.627,0.333000000013,1,blink,False
S05,INT,unified,763.969,764.302,0.333000000013,1,blink,False
S05,INT,unified,766.976,767.309,0.333000000013,1,blink,False
S05,INT,unified,770.325,770.658,0.333000000013,1,blink,False
S05,INT,unified,771.65,771.983,0.333000000013,1,blink,False
S05,INT,unified,774.335,774.668,0.333000000013,1,blink,False
S05,INT,unified,776.34,776.673,0.333000000013,1,blink,False
S05,INT,unified,777.348,777.681,0.333000000013,1,blink,False
S05,INT,unified,778.351,778.684,0.333000000013,1,blink,False
S05,INT,unified,780.023,780.356,0.333000000013,1,blink,False
S05,INT,unified,784.69,785.023,0.333000000013,1,blink,False
S05,INT,unified,787.054,787.721,0.667000000016,2,extended,False
S05,INT,unified,790.062,790.395,0.333000000013,1,blink,False
S05,INT,unified,792.398,792.731,0.333000000013,1,blink,False
S05,INT,unified,794.072,794.405,0.333000000013,1,blink,False
S05,INT,unified,795.405,795.738,0.333000000013,1,blink,False
S05,INT,unified,796.077,796.41,0.333000000013,1,blink,False
S05,INT,unified,800.093,800.426,0.333000000013,1,blink,False
S05,INT,unified,801.442,801.775,0.333000000013,1,blink,False
S05,INT,unified,803.108,803.441,0.333000000013,1,blink,False
S05,INT,unified,804.775,805.108,0.333000000013,1,blink,False
S05,INT,unified,805.791,806.124,0.333000000013,1,blink,False
S05,INT,unified,808.127,808.46,0.333000000013,1,blink,False
S05,INT,unified,810.468,811.14,0.672000000006,2,extended,False
S05,INT,unified,813.823,814.156,0.333000000013,1,blink,False
S05,INT,unified,815.492,815.825,0.333000000013,1,blink,False
S06,BOR,unified,3.01300000001,4.01699999999,1.00399999999,3,extended,False
S06,BOR,unified,4.68800000001,5.022,0.333999999988,1,blink,False
S06,BOR,unified,12.062,12.396,0.333999999988,1,blink,False
S06,BOR,unified,15.085,15.419,0.333999999988,1,blink,False
S06,BOR,unified,19.784,20.118,0.333999999988,1,blink,False
S06,BOR,unified,26.801,27.135,0.333999999988,1,blink,False
S06,BOR,unified,29.825,30.159,0.333999999988,1,blink,False
S06,BOR,unified,30.832,31.166,0.333999999988,1,blink,False
S06,BOR,unified,38.563,38.897,0.333999999988,1,blink,False
S06,BOR,unified,47.605,47.939,0.333999999988,1,blink,False
S06,BOR,unified,53.976,54.31,0.333999999988,1,blink,False
S06,BOR,unified,54.652,54.986,0.333999999988,1,blink,False
S06,BOR,unified,61.699,62.033,0.333999999988,1,blink,False
S06,BOR,unified,64.051,64.385,0.333999999988,1,blink,False
S06,BOR,unified,70.065,70.399,0.333999999988,1,blink,False
S06,BOR,unified,74.739,75.073,0.333999999988,1,blink,False
S06,BOR,unified,77.787,80.13,2.34299999999,7,extended,False
S06,BOR,unified,81.114,81.448,0.333999999988,1,blink,False
S06,BOR,unified,84.163,84.497,0.333999999988,1,blink,False
S06,BOR,unified,87.844,88.178,0.333999999988,1,blink,False
S06,BOR,unified,89.184,89.518,0.333999999988,1,blink,False
S06,BOR,unified,91.538,91.872,0.333999999988,1,blink,False
S06,BOR,unified,98.576,98.91,0.333999999988,1,blink,False
S06,BOR,unified,103.948,104.282,0.333999999988,1,blink,False
S06,BOR,unified,116.037,116.371,0.333999999988,1,blink,False
S06,BOR,unified,159.301,159.635,0.333999999988,1,blink,False
S06,BOR,unified,164.35,164.684,0.333999999988,1,blink,False
S06,BOR,unified,167.048,167.382,0.333999999988,1,blink,False
S06,BOR,unified,168.389,168.723,0.333999999988,1,blink,False
S06,BOR,unified,170.722,171.398,0.675999999978,2,extended,False
S06,BOR,unified,174.739,175.073,0.333999999988,1,blink,False
S06,BOR,unified,178.423,178.757,0.333999999988,1,blink,False
S06,BOR,unified,179.086,179.42,0.333999999988,1,blink,False
S06,BOR,unified,181.088,181.422,0.333999999988,1,blink,False
S06,BOR,unified,189.177,189.511,0.333999999988,1,blink,False
S06,BOR,unified,192.526,192.86,0.333999999988,1,blink,False
S06,BOR,unified,196.216,196.55,0.333999999988,1,blink,False
S06,BOR,unified,196.883,197.217,0.333999999988,1,blink,False
S06,BOR,unified,203.58,203.914,0.333999999988,1,blink,False
S06,BOR,unified,204.922,205.256,0.333999999988,1,blink,False
S06,BOR,unified,215.003,215.337,0.333999999988,1,blink,False
S06,BOR,unified,219.721,220.055,0.333999999988,1,blink,False
S06,BOR,unified,227.441,227.775,0.333999999988,1,blink,False
S06,BOR,unified,228.449,228.783,0.333999999988,1,blink,False
S06,BOR,unified,229.091,230.091,0.999999999985,3,extended,False
S06,BOR,unified,232.809,233.143,0.333999999988,1,blink,False
S06,BOR,unified,233.814,234.148,0.333999999988,1,blink,False
S06,BOR,unified,234.481,236.831,2.34999999999,7,extended,False
S06,BOR,unified,238.506,238.84,0.333999999988,1,blink,False
S06,BOR,unified,245.23,245.904,0.673999999985,2,extended,False
S06,BOR,unified,246.236,246.57,0.333999999988,1,blink,False
S06,BOR,unified,246.903,247.237,0.333999999988,1,blink,False
S06,BOR,unified,247.577,248.244,0.666999999987,2,extended,False
S06,BOR,unified,249.255,249.589,0.333999999988,1,blink,False
S06,BOR,unified,249.927,250.261,0.333999999988,1,blink,False
S06,BOR,unified,251.271,251.605,0.333999999988,1,blink,False
S06,BOR,unified,251.938,252.602,0.663999999975,2,extended,False
S06,BOR,unified,253.943,254.277,0.333999999988,1,blink,False
S06,BOR,unified,255.962,256.296,0.333999999988,1,blink,False
S06,BOR,unified,256.642,256.976,0.333999999988,1,blink,False
S06,BOR,unified,257.318,257.652,0.333999999988,1,blink,False
S06,BOR,unified,257.983,258.317,0.333999999988,1,blink,False
S06,BOR,unified,259.66,260.325,0.664999999994,2,extended,False
S06,BOR,unified,264.025,270.39,6.36499999998,19,extended,False
S06,BOR,unified,270.726,271.06,0.333999999988,1,blink,False
S06,BOR,unified,271.399,271.733,0.333999999988,1,blink,False
S06,BOR,unified,272.072,272.406,0.333999999988,1,blink,False
S06,BOR,unified,274.748,275.082,0.333999999988,1,blink,False
S06,BOR,unified,277.448,278.113,0.664999999994,2,extended,False
S06,BOR,unified,281.48,281.814,0.333999999988,1,blink,False
S06,BOR,unified,282.485,282.819,0.333999999988,1,blink,False
S06,BOR,unified,286.852,287.186,0.333999999988,1,blink,False
S06,BOR,unified,288.519,288.853,0.333999999988,1,blink,False
S06,BOR,unified,293.886,294.22,0.333999999988,1,blink,False
S06,BOR,unified,307.631,307.965,0.333999999988,1,blink,False
S06,BOR,unified,320.712,321.046,0.333999999988,1,blink,False
S06,BOR,unified,332.107,332.441,0.333999999988,1,blink,False
S06,BOR,unified,333.448,333.782,0.333999999988,1,blink,False
S06,BOR,unified,334.123,334.457,0.333999999988,1,blink,False
S06,BOR,unified,334.748,336.457,1.70899999999,5,extended,False
S06,BOR,unified,336.789,337.123,0.333999999988,1,blink,False
S06,BOR,unified,338.473,338.807,0.333999999988,1,blink,False
S06,BOR,unified,339.473,339.807,0.333999999988,1,blink,False
S06,BOR,unified,340.473,340.807,0.333999999988,1,blink,False
S06,BOR,unified,341.473,342.121,0.647999999986,2,extended,False
S06,BOR,unified,344.155,344.489,0.333999999988,1,blink,False
S06,BOR,unified,344.828,346.839,2.01099999998,6,extended,False
S06,BOR,unified,347.18,347.514,0.333999999988,1,blink,False
S06,BOR,unified,351.535,351.869,0.333999999988,1,blink,False
S06,BOR,unified,355.219,355.553,0.333999999988,1,blink,False
S06,BOR,unified,359.577,359.911,0.333999999988,1,blink,False
S06,BOR,unified,366.616,367.291,0.674999999988,2,extended,False
S06,BOR,unified,371.983,372.317,0.333999999988,1,blink,False
S06,BOR,unified,375.006,375.34,0.333999999988,1,blink,False
S06,BOR,unified,377.021,377.69,0.66899999998,2,extended,False
S06,BOR,unified,378.365,378.699,0.333999999988,1,blink,False
S06,BOR,unified,379.37,379.704,0.333999999988,1,blink,False
S06,BOR,unified,382.711,383.045,0.333999999988,1,blink,False
S06,BOR,unified,387.418,387.752,0.333999999988,1,blink,False
S06,BOR,unified,388.734,389.068,0.333999999988,1,blink,False
S06,BOR,unified,391.076,391.41,0.333999999988,1,blink,False
S06,BOR,unified,392.45,392.784,0.333999999988,1,blink,False
S06,BOR,unified,393.791,394.125,0.333999999988,1,blink,False
S06,BOR,unified,397.477,397.811,0.333999999988,1,blink,False
S06,BOR,unified,411.887,412.221,0.333999999988,1,blink,False
S06,BOR,unified,428.974,429.65,0.675999999992,2,extended,False
S06,BOR,unified,430.65,431.326,0.675999999978,2,extended,False
S06,BOR,unified,432.998,433.666,0.667999999991,2,extended,False
S06,BOR,unified,434.333,435,0.666999999987,2,extended,False
S06,BOR,unified,436.672,437.006,0.333999999988,1,blink,False
S06,BOR,unified,439.008,439.342,0.333999999988,1,blink,False
S06,BOR,unified,445.355,445.689,0.333999999988,1,blink,False
S06,BOR,unified,447.697,448.031,0.333999999988,1,blink,False
S06,BOR,unified,452.729,453.063,0.333999999988,1,blink,False
S06,BOR,unified,453.731,454.065,0.333999999988,1,blink,False
S06,BOR,unified,460.744,461.078,0.333999999988,1,blink,False
S06,BOR,unified,461.442,462.113,0.670999999988,2,extended,False
S06,BOR,unified,462.444,462.778,0.333999999988,1,blink,False
S06,BOR,unified,463.116,467.802,4.68599999999,14,extended,False
S06,BOR,unified,468.791,469.125,0.333999999988,1,blink,False
S06,BOR,unified,480.537,480.871,0.333999999988,1,blink,False
S06,BOR,unified,481.211,481.87,0.658999999985,2,extended,False
S06,BOR,unified,482.222,483.903,1.68099999998,5,extended,False
S06,BOR,unified,484.236,484.57,0.333999999988,1,blink,False
S06,BOR,unified,484.912,485.911,0.998999999996,3,extended,False
S06,BOR,unified,490.942,498.658,7.71599999999,23,extended,False
S06,BOR,unified,498.998,499.332,0.333999999988,1,blink,False
S06,BOR,unified,506.715,507.049,0.333999999988,1,blink,False
S06,BOR,unified,509.056,509.39,0.333999999988,1,blink,False
S06,BOR,unified,511.064,511.398,0.333999999988,1,blink,False
S06,BOR,unified,514.753,515.087,0.333999999988,1,blink,False
S06,BOR,unified,530.184,530.851,0.666999999987,2,extended,False
S06,BOR,unified,532.201,532.535,0.333999999988,1,blink,False
S06,BOR,unified,533.543,533.877,0.333999999988,1,blink,False
S06,BOR,unified,543.929,544.263,0.333999999988,1,blink,False
S06,BOR,unified,550.986,551.32,0.333999999988,1,blink,False
S06,BOR,unified,552.668,553.002,0.333999999988,1,blink,False
S06,BOR,unified,553.343,553.677,0.333999999988,1,blink,False
S06,BOR,unified,554.01,555.018,1.00799999999,3,extended,False
S06,BOR,unified,555.36,555.694,0.333999999988,1,blink,False
S06,BOR,unified,557.027,557.361,0.333999999988,1,blink,False
S06,BOR,unified,560.709,561.375,0.665999999983,2,extended,False
S06,BOR,unified,562.043,562.377,0.333999999988,1,blink,False
S06,BOR,unified,564.076,564.41,0.333999999988,1,blink,False
S06,BOR,unified,564.741,565.075,0.333999999988,1,blink,False
S06,BOR,unified,566.083,566.417,0.333999999988,1,blink,False
S06,BOR,unified,568.106,569.09,0.983999999997,3,extended,False
S06,BOR,unified,569.784,570.118,0.333999999988,1,blink,False
S06,BOR,unified,570.791,571.125,0.333999999988,1,blink,False
S06,BOR,unified,571.806,572.14,0.333999999988,1,blink,False
S06,BOR,unified,580.864,581.198,0.333999999988,1,blink,False
S06,BOR,unified,588.896,589.23,0.333999999988,1,blink,False
S06,BOR,unified,600.957,601.291,0.333999999988,1,blink,False
S06,BOR,unified,601.968,602.302,0.333999999988,1,blink,False
S06,BOR,unified,603.299,603.633,0.333999999988,1,blink,False
S06,BOR,unified,606.322,606.656,0.333999999988,1,blink,False
S06,BOR,unified,609.004,609.338,0.333999999988,1,blink,False
S06,BOR,unified,612.705,613.039,0.333999999988,1,blink,False
S06,BOR,unified,614.706,615.04,0.333999999988,1,blink,False
S06,BOR,unified,615.722,616.056,0.333999999988,1,blink,False
S06,BOR,unified,616.394,617.406,1.01199999999,3,extended,False
S06,BOR,unified,648.246,648.58,0.333999999988,1,blink,False
S06,BOR,unified,651.605,651.939,0.333999999988,1,blink,False
S06,BOR,unified,653.96,654.294,0.333999999988,1,blink,False
S06,BOR,unified,655.296,655.63,0.333999999988,1,blink,False
S06,BOR,unified,656.634,656.968,0.333999999988,1,blink,False
S06,BOR,unified,677.737,678.071,0.333999999988,1,blink,False
S06,BOR,unified,678.445,679.415,0.969999999987,3,extended,False
S06,BOR,unified,679.79,680.124,0.333999999988,1,blink,False
S06,BOR,unified,680.756,681.09,0.333999999988,1,blink,False
S06,BOR,unified,681.47,681.804,0.333999999988,1,blink,False
S06,BOR,unified,684.835,685.169,0.333999999988,1,blink,False
S06,BOR,unified,691.868,692.544,0.675999999992,2,extended,False
S06,BOR,unified,693.55,693.884,0.333999999988,1,blink,False
S06,BOR,unified,699.59,699.924,0.333999999988,1,blink,False
S06,BOR,unified,701.942,702.276,0.333999999988,1,blink,False
S06,BOR,unified,703.275,703.609,0.333999999988,1,blink,False
S06,BOR,unified,704.289,704.623,0.333999999988,1,blink,False
S06,BOR,unified,706.965,707.299,0.333999999988,1,blink,False
S06,BOR,unified,708.313,708.647,0.333999999988,1,blink,False
S06,BOR,unified,711.322,711.656,0.333999999988,1,blink,False
S06,BOR,unified,712.662,712.996,0.333999999988,1,blink,False
S06,BOR,unified,715.003,715.337,0.333999999988,1,blink,False
S06,BOR,unified,717.347,717.681,0.333999999988,1,blink,False
S06,BOR,unified,719.012,719.346,0.333999999988,1,blink,False
S06,BOR,unified,725.395,725.729,0.333999999988,1,blink,False
S06,BOR,unified,733.443,733.777,0.333999999988,1,blink,False
S06,BOR,unified,734.448,734.782,0.333999999988,1,blink,False
S06,BOR,unified,735.116,735.45,0.333999999988,1,blink,False
S06,BOR,unified,735.79,736.124,0.333999999988,1,blink,False
S06,BOR,unified,739.481,739.815,0.333999999988,1,blink,False
S06,BOR,unified,740.822,741.156,0.333999999988,1,blink,False
S06,BOR,unified,743.171,743.505,0.333999999988,1,blink,False
S06,BOR,unified,744.179,744.513,0.333999999988,1,blink,False
S06,BOR,unified,746.195,746.529,0.333999999988,1,blink,False
S06,BOR,unified,749.544,749.878,0.333999999988,1,blink,False
S06,BOR,unified,753.23,753.564,0.333999999988,1,blink,False
S06,BOR,unified,754.249,754.583,0.333999999988,1,blink,False
S06,BOR,unified,758.25,758.584,0.333999999988,1,blink,False
S06,BOR,unified,760.916,761.25,0.333999999988,1,blink,False
S06,BOR,unified,764.266,766.949,2.68299999999,8,extended,False
S06,BOR,unified,768.29,768.624,0.333999999988,1,blink,False
S06,BOR,unified,773.655,775.332,1.677,5,extended,False
S06,BOR,unified,775.672,776.006,0.333999999988,1,blink,False
S06,BOR,unified,776.671,777.005,0.333999999988,1,blink,False
S06,BOR,unified,778.68,779.014,0.333999999988,1,blink,False
S06,BOR,unified,782.728,784.745,2.01699999999,6,extended,False
S06,BOR,unified,785.08,785.414,0.333999999988,1,blink,False
S06,BOR,unified,790.785,791.454,0.668999999994,2,extended,False
