edge_id,source_id,relation,target_id,domain,evidence_pdf_page,evidence_book_page,source_unit,contributor,notes
GE-146,C-US02-spiritual-autobiography,grounded-in,Equiano-Interesting-Narrative-189-190-conversion,,84,,US-02,Gross,PDF 84-85 — Mount Calvary unsealing set-piece
GE-147,C-US02-spiritual-autobiography,opposes,Wollstonecraft-Analytical-Review-1789,,85,,US-02,Gross,PDF 85; n.44 — Wollstonecraft pans the conversion material as 'rather tiresome'
GE-148,C-US02-spiritual-autobiography,extends,C-US02-prosthetic-emotion-equiano,,84,,US-02,Gross,PDF 84-85 — Conversion is prosthetic-emotion installation in the Intro's strict sense
GE-149,P-US02-conversion-not-tiresome,opposes,Wollstonecraft-Analytical-Review-1789,,85,,US-02,Gross,PDF 85; n.44 — Direct rebuttal
GE-150,P-US02-rhetoric-not-reducible-to-feeling,grounded-in,Wimsatt-Beardsley-Intentional-Fallacy-1946,,78,,US-02,Gross,PDF 78; n.37 — Design discernible only at risk of intentional fallacy
GE-151,P-US02-rhetoric-not-reducible-to-feeling,grounded-in,Johnson-Rambler-60-1750,,78,,US-02,Gross,"PDF 78; n.38 — Identification as adoption of proposal, not sincere recognition"
GE-152,P-US02-rhetorical-structure-of-perception,grounded-in,Noe-Out-of-Our-Heads,,71,,US-02,Gross,PDF 71-72; n.24 — Noe's own 'rhetorical structure' admission
GE-153,C-US02-norm-theory-emotional-amplification,grounded-in,Kahneman-Miller-Norm-Theory-1986,,67,,US-02,Gross,PDF 67-68; n.15 — Counterfactual availability + emotional amplification
GE-154,C-US02-hedonic-treadmill,grounded-in,Brickman-Janoff-Bulman-Coates-1978,,68,,US-02,Gross,PDF 68; n.16 — Lottery winners + accident victims study
GE-155,C-US02-hedonic-treadmill,extends,Kahneman-Well-Being-1999-p16,,68,,US-02,Gross,PDF 68-70 — Becoming-paraplegic vs. being-paraplegic refinement
GE-156,C-US02-possibly-vs-practically-vs-predictably-irrational,grounded-in,Kahneman-Well-Being-1999,,70,,US-02,Gross,PDF 70 — Disciplinary triad extracted from Kahneman's framing
GE-157,C-US02-orientation-objects-gather,grounded-in,Ahmed-Queer-Phenomenology,,67,,US-02,Gross,"PDF 67, 79-82; nn.12, 29, 33 — Comfort/orientation methodological ally"
GE-158,C-US02-orientation-objects-gather,contested-by,P-US02-Afro-Pessimism-engagement,,82,,US-02,Gross,PDF 82-83 — Amending Ahmed — Equiano outside social-investment frame
GE-159,C-US02-books-as-orientation-devices,extends,C-US02-orientation-objects-gather,,80,,US-02,Gross,PDF 80 — Methodological extension to narrative literature
GE-160,C-US02-books-as-orientation-devices,cross-discipline-bridges,Rickert-Ambient-Rhetoric,,80,,US-02,Gross,"PDF 80 — Rhetorical situation as environment, not Bitzer-proximate"
GE-161,C-US02-bear-as-morphological-cluster,grounded-in,OED-bear-verb-noun,,81,,US-02,Gross,PDF 81 — OED excursus running senses I-IV + 21 + 37
GE-162,C-US02-bear-as-morphological-cluster,grounded-in,Burke-comfort-discomfort-dialectic,,81,,US-02,Gross,PDF 81 — 'Bearing up against those vicissitudes of fortune' locus classicus
GE-163,C-US02-name-bearing,grounded-in,Equiano-Interesting-Narrative-64,,82,,US-02,Gross,PDF 82 — Pascal forces 'Gustavus Vassa' over 'Jacob'
GE-164,C-US02-certificate-of-behavior,grounded-in,Equiano-Interesting-Narrative-163-164,,82,,US-02,Gross,PDF 82-83 — Robert King certificate reproduced verbatim Jan 26 1767
GE-165,C-US02-litany-of-inoperable,grounded-in,Equiano-Interesting-Narrative-109-112-161-162,,86,,US-02,Gross,PDF 86 — Five-fold inventory of withdrawn social affordances
GE-166,C-US02-anerkennung-foreclosed,grounded-in,Hegel-Phenomenology-master-slave,,76,,US-02,Gross,PDF 76-77; n.30 — Findlay translation via marxists.org Hegel-by-Hypertext
GE-167,C-US02-going-limp,extends,C-US02-intentional-arc,,62,,US-02,Gross,PDF 62 epig — The arc that 'goes limp' generalizes from individual to social body
GE-168,C-US02-going-limp,grounded-in,Merleau-Ponty-Phenomenology-of-Perception,,77,,US-02,Gross,PDF 77 — General-strike-as-sickness footnote licenses the generalization
GE-169,P-US02-Gross-thesis-bearing-up,re-reads-author,HR-01-GROSS-Secret-History-of-Emotion,,78,,US-02,Gross,PDF 78-79 — Same-author antecedent: 'rhetorical' as positing-a-social-relationship
GE-170,P-US02-Gross-thesis-bearing-up,cross-discipline-bridges,Aristotle-Rhetoric-II-pathe,,78,,US-02,Gross,PDF 78 — Classical pathos lexicon
GE-171,P-US02-Gross-thesis-bearing-up,cross-discipline-bridges,US-04-AUSTEN-mixed-feelings,,69,,US-02,Gross,PDF 69-70 — Bentham 1789 + mixed feelings Ch.4 forecast
GE-172,P-US02-Gross-thesis-bearing-up,cross-discipline-bridges,US-00-INTRO-prosthetic-emotion,,84,,US-02,Gross,PDF 84-85 — Prosthetic emotion gets first major in-text demonstration here
GE-173,Equiano-Interesting-Narrative-77,cited-in,US-02-EQUIANO-epigraph,,62,,US-02,Gross,PDF 62 — First epigraph anchoring the chapter
GE-174,Merleau-Ponty-Phenomenology-of-Perception,cited-in,US-02-EQUIANO-epigraph,,62,,US-02,Gross,PDF 62 — Second epigraph — intentional arc
GE-175,Robert-King,literary-character-in,Equiano-Interesting-Narrative-163-164,,82,,US-02,Gross,PDF 82-83 — Named in the chapter text via reproduced certificate
GE-176,Michael-Henry-Pascal,literary-character-in,Equiano-Interesting-Narrative-64-93-94,,67,,US-02,Gross,"PDF 67, 75, 82 — Named in the chapter text"
GE-177,T-US02-Gross-vs-Dreyfus-on-Merleau-Ponty,instantiates,P-US02-Merleau-Ponty-Hegelian-strand,,75,,US-02,Gross,PDF 75-77 — Tension thematized in note 28 and 35
GE-178,T-US02-vested-interest-vs-felt-attachment,instantiates,P-US02-vested-interests-claim,,75,,US-02,Gross,PDF 75 — Carretta-formula tension between interest and feeling
GE-179,T-US02-Afro-Pessimism-engagement-vs-non-endorsement,instantiates,P-US02-Afro-Pessimism-engagement,,82,,US-02,Gross,"PDF 82, 86 — Engagement without programmatic endorsement"
GE-180,T-US02-amending-Ahmed,instantiates,C-US02-orientation-objects-gather,,82,,US-02,Gross,PDF 82-83 — Ahmed amended for outside-contract case
GE-181,C-US02-prevenient-grace-temporality,grounded-in,Equiano-Interesting-Narrative-87-88-119,,65,,US-02,Gross,PDF 65-66 — Predestinarian + unhurt ship-ballast fall + 'interposition of Heaven'
GE-182,C-US02-comfort-eighteenth-century,grounded-in,OED-comfort-Wallin-1769,,64,,US-02,Gross,PDF 64-65 — 'Creature-comfort' overrated
GE-183,C-US02-unsealed-book,grounded-in,Equiano-Interesting-Narrative-189-190,,84,,US-02,Gross,PDF 84-85 — Scriptures-as-unsealed-book at Mount Calvary
GE-184,C-US02-unsealed-book,cross-discipline-bridges,DuBois-double-consciousness,,84,,US-02,Gross,PDF 84 — Gross explicitly notes the Du Boisian veil resonance
GE-185,US-03-RADCLIFFE-thesis,defines,hostile-environment,affect-theory,87,,US-03,Gross,Titular concept stated in opening paragraph
GE-186,US-03-RADCLIFFE-thesis,cites,Lewis-The-Monk-1796,literary-history,87,,US-03,Gross,Opening citation of Antonia's 'undone' fragment
GE-187,US-03-RADCLIFFE-thesis,instances-in-text,Gothic-sentimental-subgenre,literary-history,87,,US-03,Gross,Walpole-Monk-Radcliffe genealogy
GE-188,hostile-environment,extends,Gibson-affordance-theory,philosophy-of-perception,87,,US-03,Gross,Core extension claim
GE-189,negative-affordance-rhetorical,extends,Gibson-affordance-theory,philosophy-of-perception,87,,US-03,Gross,Negative-affordance as rhetorical extension
GE-190,US-03-RADCLIFFE-S1,contests,Literary-Darwinism-Boyd,literary-theory,88,,US-03,Gross,Boyd's kin-selection-to-Sopranos leap
GE-191,US-03-RADCLIFFE-S1,contests,Zunshine-theory-of-mind,literary-theory,89,,US-03,Gross,Zunshine's Turgenev-skipping anecdote
GE-192,US-03-RADCLIFFE-S1,defines,affirming-the-consequent-fallacy,logic,91,,US-03,Gross,Formal-fallacy diagnosis of Boyd's argument
GE-193,US-03-RADCLIFFE-S1,defines,undistributed-middle-fallacy,logic,96,,US-03,Gross,Second formal-fallacy diagnosis
GE-194,US-03-RADCLIFFE-S1,defines,six-red-flags-of-bio-literary-criticism,literary-theory,93,,US-03,Gross,Pleistocene/evolved-mind/consilience/modularity/neuron/plasticity
GE-195,US-03-RADCLIFFE-S1,concedes,Scarry-Dreaming-by-the-Book,literary-theory,90,,US-03,Gross,Scarry as the unassimilated good case of Gibson-humanities bridge
GE-196,Scarry-narrative-imitates-cognition,cites,Gibson-affordance-theory,philosophy-of-perception,90,,US-03,Gross,Tess of the d'Urbervilles walker's legs reading
GE-197,US-03-RADCLIFFE-S1,bridges-to-pipeline,Lakoff-embodied-cognition,cognitive-linguistics,91,,US-03,Gross,Cultural variability of anger as emotional affordance
GE-198,US-03-RADCLIFFE-S1,contests,Pinker-evolutionary-aesthetics,evolutionary-psychology,110,,US-03,Gross,Geometry-of-beauty list as association-fallacy
GE-199,US-03-RADCLIFFE-S1,contests,Dutton-Art-Instinct,evolutionary-psychology,110,,US-03,Gross,Climbable-tree Pleistocene predator-escape
GE-200,US-03-RADCLIFFE-S2,defines,Scarantino-affordance-taxonomy,philosophy-of-science,102,,US-03,Gross,Symmetric threat-promise definition
GE-201,Scarantino-affordance,extends,Gibson-affordance-theory,philosophy-of-science,102,,US-03,Gross,Four-fold taxonomy
GE-202,US-03-RADCLIFFE-S2,cites,Aristotle-Rhetoric-1384b32-35-Cydias,classical-rhetoric,102,,US-03,Gross,Tribunal-of-conscience as archetypal negative affordance
GE-203,Aristotle-Rhetoric-1384b32-35-Cydias,instances-in-text,negative-affordance-rhetorical,classical-rhetoric,103,,US-03,Gross,Aristotle already doing affordance theory
GE-204,US-03-RADCLIFFE-S2,cites,Bitzer-rhetorical-situation-1968,rhetorical-theory,103,,US-03,Gross,Exigence/audience/constraints rehabilitated as proto-affordance
GE-205,Bitzer-rhetorical-situation,instances-in-text,Mario-Savio-Jack-Weinberg-1964,rhetorical-theory,103,,US-03,Gross,FSM event as Bitzer-diagram concrete
GE-206,US-03-RADCLIFFE-S2,defines,cop-car-roof-affordance,rhetorical-theory,104,,US-03,Gross,Climb-up-able invariant; speak-from-able historically fixed
GE-207,cop-car-roof-affordance,instances-in-text,Mario-Savio-1964,rhetorical-theory,104,,US-03,Gross,Oct 1 1964 UC Berkeley
GE-208,cop-car-roof-affordance,bridges-to-pipeline,Rickert-Ambient-Rhetoric,rhetorical-theory,105,,US-03,Gross,Cultural attunement-fact in Rickert's sense
GE-209,US-03-RADCLIFFE-S2,defines,cultural-vs-social-affordance-distinction,rhetorical-theory,105,,US-03,Gross,Communication-structural vs organizational-structural
GE-210,cultural-affordance,cites,Kitayama-Mesquita-Karasawa-2006,social-psychology,105,,US-03,Gross,Note 20
GE-211,social-affordance,cites,Kaufman-Clement-2007,social-psychology,105,,US-03,Gross,Note 21
GE-212,US-03-RADCLIFFE-S2,cites,Koffka-Principles-of-Gestalt-Psychology-1935,Gestalt-psychology,104,,US-03,Gross,Fruit/water/thunder/woman quotation
GE-213,US-03-RADCLIFFE-S2,cites,Lewin-Dynamic-Theory-Personality-1935,Gestalt-psychology,105,,US-03,Gross,Aufforderungscharakter genealogy
GE-214,Lewin-Dynamic-Theory-Personality-1935,glosses-german,Aufforderungscharakter-valence,Gestalt-psychology,105,,US-03,Gross,Brown 1929 / Adams 1931 translations
GE-215,Lewin-Dynamic-Theory-Personality-1935,glosses-german,Umweltkrafte,Gestalt-psychology,105,,US-03,Gross,Fields of force
GE-216,Lewin-Dynamic-Theory-Personality-1935,glosses-german,Umstrukturierung,Gestalt-psychology,105,,US-03,Gross,Transformation of total field
GE-217,Lewin-Dynamic-Theory-Personality-1935,glosses-german,Aus-dem-Felde-Gehen,Gestalt-psychology,105,,US-03,Gross,Embarrassment-then-withdrawal
GE-218,Lewin-Dynamic-Theory-Personality-1935,defines,hopeless-situation,Gestalt-psychology,106,,US-03,Gross,Child contracts; encysts the self; p.94
GE-219,Lewin-Dynamic-Theory-Personality-1935,cites,Uexkull-Foray-Umwelt,biology,105,,US-03,Gross,Lewin 1935 p.77
GE-220,US-03-RADCLIFFE-S2,cites,Rietveld-Mind-117-2008,philosophy-of-mind,106,,US-03,Gross,Expert-craftsman responsiveness; affordance affective dimension
GE-221,Rietveld,cites,Wittgenstein-Lectures-on-Aesthetics-1938,aesthetics,106,,US-03,Gross,Discontent/disgust/discomfort
GE-222,US-03-RADCLIFFE-S2,defines,hostile-workplace-legal-category,jurisprudence,108,,US-03,Gross,AT&T Kansas City Muslim-employee $5M case
GE-223,hostile-workplace,cross-discipline-bridges,hostile-environment,jurisprudence,108,,US-03,Gross,Legal-affordance intermediate between species-danger and rhetorical-hostility
GE-224,US-03-RADCLIFFE-S2,qualifies,Gibson-affordance-theory,philosophy-of-perception,107,,US-03,Gross,Monism honored but Shannon-Weaver communication theory critiqued
GE-225,US-03-RADCLIFFE-S2,contests,Gibson-affordance-theory,philosophy-of-perception,107,,US-03,Gross,Mind/body dualism back-door via Fig 3.1 Shannon-Weaver
GE-226,US-03-RADCLIFFE-S2,cites,David-Herman-Re-Minding-Modernism,cognitive-narratology,111,,US-03,Gross,Note 30 thanks Brendan Shapiro
GE-227,Herman-2011,defines,Radcliffe-as-Umwelt-researcher,cognitive-narratology,111,,US-03,Gross,Bridge between Gibson and literary studies
GE-228,US-03-RADCLIFFE-S3,re-reads-author,Radcliffe-Romance-of-the-Forest-1791,literary-history,112,,US-03,Gross,Title is OF not IN the forest
GE-229,US-03-RADCLIFFE-S3,cites,Walpole-Castle-of-Otranto,literary-history,113,,US-03,Gross,'What a kind of being is circumstance' as nutshell
GE-230,US-03-RADCLIFFE-S3,cites,Constable-Netley-Abbey-c1833,art-history,112,,US-03,Gross,Fig 3.2
GE-231,US-03-RADCLIFFE-S3,cites,Gilpin-Observations-1788,aesthetics,113,,US-03,Gross,Picturesque ruined abbeys naturalized
GE-232,US-03-RADCLIFFE-S3,instances-in-text,abbey-arrival-La-Motte,literary-rhetorical,113,,US-03,Gross,Radcliffe pp.14-15
GE-233,abbey-arrival-La-Motte,defines,mutuality-of-animal-and-environment,philosophy-of-perception,114,,US-03,Gross,Birds-of-prey/giant-snails counterfactual
GE-234,US-03-RADCLIFFE-S3,instances-in-text,Adeline-overlooker-p34,literary-rhetorical,114,,US-03,Gross,Domestic asylum / admirable exactness
GE-235,US-03-RADCLIFFE-S3,defines,asylum-ironic,literary-rhetorical,116,,US-03,Gross,Granted by powers that be; never absolute
GE-236,asylum-ironic,instances-in-text,Marquis-honorable-asylum-p125,literary-rhetorical,116,,US-03,Gross,Promise=threat paradigm
GE-237,US-03-RADCLIFFE-S3,defines,self-deception-Gothic-epistemic,literary-rhetorical,116,,US-03,Gross,'Let me still be deceived' p.150
GE-238,US-03-RADCLIFFE-S3,contests,Walter-Scott-supernatural-explained,literary-criticism,117,,US-03,Gross,Scott Lives of Novelists 1825 pp.220-221
GE-239,US-03-RADCLIFFE-S3,defines,supernatural-as-spectral,literary-rhetorical,118,,US-03,Gross,Slips through fingers / evades glances / just out of earshot
GE-240,US-03-RADCLIFFE-S3,defines,paradiastole-Radcliffe-signature,classical-rhetoric,119,,US-03,Gross,'Care or rather neglect' p.12; 'denounce and terrify' p.36
GE-241,paradiastole,cites,Austin-perlocutionary-illocutionary,philosophy-of-language,119,,US-03,Gross,Translation of Gibson's direct/indirect into rhetorical
GE-242,US-03-RADCLIFFE-S3,instances-in-text,Peter-Aus-dem-Felde-Gehen,literary-rhetorical,120,,US-03,Gross,Domestics' retreat from world that matters
GE-243,US-03-RADCLIFFE-S3,instances-in-text,Marquis-political-economy-of-emotion,literary-rhetorical,120,,US-03,Gross,Hope-fear vectors with Marquis in middle
GE-244,US-03-RADCLIFFE-S3,instances-in-text,Madame-La-Motte-Umweltkrafte-p210,literary-rhetorical,120,,US-03,Gross,Territory affords shelter AND empowers betrayal
GE-245,US-03-RADCLIFFE-S3,instances-in-text,surgeon-idealized-knowledge,literary-rhetorical,116,,US-03,Gross,'My mind is not of that frivolous kind' p.186 botched Theodore
GE-246,US-03-RADCLIFFE-S3,cites,Adeline-prayer-p22,literary-rhetorical,121,,US-03,Gross,'Father of good' / 'great Author of Nature'
GE-247,US-03-RADCLIFFE-S3,cites,Shakespeare-As-You-Like-It-II-1-3-7,literary-history,121,,US-03,Gross,Radcliffe ch.3 epigraph penalty-of-Adam
GE-248,US-03-RADCLIFFE-S3,cites,Burnet-Telluris-Theoria-Sacra-1694,theology,121,,US-03,Gross,Chloe Chard's editorial note p.390n265
GE-249,US-03-RADCLIFFE-S3,instances-in-text,La-Luc-theo-geology,literary-rhetorical,121,,US-03,Gross,'Call them not the illusions of a visionary brain' p.274
GE-250,US-03-RADCLIFFE-S3,defines,Umstrukturierung-narrative-resolution,literary-rhetorical,122,,US-03,Gross,Marquis suicide + king's justice as Lewinian field-transformation
GE-251,US-03-RADCLIFFE-CONCLUSION,bridges-to-pipeline,Rickert-Ambient-Rhetoric,rhetorical-theory,122,,US-03,Gross,Ecological concerns find home in literature
GE-252,US-03-RADCLIFFE-CONCLUSION,bridges-to-pipeline,HR-01-GROSS-Secret-History-of-Emotion,rhetorical-theory,122,,US-03,Gross,2017 application of 2005 rhetorical-ontology thesis to environment-theory
GE-253,US-03-RADCLIFFE-CONCLUSION,bridges-to-pipeline,Aristotle-Rhetoric-II-pathe,classical-rhetoric,122,,US-03,Gross,Aristotelian heritage as conceptual ground floor
GE-254,US-03-RADCLIFFE-CONCLUSION,bridges-to-pipeline,Uexkull-Foray-Umwelt,biology,111,,US-03,Gross,Indirect via Lewin + Herman; Radcliffe as literary Umwelt-researcher
GE-255,US-03-RADCLIFFE-S2,marginal-note,Lupton-Lewis-UCI-collaboration,academic-context,N-A,,US-03,Gross,Acknowledged collaborators per Phase 0 / Ack
GE-256,US-03-RADCLIFFE-S1,cites,Fodor-Against-Darwinism-2008,philosophy-of-mind,83,,US-03,Gross,Pragmatic/rhetorical conclusion
GE-257,US-03-RADCLIFFE-S1,cites,Kramnick-Against-Literary-Darwinism-2011,literary-theory,87,,US-03,Gross,Rapprochement with science without consilience
GE-258,US-03-RADCLIFFE-S2,cites,Burke-comfort-discomfort-dialectic,rhetorical-theory,103,,US-03,Gross,Note 19 pre-Bitzer recalcitrance
GE-259,US-03-RADCLIFFE-S2,cites,Merleau-Ponty-Phenomenology-of-Perception,phenomenology,117,,US-03,Gross,Note 33 Koffka reference; note 35 instability-of-levels
GE-260,asylum-ironic,instances-in-text,Marquis-de-Montalt,literary-rhetorical,116,,US-03,Gross,Lawful owner of abbey; emotional-political center
GE-261,Gothic-sentimental-subgenre,instances-in-text,Walpole-Castle-of-Otranto,literary-history,87,,US-03,Gross,Implicit Gothic ancestor in genealogy
GE-262,Gothic-sentimental-subgenre,instances-in-text,Lewis-The-Monk-1796,literary-history,87,,US-03,Gross,Antonia 'undone' scene
GE-263,Gothic-sentimental-subgenre,instances-in-text,Radcliffe-Romance-of-the-Forest-1791,literary-history,87,,US-03,Gross,Genre's exemplary practitioner
GE-264,Gross-Ch4-mixed-feelings-thesis,contests,Galen-disequilibrium-mixed-feelings,,,111,US-04,Gross,book p.111 + n.1 (Paster Humoring the Body 2004) — Primary polemical target. Mixed feelings are not proportional internal mixing but negotiated circumstances converging on character.
GE-265,Gross-Ch4-mixed-feelings-thesis,contests,Ekman-basic-emotions-program,,,113,US-04,Gross,book p.113 + n.9 — Ekman 1992: non-basic = combinations of basic. Ekman qualifies that mixed = basic emotions in microseconds — Gross rejects this technical save.
GE-266,Gross-Ch4-mixed-feelings-thesis,builds-on,Barrett-Barsalou-situated-conceptualization,,,117,US-04,Gross,book p.117-120 + n.17 + n.18 — Wilson-Mendenhall Barrett Simmons Barsalou 2011 'Grounding Emotion in Situated Conceptualization' Neuropsychologia. Catch-trial methodology productive for Kagan's uncertainty problem.
GE-267,Gross-Ch4-mixed-feelings-thesis,builds-on,Kahneman-reference-points-mixed-feelings,,,120,US-04,Gross,book p.120 + n.24 — Kahneman 1992 'Reference Points Anchors Norms and Mixed Feelings' OrgBehavior&HumanDecisionProcesses 51:296-312. Mixed feelings as multi-reference-point ambivalencies.
GE-268,Marianne-relative-value-retort-S&S-p198,prefigures,Kahneman-Tversky-prospect-theory-1979,,,120,US-04,Gross,book p.120 (Austen p.198) + n.24 — Marianne's 'if the loss of what is most valued is so easily to be made up by something else' anticipates loss aversion + relative-value central to prospect theory.
GE-269,Edward-mixed-feelings-six-reference-points,defined-by,Barrett-Barsalou-situated-conceptualization,,,119,US-04,Gross,book p.119-120 — Chapter's argumentative crux: 'Edward's mixed feelings are defined by interested onlookers who in this case include us.' Barrett-Barsalou alignment.
GE-270,Elinor-S&S-p198-expected-utility-framing,exemplifies,crass-utilitarian-absolute-value,,,120,US-04,Gross,book p.120 (Austen p.198) — Elinor's framing of Edward-marrying-Lucy as absolute-value substitution — 'disingenuously' performed by the sensible sister.
GE-271,Marianne-S&S-p198-retort,contests,Elinor-S&S-p198-expected-utility-framing,,,120,US-04,Gross,book p.120 (Austen p.198) — Marianne addresses Elinor as 'a non-abstract and unaveraged person' interested in relative not absolute value.
GE-272,Lucy-Steele-S&S-p221-secret-calculation,exemplifies,crass-utilitarian-happiness-quantification,,,120,US-04,Gross,book p.120 (Austen p.221) — '£200 and x = the availability of Colonel Brandon's servants carriage cows and poultry.' Austen quarantines the utility calculation in the character (Lucy) the reader is meant to mistrust.
GE-273,Edward-£200-views-of-happiness-S&S-p218,exemplifies-then-frustrates,Bentham-utilitarianism,,,114,US-04,Gross,book p.114 (Austen p.218) — 'Views of happiness' is the unit on which crass utility would have to operate; the narrator's withholding of Edward's interiority frustrates the calculation.
GE-274,Austen-narrator-withholds-Edward-interiority,contests,Zunshine-theory-of-mind,,,114,US-04,Gross,book p.114 — 'What Edward felt as he could not say it himself it cannot be expected that anyone else should say for him.' Mind-reading denied at both external and internal registers.
GE-275,Austen-Sense-and-Sensibility,builds-on,Ryle-1966-Jane-Austen-and-the-Moralists,,,116,US-04,Gross,book p.116 + n.16 — 'Austen as Aristotelian' Index 167n16. Ryle reads S&S as modeling Aristotelian equilibrium.
GE-276,Austen-Sense-and-Sensibility,contests,MacIntyre-After-Virtue-Austen-Aristotelian-Christian,,,116,US-04,Gross,book p.116 + n.16 (MacIntyre p.240) — Gross departs: 'Austenian happiness is not Aristotelian + Christian as MacIntyre suggests.' Austen is a critic of systematic-utilitarian thinking — not a virtue-equilibrium narrator.
GE-277,Austen-Sense-and-Sensibility,replies-to,Bentham-utilitarianism,,,113,US-04,Gross,book p.113 — Drafted as 'Elinor and Marianne' in 1790s 'just before Austen' wrote S&S — explicitly contemporaneous with crass-utilitarian articulation.
GE-278,Gross-rhetoric-of-mixed-feelings,builds-on,Goring-Rhetoric-of-Sensibility-2005,,,124,US-04,Gross,book p.124 + n.31 — Goring p.153: sentimental-fiction rhetoric of emotion = 'mechanics of the scenes' + 'staging of witnessed eloquence that implicates a reader.'
GE-279,Edward-astonishment-S&S-p217-218,exemplifies,Le-Brun-astonishment-with-fear-Fig4-3,,,116,US-04,Gross,book p.116 (Fig 4.3) + n.11 — Le Brun A Method to Learn to Design the Passions: astonishment always scalar (admiration + fear); 'in its unadulterated form nothing will change per se.'
GE-280,Mr-Bennet-astonishment-P&P-Fig4-2,exemplifies,context-dependence-of-emotional-expression,,,114,US-04,Gross,book p.114-115 (Fig 4.2) — 1833 Greatbatch engraving. Astonishment 'destabilizes the emotional arc in both temporal directions' — requires context (Darcy saved Lydia) to read.
GE-281,Jim-Webb-emotion-paradox-Fig4-4,contests,Ekman-basic-emotions-program,,,117,US-04,Gross,book p.117 (Fig 4.4) — Barrett Lindquist Gendron 2007 TrendsCogSci. Same face — angry or elated — depending on situation. Howard Dean error analog.
GE-282,Kahneman-rhetoric-of-possibilities,builds-on,paradiastole-Peacham-Renaissance-figure,,,122,US-04,Gross,book p.122 — Kahneman's negotiator-reframings ('not losing a vehicle gaining freedom from debt') as Renaissance paradiastole.
GE-283,Kahneman-recalcitrant-world-subject,contests,Skinner-generic-paradiastole-in-utramque-partem,,,122,US-04,Gross,book p.122 + n.28 — Against Skinner's 'always possible to argue on either side' — Kahneman's reference values 'lodged in a recalcitrant world.'
GE-284,Austen-double-negation-Not-no-feelings,contests,Galen-disequilibrium-mixed-feelings,,,120,US-04,Gross,book p.120 — 'Not no feelings to use the double negative Austen found so stylistically congenial.' Double negation as rhetorical-emotional device resisting crass-utilitarian halving.
GE-285,Elinor-as-skilled-rhetorician-subtle-seducer,exemplifies,Kahneman-interested-negotiator,,,123,US-04,Gross,book p.123 — Elinor extracts gratitude / confronts with lowered-vs-raised expectations / exploits loss aversion. Sense as skilled rhetorical performance.
GE-286,John-Dashwood-Mrs-Jennings-secondary-characters,exemplifies,Kahneman-Miller-Norm-Theory-1986,,,124,US-04,Gross,book p.124-125 + n.33 — John (S&S p.200-201) and Mrs. Jennings (p.201) establish competing reference points = Kahnemanite norms outside central characters' purview.
GE-287,Wollstonecraft-equivocal-beings,parallels,Austen-Dashwood-family-plot,,,126,US-04,Gross,book p.126 + n.36 — 'It is as if Wollstonecraft is describing the Dashwood situation exactly.' Both are skilled negotiators à la Kahneman.
GE-288,Mrs-John-Dashwood-S&S-p5,exemplifies,Austen-occasion-vs-character-distinction,,,128,US-04,Gross,book p.128 (Austen p.5) — 'Mrs John Dashwood had never been a favourite ... had had no opportunity till the present of shewing them with how little attention to the comfort of other people she could act when occasion required it.' Occasion not character.
GE-289,Knight-Dunlap-1932-fear-or-anger-Both,grounds,Barrett-Barsalou-situated-conceptualization,,,118,US-04,Gross,book p.118 + n.19 — Dunlap AJP 1932: 'I may apprehend my situation primarily as one in which my welfare is threatened. I call my inner responses fear. You say I am angry. Which is correct? The answer may be: Both.'
GE-290,Kagan-2007-incentive-response-uncertainty,grounds,Barrett-Barsalou-situated-conceptualization,,,115,US-04,Gross,book p.115-117 + n.14 + n.17 — Kagan's gender-study fearful-male-face longer-judgment problem. Ollinger Shulman Corbetta 2001 catch-trial method addresses Kagan-uncertainty in fMRI.
GE-291,Schkade-Kahneman-1998-focusing-illusion,grounds,Kahneman-rhetoric-of-possibilities,,,121,US-04,Gross,book p.121-122 + n.27 — 'Does Living in California Make People Happy?' Advertisers exploit focusing illusion.
GE-292,Kahneman-Tversky-loss-aversion,exemplifies,Elinor-S&S-Volume-III-rhetorical-negotiation,,,123,US-04,Gross,book p.123 — Elinor 'has exploited what Kahneman and Tversky famously call loss aversion by presenting herself as the more immediate love object.'
GE-293,Woloch-Character-Insecurity-S&S-Hegelian-relative-value,parallels,Kahneman-reference-point-relativity,,,116,US-04,Gross,book p.116 + n.15 + book p.126 + n.35 — Woloch 2003 + 2011: 'absolute value no longer inheres within objects.' Hegelian relative-value analog of Kahneman reference-point relativity.
GE-294,Frede-1996-Aristotle-mixed-feelings-Phileban-remedial,misreads,Aristotle-Rhetoric-II-pathe,,,,US-04,Gross,n.5 — Frede subsumes Aristotle's temporal-intentional-object innovation to Phileban remedial framework despite admitting Aristotle uses 'mixture' vocabulary nowhere at all (p.268).
GE-295,Gross-Ch4-cross-disciplinary-method,re-reads-author,HR-01-GROSS-Secret-History-of-Emotion,,,111,US-04,Gross,book p.111 (n.2) + book p.122 (n.32) — Self-citation: Ch.4 of Secret History 'The Politics of Pride in David Hume and David Simple' anchors the post-utilitarian rhetoric-of-economics genealogy.
GE-296,Gross-Ch4-mixed-feelings-rhetorical-situation,cross-discipline-bridges,Aristotle-Rhetoric-II-pathe,,,116,US-04,Gross,book p.116 + n.16 + Index 167n16 — Austen-as-Aristotelian Index entry as major cross-pipeline anchor to Aristotle Rhetoric pathē tradition — qualified by Gross's note 16.
