subject,stimulus,round,variant,bin,t_s,duration_s,cognitive_load,decimation_step,gaze_dev,hr,openness,openness_sentinel,pupil,grid,t_frac
S02,CLC,1,unified,784,784,908.7,0.600691666667,1,0.167334993352,72,0,0,,abs,
S02,CLC,1,unified,785,785,908.7,0.591762666667,1,0.0971396902611,71.3333333333,0.666666666667,0.666666666667,3.52231225,abs,
S02,CLC,1,unified,786,786,908.7,0.579232,1,0.103269583216,71,0.333333333333,0.333333333333,3.2586445,abs,
S02,CLC,1,unified,787,787,908.7,0.375420666667,1,0.196502639623,71,0.333333333333,0.333333333333,3.4132155,abs,
S02,CLC,1,unified,788,788,908.7,0.261496333333,1,0.189878437225,71,1,1,3.36041533333,abs,
S02,CLC,1,unified,789,789,908.7,0.251791666667,1,0.1505970478,71,0.666666666667,0.666666666667,3.50971975,abs,
S02,CLC,1,unified,790,790,908.7,0.25334,1,0.183685036783,71.6666666667,0,0,,abs,
S02,CLC,1,unified,791,791,908.7,0.249928666667,1,0.191209732444,72,0.666666666667,0.666666666667,3.4240645,abs,
S02,CLC,1,unified,792,792,908.7,0.261439333333,1,0.151933387226,72,1,1,3.40223183333,abs,
S02,CLC,1,unified,793,793,908.7,0.268325666667,1,0.12561448961,72,1,1,3.89469133333,abs,
S02,CLC,1,unified,794,794,908.7,0.268976666667,1,0.121995503776,72,1,1,3.94840233333,abs,
S02,CLC,1,unified,795,795,908.7,0.274493,1,0.109795049056,71.3333333333,0,0,,abs,
S02,CLC,1,unified,796,796,908.7,0.305876666667,1,0.148871752931,71,0.333333333333,0.333333333333,3.8578185,abs,
S02,CLC,1,unified,797,797,908.7,0.319129333333,1,0.0696989445154,71,1,1,3.45437616667,abs,
S02,CLC,1,unified,798,798,908.7,0.290600666667,1,0.0733273999586,71,0.666666666667,0.666666666667,3.5983085,abs,
S02,CLC,1,unified,799,799,908.7,0.251151,1,0.128152713702,71,0.666666666667,0.666666666667,3.54006925,abs,
S02,CLC,1,unified,800,800,908.7,0.2375685,1,0.256572220413,70,0,0,,abs,
S02,CLC,1,unified,801,801,908.7,0.242044333333,1,0.192686321677,69,0.333333333333,0.333333333333,3.580307,abs,
S02,CLC,1,unified,802,802,908.7,0.247480333333,1,0.178528479744,69,0.666666666667,0.666666666667,3.35855075,abs,
S02,CLC,1,unified,803,803,908.7,0.229718666667,1,0.193168596089,69,0,0,,abs,
S02,CLC,1,unified,804,804,908.7,0.220480333333,1,0.216734055695,69,0.666666666667,0.666666666667,3.355377,abs,
S02,CLC,1,unified,805,805,908.7,0.233101,1,0.18460972609,69,0.666666666667,0.666666666667,3.076603,abs,
S02,CLC,1,unified,806,806,908.7,0.248976666667,1,0.109498858442,69,0,0,,abs,
S02,CLC,1,unified,807,807,908.7,0.272653333333,1,0.456817840359,69,0,0.333333333333,2.906082,abs,
S02,CLC,1,unified,808,808,908.7,0.276945666667,1,0.444311698803,69,1,0.666666666667,3.20663475,abs,
S02,CLC,1,unified,809,809,908.7,0.2847575,1,0.419299415692,69,0,0,,abs,
S02,CLC,1,unified,810,810,908.7,0.2793915,1,0.0330151480384,70.5,0,0,,abs,
S02,CLC,1,unified,811,811,908.7,0.277969666667,1,0.0561990619206,72,0.666666666667,1,3.94420616667,abs,
S02,CLC,1,unified,812,812,908.7,0.270076666667,1,0.126594258317,72,0.666666666667,0.666666666667,3.436981,abs,
S02,CLC,1,unified,813,813,908.7,0.253225333333,1,0.24515488483,72,1,1,3.58014166667,abs,
S02,CLC,1,unified,814,814,908.7,0.23754,1,0.305777199371,72,1,1,3.45275366667,abs,
S02,CLC,1,unified,815,815,908.7,0.241927,1,0.443560202546,72.6666666667,1,1,3.20210016667,abs,
S02,CLC,1,unified,816,816,908.7,0.261724,1,0.0944788007552,73,1,1,3.38780983333,abs,
S02,CLC,1,unified,817,817,908.7,0.280403,1,0.115038681749,73,1,1,3.6146215,abs,
S02,CLC,1,unified,818,818,908.7,0.282935666667,1,0.190008945038,73,1,1,3.4134165,abs,
S02,CLC,1,unified,819,819,908.7,0.278063333333,1,0.22316333235,73,1,1,3.29085283333,abs,
S02,CLC,1,unified,820,820,908.7,0.325325,1,0.317039608403,74.3333333333,1,1,3.39706916667,abs,
S02,CLC,1,unified,821,821,908.7,0.439328,1,0.236591609294,75,0.666666666667,0.666666666667,3.147732,abs,
S02,CLC,1,unified,822,822,908.7,0.485029666667,1,0.184021829482,75,0.666666666667,0.666666666667,3.06754325,abs,
S02,CLC,1,unified,823,823,908.7,0.517026666667,1,0.226512441213,75,1,1,3.2022145,abs,
S02,CLC,1,unified,824,824,908.7,0.515669333333,1,0.111483870088,75,0.333333333333,0.333333333333,3.299179,abs,
S02,CLC,1,unified,825,825,908.7,0.497346666667,1,0.0946414285606,75.6666666667,1,1,3.39492533333,abs,
S02,CLC,1,unified,826,826,908.7,0.595324333333,1,0.171462123935,76,0.333333333333,0.333333333333,3.28965,abs,
S02,CLC,1,unified,827,827,908.7,0.791903666667,1,0.156540729524,76,0,0,,abs,
S02,CLC,1,unified,828,828,908.7,0.675124666667,1,0.13334167587,76,0.333333333333,0.333333333333,3.3418505,abs,
S02,CLC,1,unified,829,829,908.7,0.501938,1,0.0636564149851,76,1,1,2.850001,abs,
S02,CLC,1,unified,830,830,908.7,0.509217333333,1,0.0774100255076,79.3333333333,0,0,,abs,
S02,CLC,1,unified,831,831,908.7,0.488773,1,,81,0,0,,abs,
S02,CLC,1,unified,832,832,908.7,0.483528333333,1,0.0617028302178,81,0,0,,abs,
S02,CLC,1,unified,833,833,908.7,0.521083,1,0.0862249176779,81,1,1,3.54492433333,abs,
S02,CLC,1,unified,834,834,908.7,0.559014666667,1,0.0943028858039,81,0.666666666667,0.666666666667,3.6111335,abs,
S02,CLC,1,unified,835,835,908.7,0.587674333333,1,0.101711771631,79.6666666667,0.666666666667,0.666666666667,3.529766,abs,
S02,CLC,1,unified,836,836,908.7,0.607925333333,1,0.172113823422,79,0.666666666667,0.666666666667,3.619545,abs,
S02,CLC,1,unified,837,837,908.7,0.618683333333,1,0.330641899741,79,1,1,3.35586783333,abs,
S02,CLC,1,unified,838,838,908.7,0.604713333333,1,0.329356515415,79,1,1,3.49262483333,abs,
S02,CLC,1,unified,839,839,908.7,0.582261,1,0.321709764066,79,0.333333333333,0.333333333333,3.590988,abs,
S02,CLC,1,unified,840,840,908.7,0.562734666667,1,0.126745674826,77,0,0,,abs,
S02,CLC,1,unified,841,841,908.7,0.549241333333,1,0.161157074558,76,0.666666666667,0.666666666667,3.40491875,abs,
S02,CLC,1,unified,842,842,908.7,0.529498666667,1,0.116784343054,76,1,1,3.87077333333,abs,
S02,CLC,1,unified,843,843,908.7,0.516253,1,0.0899825915607,76,1,1,3.98664616667,abs,
S02,CLC,1,unified,844,844,908.7,0.495734666667,1,0.0635860554156,76,0.666666666667,0.666666666667,4.15250375,abs,
S02,CLC,1,unified,845,845,908.7,0.492477,1,0.0720511798184,74,0.666666666667,0.666666666667,3.94075025,abs,
S02,CLC,1,unified,846,846,908.7,0.507622,1,0.0796635881942,73,1,1,3.671875,abs,
S02,CLC,1,unified,847,847,908.7,0.513769,1,0.103949823168,73,0.333333333333,0.666666666667,3.552105,abs,
S02,CLC,1,unified,848,848,908.7,0.513769,1,0.199029705898,73,1,1,3.55900333333,abs,
S02,CLC,1,unified,849,849,908.7,0.513769,1,0.263976779989,73,0,0,,abs,
S02,CLC,1,unified,850,850,908.7,0.513769,1,0.286348856901,71.6666666667,1,1,3.30688983333,abs,
S02,CLC,1,unified,851,851,908.7,0.513769,1,0.0671300999299,71,0.666666666667,0.666666666667,3.6069945,abs,
S02,CLC,1,unified,852,852,908.7,0.513769,1,0.0338898963355,71,1,1,3.52021283333,abs,
S02,CLC,1,unified,853,853,908.7,0.513769,1,0.135462171841,71,1,1,3.586179,abs,
S02,CLC,1,unified,854,854,908.7,0.513769,1,0.153201190165,71,1,1,3.78179666667,abs,
S02,CLC,1,unified,855,855,908.7,0.513769,1,0.245676329225,69,1,1,3.656194,abs,
S02,CLC,1,unified,856,856,908.7,0.513769,1,0.180583848428,69,0.666666666667,0.666666666667,3.52265525,abs,
S02,CLC,1,unified,857,857,908.7,0.513769,1,0.112595119284,69,1,1,3.1159365,abs,
S02,CLC,1,unified,858,858,908.7,0.513769,1,0.0784584036311,69,1,1,3.26287083333,abs,
S02,CLC,1,unified,859,859,908.7,0.513769,1,0.0545164783133,69,0.333333333333,0.333333333333,3.1828305,abs,
S02,CLC,1,unified,860,860,908.7,0.513769,1,0.134323454306,70,0.333333333333,0.333333333333,3.527893,abs,
S02,CLC,1,unified,861,861,908.7,0.513769,1,0.14463659283,70,0.333333333333,0.333333333333,3.2223665,abs,
S02,CLC,1,unified,862,862,908.7,0.513769,1,0.082175573521,70,0.333333333333,0.333333333333,3.233513,abs,
S02,CLC,1,unified,863,863,908.7,0.513769,1,0.0756331275928,70,1,1,2.91806783333,abs,
S02,CLC,1,unified,864,864,908.7,0.513769,1,0.123493409515,70,0.666666666667,0.666666666667,2.76740675,abs,
S02,CLC,1,unified,865,865,908.7,0.513769,1,0.165433055775,69,1,1,2.961876,abs,
S02,CLC,1,unified,866,866,908.7,0.513769,1,0.136545956351,69,0.666666666667,0.666666666667,3.05478275,abs,
S02,CLC,1,unified,867,867,908.7,0.513769,1,0.113411701427,69,0.666666666667,0.666666666667,3.0783885,abs,
S02,CLC,1,unified,868,868,908.7,0.513769,1,0.0945708014594,69,0.666666666667,0.666666666667,2.93894975,abs,
S02,CLC,1,unified,869,869,908.7,0.513769,1,0.0973396268669,69,0,0,,abs,
S02,CLC,1,unified,870,870,908.7,0.513769,1,0.113725530658,71,0.666666666667,0.666666666667,3.0232695,abs,
S02,CLC,1,unified,871,871,908.7,0.513769,1,0.143589754702,71,0.666666666667,0.666666666667,3.22158425,abs,
S02,CLC,1,unified,872,872,908.7,0.513769,1,0.136108034133,71,1,1,3.095352,abs,
S02,CLC,1,unified,873,873,908.7,0.513769,1,0.166652806826,71,0.333333333333,0.333333333333,3.2820435,abs,
S02,CLC,1,unified,874,874,908.7,0.513769,1,0.197081201539,71,0,0,,abs,
S02,CLC,1,unified,875,875,908.7,0.513769,1,0.190078441731,70,0.666666666667,0.666666666667,3.1372525,abs,
S02,CLC,1,unified,876,876,908.7,0.513769,1,0.135484286202,70,0.666666666667,0.666666666667,3.1439245,abs,
S02,CLC,1,unified,877,877,908.7,0.513769,1,0.124457369499,70,0.333333333333,0.333333333333,3.1770555,abs,
S02,CLC,1,unified,878,878,908.7,0.513769,1,0.145148967137,70,0.666666666667,0.666666666667,3.25140775,abs,
S02,CLC,1,unified,879,879,908.7,0.513769,1,0.195202012564,70,1,1,3.52362816667,abs,
S02,CLC,1,unified,880,880,908.7,0.513769,1,0.100723967097,70,0.666666666667,0.666666666667,3.59091575,abs,
S02,CLC,1,unified,881,881,908.7,0.513769,1,0.0984187899236,70,0.666666666667,0.666666666667,3.600979,abs,
S02,CLC,1,unified,882,882,908.7,0.513769,1,0.116653498568,70,0.333333333333,0.333333333333,3.500122,abs,
S02,CLC,1,unified,883,883,908.7,0.513769,1,0.0981202457616,70,0.333333333333,0.333333333333,3.814293,abs,
S02,CLC,1,unified,884,884,908.7,0.513769,1,0.0630886465773,70,1,1,3.15154516667,abs,
S02,CLC,1,unified,885,885,908.7,0.513769,1,0.11636612267,68,0.666666666667,0.666666666667,3.2573965,abs,
S02,CLC,1,unified,886,886,908.7,0.513769,1,0.243312496405,68,1,1,3.6283775,abs,
S02,CLC,1,unified,887,887,908.7,0.513769,1,0.214860281291,68,1,1,4.12896716667,abs,
S02,CLC,1,unified,888,888,908.7,0.513769,1,0.172771468692,68,0.666666666667,0.666666666667,4.3470765,abs,
S02,CLC,1,unified,889,889,908.7,0.513769,1,0.0910895840323,68,1,1,3.94520066667,abs,
S02,CLC,1,unified,890,890,908.7,0.513769,1,0.114657607888,69,1,1,4.01287066667,abs,
S02,CLC,1,unified,891,891,908.7,0.513769,1,0.116563824794,69,0,0,,abs,
S02,CLC,1,unified,892,892,908.7,0.513769,1,0.161188737648,69,0.333333333333,0.333333333333,3.645119,abs,
S02,CLC,1,unified,893,893,908.7,0.513769,1,0.13039354206,69,0.333333333333,0.333333333333,3.8575745,abs,
S02,CLC,1,unified,894,894,908.7,0.513769,1,0.122694743164,69,0,0,,abs,
S02,CLC,1,unified,895,895,908.7,0.513769,1,0.0815287965324,67,0.333333333333,0.333333333333,3.6305775,abs,
S02,CLC,1,unified,896,896,908.7,0.513769,1,0.106380472111,67,1,1,3.33266466667,abs,
S02,CLC,1,unified,897,897,908.7,0.513769,1,0.107313151181,67,1,1,4.001564,abs,
S02,CLC,1,unified,898,898,908.7,0.513769,1,0.0816088230524,67,1,1,3.97239416667,abs,
S02,CLC,1,unified,899,899,908.7,0.513769,1,0.143866700764,67,1,1,4.159172,abs,
S02,CLC,1,unified,900,900,908.7,0.513769,1,0.147198952314,68,1,1,4.08535783333,abs,
S02,CLC,1,unified,901,901,908.7,0.513769,1,0.121359483925,68,1,1,4.09129583333,abs,
S02,CLC,1,unified,902,902,908.7,0.513769,1,0.0657065456523,68,1,1,4.04411583333,abs,
S02,CLC,1,unified,903,903,908.7,0.513769,1,0.0545343928177,68,1,1,4.03610483333,abs,
S02,CLC,1,unified,904,904,908.7,0.513769,1,0.137762559912,68,0.666666666667,0.666666666667,3.84642,abs,
S02,CLC,1,unified,905,905,908.7,0.513769,1,0.157187349483,67,1,1,3.55444583333,abs,
S02,CLC,1,unified,906,906,908.7,0.513769,1,0.123449537528,67,1,1,3.68909716667,abs,
S02,CLC,1,unified,907,907,908.7,0.513769,1,0.0929477997473,67,1,1,3.93023433333,abs,
S02,CLC,1,unified,908,908,908.7,0.513769,1,0.0695661695399,67,1,1,3.87036633333,abs,
S02,INT,1,unified,0,0,885.8,0.310129,1,0.202695746755,70,1,1,3.240059,abs,
S02,INT,1,unified,1,1,885.8,0.310129,1,0.192731386712,69,1,1,3.00751,abs,
S02,INT,1,unified,2,2,885.8,0.310129,1,0.220780312399,69,1,1,3.222163,abs,
S02,INT,1,unified,3,3,885.8,0.310129,1,0.166677199703,69,1,1,3.00641366667,abs,
S02,INT,1,unified,4,4,885.8,0.310129,1,0.247227337247,69,1,1,3.15352883333,abs,
S02,INT,1,unified,5,5,885.8,0.310129,1,0.296385306653,69,1,1,3.011345,abs,
S02,INT,1,unified,6,6,885.8,0.310129,1,0.163624072813,68,1,1,2.933141,abs,
S02,INT,1,unified,7,7,885.8,0.310129,1,0.199347521508,68,1,1,2.97963716667,abs,
S02,INT,1,unified,8,8,885.8,0.310129,1,0.223810201232,68,1,1,3.12261466667,abs,
S02,INT,1,unified,9,9,885.8,0.310129,1,0.188957263134,68,0.666666666667,0.666666666667,3.160755,abs,
S02,INT,1,unified,10,10,885.8,0.310129,1,0.190746658967,68,1,1,2.962082,abs,
S02,INT,1,unified,11,11,885.8,0.310129,1,0.139493656917,67,1,1,3.03129083333,abs,
S02,INT,1,unified,12,12,885.8,0.391732333333,1,0.0375467678904,67,1,1,3.06228916667,abs,
S02,INT,1,unified,13,13,885.8,0.545052666667,1,0.0432646443326,67,1,1,3.1359025,abs,
S02,INT,1,unified,14,14,885.8,0.515946666667,1,0.071433999693,67,1,1,3.172287,abs,
S02,INT,1,unified,15,15,885.8,0.506608666667,1,0.0781686211545,66.6666666667,1,1,3.2024485,abs,
S02,INT,1,unified,16,16,885.8,0.513986,1,0.0767592565818,66,1,1,3.08250933333,abs,
S02,INT,1,unified,17,17,885.8,0.581408666667,1,0.100497387611,66,0.666666666667,0.666666666667,3.08401125,abs,
S02,INT,1,unified,18,18,885.8,0.536300666667,1,0.123146627253,66,0.666666666667,0.666666666667,3.23831925,abs,
S02,INT,1,unified,19,19,885.8,0.587940666667,1,0.100048310061,66,1,1,3.03579966667,abs,
S02,INT,1,unified,20,20,885.8,0.658902,1,0.0948438591881,66.6666666667,1,1,3.06446833333,abs,
S02,INT,1,unified,21,21,885.8,0.657002333333,1,0.0673591122269,68,1,1,3.030632,abs,
S02,INT,1,unified,22,22,885.8,0.660281333333,1,0.173015445537,68,1,1,3.15135966667,abs,
S02,INT,1,unified,23,23,885.8,0.641264,1,0.236076239173,68,0.666666666667,0.666666666667,3.4296075,abs,
S02,INT,1,unified,24,24,885.8,0.634122333333,1,0.259826310755,68,1,1,3.58834066667,abs,
S02,INT,1,unified,25,25,885.8,0.518464666667,1,0.417239280121,67.6666666667,1,1,3.31623333333,abs,
S02,INT,1,unified,26,26,885.8,0.450637,1,0.307642944995,67,1,1,3.52808383333,abs,
S02,INT,1,unified,27,27,885.8,0.439946,1,0.233725753124,67,1,1,3.42995716667,abs,
S02,INT,1,unified,28,28,885.8,0.580663,1,0.262968029807,67,1,1,3.38000983333,abs,
S02,INT,1,unified,29,29,885.8,0.553137,1,0.207761589765,67,1,1,3.58381883333,abs,
S02,INT,1,unified,30,30,885.8,0.506274333333,1,0.171747725767,67.6666666667,1,1,3.45344283333,abs,
S02,INT,1,unified,31,31,885.8,0.509362,1,0.387249801921,69,1,1,3.83826966667,abs,
S02,INT,1,unified,32,32,885.8,0.509997333333,1,0.26324009525,69,1,1,4.05045566667,abs,
S02,INT,1,unified,33,33,885.8,0.493627,1,0.127206616735,69,1,1,3.5530575,abs,
S02,INT,1,unified,34,34,885.8,0.489439,1,0.121173534465,69,1,1,3.73916633333,abs,
S02,INT,1,unified,35,35,885.8,0.492095,1,0.0884924305904,68.6666666667,1,1,3.21985366667,abs,
S02,INT,1,unified,36,36,885.8,0.633576,1,0.0530105954291,68,1,1,3.4898225,abs,
S02,INT,1,unified,37,37,885.8,0.704364666667,1,0.0495029740191,68,1,1,3.599477,abs,
S02,INT,1,unified,38,38,885.8,0.707161333333,1,0.0461004338374,68,1,1,3.59041583333,abs,
S02,INT,1,unified,39,39,885.8,0.712536,1,0.151754692956,68,1,1,3.3481495,abs,
S02,INT,1,unified,40,40,885.8,0.712536,1,0.207692820624,67.6666666667,1,1,3.207128,abs,
S02,INT,1,unified,41,41,885.8,0.712536,1,0.20747381171,67,1,1,3.30526983333,abs,
S02,INT,1,unified,42,42,885.8,0.712536,1,0.217628662796,67,1,1,3.05947866667,abs,
S02,INT,1,unified,43,43,885.8,0.712536,1,0.244781027064,67,1,1,2.88599383333,abs,
S02,INT,1,unified,44,44,885.8,0.712536,1,0.246197390539,67,1,1,3.28086083333,abs,
S02,INT,1,unified,45,45,885.8,0.712536,1,0.245110689281,66.6666666667,1,1,3.36430833333,abs,
S02,INT,1,unified,46,46,885.8,0.712536,1,0.209691843807,66,1,1,3.26991266667,abs,
S02,INT,1,unified,47,47,885.8,0.712536,1,0.226117423141,66,1,1,3.30658966667,abs,
S02,INT,1,unified,48,48,885.8,0.712536,1,0.244028820611,66,0.666666666667,0.666666666667,3.6067085,abs,
S02,INT,1,unified,49,49,885.8,0.712536,1,0.256806461217,66,1,1,3.424273,abs,
S02,INT,1,unified,50,50,885.8,0.712536,1,0.212152874385,66,1,1,3.58666233333,abs,
S02,INT,1,unified,51,51,885.8,0.712536,1,0.0942722122367,66,1,1,3.95934033333,abs,
S02,INT,1,unified,52,52,885.8,0.712536,1,0.300116920851,66,1,1,3.513415,abs,
S02,INT,1,unified,53,53,885.8,0.712536,1,0.22443136435,66,0.666666666667,1,3.38151066667,abs,
S02,INT,1,unified,54,54,885.8,0.712536,1,0.165013420707,66,1,1,3.58865083333,abs,
S02,INT,1,unified,55,55,885.8,0.712536,1,0.211557242557,65.6666666667,1,1,3.44096633333,abs,
S02,INT,1,unified,56,56,885.8,0.712536,1,0.299545412668,65,1,1,3.5203885,abs,
S02,INT,1,unified,57,57,885.8,0.712536,1,0.278500306939,65,1,1,3.76245133333,abs,
S02,INT,1,unified,58,58,885.8,0.712536,1,0.348361269612,65,0.666666666667,1,3.332606,abs,
S02,INT,1,unified,59,59,885.8,0.712536,1,0.407024066012,65,1,1,3.515625,abs,
S02,INT,1,unified,60,60,885.8,0.712536,1,0.403703734833,65,1,1,3.62482216667,abs,
S02,INT,1,unified,61,61,885.8,0.712536,1,0.405753832249,65,1,1,3.699669,abs,
S02,INT,1,unified,62,62,885.8,0.712536,1,0.269957252959,65,0.666666666667,1,3.65405266667,abs,
S02,INT,1,unified,63,63,885.8,0.712536,1,0.0800566196985,65,1,1,4.14948016667,abs,
S02,INT,1,unified,64,64,885.8,0.712536,1,0.0589468057632,65,1,1,4.44893133333,abs,
S02,INT,1,unified,65,65,885.8,0.712536,1,0.0555776337068,65.6666666667,1,1,4.59435266667,abs,
S02,INT,1,unified,66,66,885.8,0.712536,1,0.117020393172,66,1,1,4.72909816667,abs,
S02,INT,1,unified,67,67,885.8,0.712536,1,0.18486670645,66,1,1,4.74676533333,abs,
S02,INT,1,unified,68,68,885.8,0.712536,1,0.176539534836,66,1,1,4.69241083333,abs,
S02,INT,1,unified,69,69,885.8,0.712536,1,0.123215554742,66,1,1,3.5696055,abs,
S02,INT,1,unified,70,70,885.8,0.712536,1,0.148151631938,66.6666666667,1,1,3.43784566667,abs,
S02,INT,1,unified,71,71,885.8,0.712536,1,0.191233524784,67,0.666666666667,0.666666666667,3.84939175,abs,
S02,INT,1,unified,72,72,885.8,0.712536,1,0.0604027480576,67,0.666666666667,0.666666666667,3.73211675,abs,
S02,INT,1,unified,73,73,885.8,0.712536,1,0.078821910067,67,1,1,3.527387,abs,
S02,INT,1,unified,74,74,885.8,0.712536,1,0.192858160286,67,1,1,3.508751,abs,
S02,INT,1,unified,75,75,885.8,0.712536,1,0.238708449634,67,1,1,3.6266275,abs,
S02,INT,1,unified,76,76,885.8,0.712536,1,0.230481914063,67,1,1,3.65440616667,abs,
S02,INT,1,unified,77,77,885.8,0.712536,1,0.231073669343,67,1,1,3.50448083333,abs,
S02,INT,1,unified,78,78,885.8,0.712536,1,0.276185943575,67,1,1,3.65553783333,abs,
S02,INT,1,unified,79,79,885.8,0.712536,1,0.229584168453,67,1,1,3.467453,abs,
S02,INT,1,unified,80,80,885.8,0.712536,1,0.230155832617,67,0.666666666667,0.666666666667,3.66621775,abs,
S02,INT,1,unified,81,81,885.8,0.712536,1,0.265316989242,67,1,1,3.74388883333,abs,
S02,INT,1,unified,82,82,885.8,0.425672,1,0.253789526292,67,0.666666666667,0.666666666667,3.7462465,abs,
S02,INT,1,unified,83,83,885.8,0.277504666667,1,0.200062908537,67,1,1,3.43969733333,abs,
S02,INT,1,unified,84,84,885.8,0.269825666667,1,0.233332730764,67,0.666666666667,0.666666666667,3.66973125,abs,
S02,INT,1,unified,85,85,885.8,0.247959333333,1,0.548360953024,67,1,1,3.44694266667,abs,
S02,INT,1,unified,86,86,885.8,0.249957333333,1,0.587096643889,67,1,1,3.7169215,abs,
S02,INT,1,unified,87,87,885.8,0.261154333333,1,0.3735576155,67,1,1,3.87805183333,abs,
S02,INT,1,unified,88,88,885.8,0.281754,1,0.153961477907,67,1,1,3.48849483333,abs,
S02,INT,1,unified,89,89,885.8,0.301368333333,1,0.207828615357,67,1,1,3.64037066667,abs,
S02,INT,1,unified,90,90,885.8,0.305862,1,0.251330957106,66.3333333333,1,1,3.677165,abs,
S02,INT,1,unified,91,91,885.8,0.296247,1,0.197519866292,66,1,1,3.608625,abs,
S02,INT,1,unified,92,92,885.8,0.454729,1,0.146055570894,66,1,1,3.12623583333,abs,
S02,INT,1,unified,93,93,885.8,0.533187,1,0.12190847936,66,1,1,3.17905683333,abs,
S02,INT,1,unified,94,94,885.8,0.539411333333,1,0.113269598111,66,1,1,3.82647716667,abs,
S02,INT,1,unified,95,95,885.8,0.532440666667,1,0.0727262541089,64.6666666667,1,1,4.19898983333,abs,
S02,INT,1,unified,96,96,885.8,0.521761333333,1,0.272910034667,64,1,1,3.98465983333,abs,
S02,INT,1,unified,97,97,885.8,0.5260955,1,0.470845250587,64,1,1,3.940071,abs,
S02,INT,1,unified,98,98,885.8,0.529367333333,1,0.280922063986,64,1,1,4.2142715,abs,
S02,INT,1,unified,99,99,885.8,0.522310333333,1,0.194723521948,64,1,1,4.36899583333,abs,
S02,INT,1,unified,100,100,885.8,0.583623333333,1,0.182373929058,64.6666666667,1,1,4.4997,abs,
S02,INT,1,unified,101,101,885.8,0.572731333333,1,0.277105577158,65,1,1,3.55839783333,abs,
S02,INT,1,unified,102,102,885.8,0.509171,1,0.423600042177,65,1,1,3.72106683333,abs,
S02,INT,1,unified,103,103,885.8,0.492418666667,1,0.496474114974,65,1,0.666666666667,3.85977925,abs,
S02,INT,1,unified,104,104,885.8,0.613087666667,1,0.422694555349,65,0.666666666667,1,3.84223166667,abs,
S02,INT,1,unified,105,105,885.8,0.667994666667,1,0.319139344348,65,1,1,3.75131466667,abs,
S02,INT,1,unified,106,106,885.8,0.659177666667,1,0.358828998271,65,1,1,3.84442416667,abs,
S02,INT,1,unified,107,107,885.8,0.653448333333,1,0.269985861015,65,1,1,3.81016033333,abs,
S02,INT,1,unified,108,108,885.8,0.651546,1,0.346502885991,65,0.666666666667,1,3.80782816667,abs,
S02,INT,1,unified,109,109,885.8,0.651546,1,0.299462522684,65,1,1,3.85813666667,abs,
S02,INT,1,unified,110,110,885.8,0.651546,1,0.236013241154,63.6666666667,1,1,4.391528,abs,
S02,INT,1,unified,111,111,885.8,0.651546,1,0.327302994181,63,1,1,3.94445016667,abs,
S02,INT,1,unified,112,112,885.8,0.651546,1,0.242529975445,63,1,1,3.29812866667,abs,
S02,INT,1,unified,113,113,885.8,0.651546,1,0.0305024464733,63,0.666666666667,1,3.39256283333,abs,
S02,INT,1,unified,114,114,885.8,0.651546,1,0.0555170117558,63,1,1,3.6644515,abs,
S02,INT,1,unified,115,115,885.8,0.651546,1,0.0940291220393,63,1,1,4.05767816667,abs,
S02,INT,1,unified,116,116,885.8,0.651546,1,0.108164813293,63,1,1,3.99646516667,abs,
S02,INT,1,unified,117,117,885.8,0.651546,1,0.0990874781843,63,0.666666666667,1,3.59762583333,abs,
S02,INT,1,unified,118,118,885.8,0.651546,1,0.135930113391,63,1,1,3.54736066667,abs,
S02,INT,1,unified,119,119,885.8,0.651546,1,0.438991832526,63,1,1,3.75052916667,abs,
S02,INT,1,unified,120,120,885.8,0.651546,1,0.444572303346,63,1,1,3.8063025,abs,
S02,INT,1,unified,121,121,885.8,0.651546,1,0.275089615873,63,1,1,3.69277216667,abs,
S02,INT,1,unified,122,122,885.8,0.651546,1,0.10671668172,63,1,1,3.733144,abs,
S02,INT,1,unified,123,123,885.8,0.651546,1,0.04585029989,63,1,1,3.41901666667,abs,
S02,INT,1,unified,124,124,885.8,0.651546,1,0.189795551395,63,1,1,3.183497,abs,
S02,INT,1,unified,125,125,885.8,0.651546,1,0.147901918222,63,1,1,3.32260383333,abs,
S02,INT,1,unified,126,126,885.8,0.651546,1,0.114908464469,63,1,1,3.36069483333,abs,
S02,INT,1,unified,127,127,885.8,0.651546,1,0.105086868828,63,1,1,3.01541383333,abs,
S02,INT,1,unified,128,128,885.8,0.651546,1,0.185064568563,63,1,1,3.54488883333,abs,
S02,INT,1,unified,129,129,885.8,0.651546,1,0.25719885303,63,1,1,3.67589566667,abs,
S02,INT,1,unified,130,130,885.8,0.651546,1,0.223682003681,62.3333333333,0.666666666667,1,3.87755333333,abs,
S02,INT,1,unified,131,131,885.8,0.651546,1,0.248228164221,62,1,1,4.13832583333,abs,
S02,INT,1,unified,132,132,885.8,0.651546,1,0.207928714945,62,1,1,4.30151366667,abs,
S02,INT,1,unified,133,133,885.8,0.651546,1,0.208651471861,62,1,1,4.33964266667,abs,
S02,INT,1,unified,134,134,885.8,0.651546,1,0.156268780824,62,0.666666666667,0.666666666667,4.17385075,abs,
S02,INT,1,unified,135,135,885.8,0.651546,1,0.158803378596,68,1,1,4.50906116667,abs,
