subject,stimulus,round,variant,signal,stat,value
R2-03,INT,2,native,left_eye_dilation,sd,0.715888617631
R2-03,INT,2,native,left_eye_dilation,slope,-0.000217221030008
R2-03,INT,2,native,left_eye_dilation,third1,4.51843219863
R2-03,INT,2,native,left_eye_dilation,third2,4.44119718144
R2-03,INT,2,native,left_eye_dilation,third3,4.07148457349
R2-03,INT,2,native,right_eye_dilation,delta_last_first_third,-0.404767273428
R2-03,INT,2,native,right_eye_dilation,max,5.413147
R2-03,INT,2,native,right_eye_dilation,mean,3.9171201932
R2-03,INT,2,native,right_eye_dilation,median,3.9003985
R2-03,INT,2,native,right_eye_dilation,min,1.876892
R2-03,INT,2,native,right_eye_dilation,sd,0.570203927055
R2-03,INT,2,native,right_eye_dilation,slope,-0.000217101941187
R2-03,INT,2,native,right_eye_dilation,third1,4.08091341175
R2-03,INT,2,native,right_eye_dilation,third2,3.99429673553
R2-03,INT,2,native,right_eye_dilation,third3,3.67615319397
R2-04,BOR,2,native,cognitive_load,delta_last_first_third,0.149490052454
R2-04,BOR,2,native,cognitive_load,max,0.969304
R2-04,BOR,2,native,cognitive_load,mean,0.473266306531
R2-04,BOR,2,native,cognitive_load,median,0.48236845
R2-04,BOR,2,native,cognitive_load,min,0.1522559
R2-04,BOR,2,native,cognitive_load,sd,0.184053055328
R2-04,BOR,2,native,cognitive_load,slope,0.000224634121315
R2-04,BOR,2,native,cognitive_load,third1,0.406337952147
R2-04,BOR,2,native,cognitive_load,third2,0.45650131319
R2-04,BOR,2,native,cognitive_load,third3,0.556449328963
R2-04,BOR,2,native,eye_gaze_deviation,delta_last_first_third,0.0231409854075
R2-04,BOR,2,native,eye_gaze_deviation,max,0.621296889432
R2-04,BOR,2,native,eye_gaze_deviation,mean,0.145986101908
R2-04,BOR,2,native,eye_gaze_deviation,median,0.12182053359
R2-04,BOR,2,native,eye_gaze_deviation,min,0.00843028879107
R2-04,BOR,2,native,eye_gaze_deviation,sd,0.0987753108694
R2-04,BOR,2,native,eye_gaze_deviation,slope,2.86158803747e-05
R2-04,BOR,2,native,eye_gaze_deviation,third1,0.125240179441
R2-04,BOR,2,native,eye_gaze_deviation,third2,0.16432652997
R2-04,BOR,2,native,eye_gaze_deviation,third3,0.148391470408
R2-04,BOR,2,native,eye_openness,third1,0.854896655222
R2-04,BOR,2,native,eye_openness,third2,0.912640123695
R2-04,BOR,2,native,eye_openness,third3,0.839002705837
R2-04,BOR,2,native,hr,delta_last_first_third,-3.34782608696
R2-04,BOR,2,native,hr,max,120
R2-04,BOR,2,native,hr,mean,72.971291866
R2-04,BOR,2,native,hr,median,69
R2-04,BOR,2,native,hr,min,58
R2-04,BOR,2,native,hr,sd,13.5752581345
R2-04,BOR,2,native,hr,slope,-0.00393134628963
R2-04,BOR,2,native,hr,third1,75.5942028986
R2-04,BOR,2,native,hr,third2,70.9565217391
R2-04,BOR,2,native,hr,third3,72.3802816901
R2-04,BOR,2,native,left_eye_dilation,delta_last_first_third,-0.209894501575
R2-04,BOR,2,native,left_eye_dilation,max,5.582062
R2-04,BOR,2,native,left_eye_dilation,mean,3.69474695278
R2-04,BOR,2,native,left_eye_dilation,median,3.596451
R2-04,BOR,2,native,left_eye_dilation,min,1.834778
R2-04,BOR,2,native,left_eye_dilation,sd,0.419708471017
R2-04,BOR,2,native,left_eye_dilation,slope,-0.000199961553249
R2-04,BOR,2,native,left_eye_dilation,third1,3.85453153016
R2-04,BOR,2,native,left_eye_dilation,third2,3.58507546963
R2-04,BOR,2,native,left_eye_dilation,third3,3.64463517389
R2-04,BOR,2,native,right_eye_dilation,delta_last_first_third,-0.241072973688
R2-04,BOR,2,native,right_eye_dilation,max,5.681915
R2-04,BOR,2,native,right_eye_dilation,mean,3.8667993566
R2-04,BOR,2,native,right_eye_dilation,median,3.751068
R2-04,BOR,2,native,right_eye_dilation,min,2.136475
R2-04,BOR,2,native,right_eye_dilation,sd,0.477259411797
R2-04,BOR,2,native,right_eye_dilation,slope,-0.000236615917659
R2-04,BOR,2,native,right_eye_dilation,third1,4.04921872383
R2-04,BOR,2,native,right_eye_dilation,third2,3.74303778557
R2-04,BOR,2,native,right_eye_dilation,third3,3.80814311
R2-04,CLC,2,native,cognitive_load,delta_last_first_third,-0.0825012796238
R2-04,CLC,2,native,cognitive_load,max,1
R2-04,CLC,2,native,cognitive_load,mean,0.47556248215
R2-04,CLC,2,native,cognitive_load,median,0.498381
R2-04,CLC,2,native,cognitive_load,min,0.1313788
R2-04,CLC,2,native,cognitive_load,sd,0.180517841853
R2-04,CLC,2,native,cognitive_load,slope,-7.65683578769e-05
R2-04,CLC,2,native,cognitive_load,third1,0.539498310658
R2-04,CLC,2,native,cognitive_load,third2,0.429512942006
R2-04,CLC,2,native,cognitive_load,third3,0.457732088438
R2-04,CLC,2,native,eye_gaze_deviation,delta_last_first_third,-0.0285689588909
R2-04,CLC,2,native,eye_gaze_deviation,max,0.675194467762
R2-04,CLC,2,native,eye_gaze_deviation,mean,0.144258108569
R2-04,CLC,2,native,eye_gaze_deviation,median,0.110666893496
R2-04,CLC,2,native,eye_gaze_deviation,min,0.00709012535205
R2-04,CLC,2,native,eye_gaze_deviation,sd,0.105905384581
R2-04,CLC,2,native,eye_gaze_deviation,slope,-3.6275365196e-05
R2-04,CLC,2,native,eye_gaze_deviation,third1,0.156474745246
R2-04,CLC,2,native,eye_gaze_deviation,third2,0.148396123579
R2-04,CLC,2,native,eye_gaze_deviation,third3,0.127904251357
R2-04,CLC,2,native,eye_openness,third1,0.894768882898
R2-04,CLC,2,native,eye_openness,third2,0.945395051528
R2-04,CLC,2,native,eye_openness,third3,0.863830064791
R2-04,CLC,2,native,hr,delta_last_first_third,-3.90540540541
R2-04,CLC,2,native,hr,max,97
R2-04,CLC,2,native,hr,mean,73.0357142857
R2-04,CLC,2,native,hr,median,72
R2-04,CLC,2,native,hr,min,56
R2-04,CLC,2,native,hr,sd,8.11401773429
R2-04,CLC,2,native,hr,slope,-0.00389588277471
R2-04,CLC,2,native,hr,third1,73.7702702703
R2-04,CLC,2,native,hr,third2,75.5405405405
R2-04,CLC,2,native,hr,third3,69.8815789474
R2-04,CLC,2,native,left_eye_dilation,delta_last_first_third,0.159045986071
R2-04,CLC,2,native,left_eye_dilation,max,4.81723
R2-04,CLC,2,native,left_eye_dilation,mean,3.73155621329
R2-04,CLC,2,native,left_eye_dilation,median,3.723312
R2-04,CLC,2,native,left_eye_dilation,min,3.030304
R2-04,CLC,2,native,left_eye_dilation,sd,0.239779500667
R2-04,CLC,2,native,left_eye_dilation,slope,0.000230508735359
R2-04,CLC,2,native,left_eye_dilation,third1,3.6456248436
R2-04,CLC,2,native,left_eye_dilation,third2,3.7443729666
R2-04,CLC,2,native,left_eye_dilation,third3,3.80467082967
R2-04,CLC,2,native,right_eye_dilation,delta_last_first_third,0.21544729487
R2-04,CLC,2,native,right_eye_dilation,max,4.91835
R2-04,CLC,2,native,right_eye_dilation,mean,3.9674393325
R2-04,CLC,2,native,right_eye_dilation,median,3.97084
R2-04,CLC,2,native,right_eye_dilation,min,3.233246
R2-04,CLC,2,native,right_eye_dilation,sd,0.255373149181
R2-04,CLC,2,native,right_eye_dilation,slope,0.000295515781425
R2-04,CLC,2,native,right_eye_dilation,third1,3.85090096197
R2-04,CLC,2,native,right_eye_dilation,third2,3.98507195466
R2-04,CLC,2,native,right_eye_dilation,third3,4.06634267266
R2-04,INT,2,native,cognitive_load,delta_last_first_third,-0.0263083035928
R2-04,INT,2,native,cognitive_load,max,1
R2-04,INT,2,native,cognitive_load,mean,0.512282039321
R2-04,INT,2,native,cognitive_load,median,0.52901535
R2-04,INT,2,native,cognitive_load,min,0.1679577
R2-04,INT,2,native,cognitive_load,sd,0.182935459571
R2-04,INT,2,native,cognitive_load,slope,-4.5787657439e-05
R2-04,INT,2,native,cognitive_load,third1,0.542982736228
R2-04,INT,2,native,cognitive_load,third2,0.477188949102
R2-04,INT,2,native,cognitive_load,third3,0.516674432635
R2-04,INT,2,native,eye_gaze_deviation,delta_last_first_third,0.00641496612644
R2-04,INT,2,native,eye_gaze_deviation,max,0.606621491354
R2-04,INT,2,native,eye_gaze_deviation,mean,0.132123409913
R2-04,INT,2,native,eye_gaze_deviation,median,0.10471560305
R2-04,INT,2,native,eye_gaze_deviation,min,0.00568026168235
R2-04,INT,2,native,eye_gaze_deviation,sd,0.0953821014052
R2-04,INT,2,native,eye_gaze_deviation,slope,7.99479493279e-06
R2-04,INT,2,native,eye_gaze_deviation,third1,0.131251122846
R2-04,INT,2,native,eye_gaze_deviation,third2,0.127453017921
R2-04,INT,2,native,eye_gaze_deviation,third3,0.137666088973
R2-04,INT,2,native,eye_openness,third1,0.86727006971
R2-04,INT,2,native,eye_openness,third2,0.910861254779
R2-04,INT,2,native,eye_openness,third3,0.845682482573
R2-04,INT,2,native,hr,delta_last_first_third,-6.08333333333
R2-04,INT,2,native,hr,max,102
R2-04,INT,2,native,hr,mean,76.2211981567
R2-04,INT,2,native,hr,median,76
R2-04,INT,2,native,hr,min,66
R2-04,INT,2,native,hr,sd,5.7233207502
R2-04,INT,2,native,hr,slope,-0.0095168642389
R2-04,INT,2,native,hr,third1,79.1666666667
R2-04,INT,2,native,hr,third2,76.3611111111
R2-04,INT,2,native,hr,third3,73.1780821918
R2-04,INT,2,native,left_eye_dilation,delta_last_first_third,0.246114537209
R2-04,INT,2,native,left_eye_dilation,max,5.4823
R2-04,INT,2,native,left_eye_dilation,mean,3.87373255714
R2-04,INT,2,native,left_eye_dilation,median,3.8479
R2-04,INT,2,native,left_eye_dilation,min,2.643219
R2-04,INT,2,native,left_eye_dilation,sd,0.413647491245
R2-04,INT,2,native,left_eye_dilation,slope,0.000365787839675
R2-04,INT,2,native,left_eye_dilation,third1,3.75982567792
R2-04,INT,2,native,left_eye_dilation,third2,3.85543177839
R2-04,INT,2,native,left_eye_dilation,third3,4.00594021512
R2-04,INT,2,native,right_eye_dilation,delta_last_first_third,0.291509725323
R2-04,INT,2,native,right_eye_dilation,max,5.592331
R2-04,INT,2,native,right_eye_dilation,mean,4.07622997367
R2-04,INT,2,native,right_eye_dilation,median,4.072235
R2-04,INT,2,native,right_eye_dilation,min,2.744339
R2-04,INT,2,native,right_eye_dilation,sd,0.443909075377
R2-04,INT,2,native,right_eye_dilation,slope,0.000440018322824
R2-04,INT,2,native,right_eye_dilation,third1,3.92852824733
R2-04,INT,2,native,right_eye_dilation,third2,4.08012370104
R2-04,INT,2,native,right_eye_dilation,third3,4.22003797265
