source,relation,target,locus,note
ped-sec-04,defines,representational fidelity (category),p.15-16,"Six sub-characteristics: realistic display, smooth view/object motion, consistent object behavior, user representation, spatial audio, kinaesthetic/tactile feedback; folds in Brna's social fidelity for multi-user contexts (FE, Table 1)."
ped-sec-04,defines,learner interaction (category),p.16-17,"Four sub-characteristics: embodied actions, embodied verbal/non-verbal communication, control of environment attributes, construction/scripting of objects (FE, Table 1)."
ped-sec-04,defines,co-presence,p.14,"'Being there together' with geographically dispersed users; explicit extension of the social-presence tradition (Short/Williams/Christie 1976) (FAITHFUL-Dalgarno & Lee, p.14)."
ped-sec-04,treats-construct,presence (spatial/physical),p.13,"Adopts Slater's immersion/presence distinction; presence treated as a consequence of fidelity + interactivity, not an independent property (FAITHFUL-Dalgarno & Lee, p.13)."
ped-sec-04,treats-construct,social presence / co-presence,p.14,"Co-presence defined and linked to CMC social-presence tradition; treated as a consequence, not an independent characteristic (FAITHFUL-Dalgarno & Lee, p.14)."
ped-sec-04,treats-construct,immersion (technological),p.13,"Immersion defined per Slater as objective/measurable system properties; explicitly refused status as a unique 3-D-VLE property (FE, p.13)."
ped-sec-04,treats-construct,agency / interactivity,p.16-17,"Learner-interaction category: embodied actions, communication, environment control, construction/scripting (FE, Table 1)."
ped-sec-04,treats-construct,embodiment / self-representation,p.14-15,"Avatar-mediated identity construction via Dickey's presence/representation/embodiment triad (FAITHFUL-Dalgarno & Lee, p.14-15, citing Dickey 2002)."
ped-sec-04,treats-construct,affect: enjoyment & intrinsic motivation,p.19,"Affordance 3: personalization/choice-driven intrinsic motivation (Cordova & Lepper 1996) (FE, p.19)."
ped-sec-04,treats-construct,engagement / flow,p.19,"Affordance 3 explicitly invokes Csikszentmihalyi's flow construct (FAITHFUL-Dalgarno & Lee, p.19)."
ped-sec-04,treats-construct,learning outcomes: retention & transfer,p.20-21,"Affordance 4: contextualization/transfer grounded in situated-learning theory (FE, p.20-21)."
ped-sec-04,treats-construct,learning outcomes: procedural / skills,p.18-19,"Affordance 2: experiential/skill-training tasks impractical in reality (FE, p.18-19)."
ped-sec-04,treats-construct,representational fidelity,p.15-16,"Six-item sub-taxonomy of visual, behavioral, and sensory fidelity characteristics (FE, Table 1)."
ped-sec-04,cites,"Slater, Mel (INTERLOCUTOR)",p.13,"Source of the adopted immersion/presence distinction, cited directly (FAITHFUL-Dalgarno & Lee, p.13, citing Slater 1999, 2003, 2004)."
ped-sec-04,cites-cluster-author,ped-sec-02 (Witmer & Singer - Presence Questionnaire 1998),p.13,"Cited within the paper's discussion of early presence/immersion terminology debates that motivated its adoption of Slater's distinction (FE, p.13)."
ped-sec-04,cites,"Hedberg, John & Shirley Alexander (INTERLOCUTOR)",p.12,"Source of the 'transparent interface' / immersion-fidelity-participation framework synthesized into the ten-characteristic taxonomy (FAITHFUL-Dalgarno & Lee, p.12, quoting Hedberg & Alexander 1994)."
ped-sec-04,cites,"Whitelock, Denise, Paul Brna & Simon Holland (INTERLOCUTOR)",p.12-13,"Source of the representational fidelity / immediacy of control / presence framework, later extended by Brna (1999) (FE, p.12-13)."
ped-sec-04,cites,"Gibson, James J. (INTERLOCUTOR)",p.21,"Origin of the 'affordance' concept the paper adopts and applies (FE, p.21, citing Gibson 1979)."
ped-sec-04,cites,"Greeno, James G. (INTERLOCUTOR)",p.21,"Source of the operative affordance definition quoted directly by the authors (FAITHFUL-Dalgarno & Lee, p.21, citing Greeno 1994)."
ped-sec-04,cites,"Csikszentmihalyi, Mihaly (INTERLOCUTOR)",p.19,"Source of 'flow', invoked to explain Affordance 3's motivation/engagement mechanism (FE, p.19, citing Csikszentmihalyi 1990)."
ped-sec-04,cites,"Clark, Richard E. (INTERLOCUTOR)",p.24,"Source of the media-vs-method critique grounding the paper's explicit rejection of simple 2-D-vs-3-D media-comparison designs (FAITHFUL-Dalgarno & Lee, p.24, citing Clark 1983, 1994a, 1994b)."
ped-sec-04,cites,"Dickey, Michelle D. (INTERLOCUTOR)",p.14-15,"Source of the three-aspect (presence/representation/embodiment) account of avatar-mediated identity construction (FAITHFUL-Dalgarno & Lee, p.14-15, citing Dickey 2002)."
ped-sec-04,cites,"Lave, Jean & Etienne Wenger (INTERLOCUTOR)",p.21,"Situated-learning theoretical foundation cited for Affordance 4's contextualization/transfer claim (FE, p.21, citing Lave & Wenger 1991)."
ped-sec-04,cites,"Vygotsky, Lev (INTERLOCUTOR)",p.21,"Social-constructivist grounding cited for Affordance 5's collaborative-learning claim (FE, p.21, citing Vygotsky 1978)."
ped-sec-04,cites,"Bower, Matt (INTERLOCUTOR)",p.21,"Source of the affordance-matching methodology (matching learning-task affordance requirements with ICT affordances) the paper concurs with (FAITHFUL-Dalgarno & Lee, p.21, citing Bower 2008)."
ped-sec-04,qualifies,media-comparison methodology (DEBATE-AXIS),p.24,"Explicitly rejects simple 2-D-vs-3-D media-comparison designs as unable to separate learning design from media, per Clark's argument; a methodological stance rather than an empirical condition (FAITHFUL-Dalgarno & Lee, p.24)."
ped-sec-04,shifts-debate-axis,desktop-3D sufficient proxy for IVR <-> IVR carries unique affordances,p.11-25,(P/anticipatory-application) This paper is the cluster's earliest source of the affordance-optimism pole later tested against by Strand C's media-comparison experiments (Colin et al.; Merchant; Makransky-equivalence) and Strand E's reviews; the paper itself is desktop-3D-focused and does not claim IVR-specific affordances.
ped-sec-04,instances-in-text,identity construction via avatar (THEME),p.14-15,"Dickey's three aspects (presence, representation, embodiment) illustrated as the mechanism by which 3-D-VLE users construct online identity (FAITHFUL-Dalgarno & Lee, p.14-15)."
ped-sec-04,bridges-to-vle,vle-03-exemplar-bank,n/a,(P/anticipatory-application) The exemplar bank's 'Action-affordance requests' and 'shared dimension' sections register student desire for exactly the interactivity/collaboration affordances (Affordances 2 and 5) this model predicts; its monotony/value-skepticism sections register the predicted failure mode when affordances are not harnessed by design.
ped-sec-04,bridges-to-vle,vle-04-mark-attention-span,n/a,"(P/anticipatory-application) Mark's 'Focus' quadrant (high engagement x high challenge) is a plausible psychological cousin of the flow-based Affordance 3 this paper invokes, though the two frameworks classify along different axes (levels vs. structures) and should not be treated as equivalent."
ped-sec-04,bridges-to-part-iii,Part III dissertation (affordance-harnessing framing for VLE design gaps),p.24,(P/anticipatory-application) The paper's own prediction that un-harnessed affordances yield 'minimal unique learning benefits' offers Part III a ready theoretical frame for reading the VLE exemplar bank's monotony/value-skepticism material as a design-harnessing failure rather than a media failure.
ped-sec-04,grounds-measure,boredomExperimentDataset (DATASET-CHANNEL),n/a,****** UNVERIFIED: anchor entry (Boredom Experiment / VR Attention Study) not yet built as of this unit's authoring; this paper's motivation/engagement affordance (Affordance 3) and its explicit silence on cognitive load would be directly relevant once the dataset entry exists.
ped-sec-24,extends-reading-of,ped-sec-04,p.236,"Explicit empirical follow-up: surveys 53 of 117 HE respondents on which of the 5 learning benefits from ped-sec-04's own model occurred, and tests via MANOVA whether grounded-coded afforded-task categories (from Q116) predict specific benefit ratings (Q120) — operationalizing ped-sec-04's Figure 2 model rather than a third party's reading of it (FE, p.236)."
ped-sec-24,treats-construct,representational fidelity,"p.241, Table 1","Q120(a) 'assisted learners in developing familiarity with a place and the objects within it' (M=5.0, N=53) operationalizes ped-sec-04's Affordance 1 (FE)."
ped-sec-24,treats-construct,affect: enjoyment & intrinsic motivation,"p.241, Table 1","Q120(b) 'was motivating and engaging for learners' (M=5.9, the highest-rated benefit) operationalizes ped-sec-04's Affordance 3 (FE)."
ped-sec-24,treats-construct,engagement / flow,"p.241, 243","Motivation/engagement was one of only two benefits showing a significant MANOVA activity-category effect, F(1,40)=4.136, p=.049, driven by the 'instruction' category (FE, p.243)."
ped-sec-24,treats-construct,learning outcomes: retention & transfer,"p.241, Table 1",Q120(c) 'led to improved transfer of learning to real situations' (M=5.5) operationalizes ped-sec-04's Affordance 4 (FE).
ped-sec-24,treats-construct,social presence / co-presence,"p.241, 243","Q120(d) 'led to more effective collaborative learning' (M=5.6) operationalizes ped-sec-04's Affordance 5; no significant MANOVA effect found for the hypothesized 'communication' activity-category link (FE, p.241, 243)."
ped-sec-24,treats-construct,learning outcomes: procedural / skills,"p.241, Table 1","Q120(e) 'allowed learners to learn through experience in context' (M=5.8, the single highest-rated benefit) operationalizes ped-sec-04's Affordance 2 (FE)."
ped-sec-24,tests-condition,desktop-3D / non-immersive VR,p.238-240,Survey population used mixed 3D VLE platforms (chiefly Second Life-type multi-user worlds) in HE teaching; no IVR/HMD contrast attempted — a general 3D-VLE deployment context rather than a controlled media comparison (FE).
ped-sec-24,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) The educator-perception survey design (open-ended activity description + 7-point Likert outcome ratings) is a structural precedent for the VLE deployment survey's own self-report methodology, though ped-sec-24 surveys instructors, not students."
ped-sec-24,bridges-to-vle,vle-03-exemplar-bank,n/a,"(P/anticipatory-application) The 'communication'/'role-play' activity categories and their collaborative-learning benefit ratings echo the exemplar bank's own student-voiced desire for interactivity and shared engagement, though this unit surveys educators, not students — a perspective gap its own Discussion explicitly flags (Norman's perceived-affordance divergence)."
ped-sec-24,cites,"Dalgarno, Barney & Mark J.W. Lee (AUTHOR)","p.236, throughout","Self-citation to the authors' own 2009/2010 BJET affordances model, the paper's entire theoretical scaffold (FE)."
ped-sec-24,cites,"Clark, Richard E. (INTERLOCUTOR)",p.243,"Cited (as in ped-sec-04) for the media-vs-method confound argument against controlled 3D-VLE-vs-non-3D-VLE comparison designs (FAITHFUL-Dalgarno & Lee, p.243)."
ped-sec-24,cites,"Norman, Donald A. (INTERLOCUTOR)","p.237, 244","Source of the real/perceived affordance distinction adopted (as in ped-sec-04), invoked again in the Discussion to flag the educator/student perceived-affordance gap this study leaves unaddressed (FE)."
ped-sec-24,cites,"Corbin, Juliet M. & Anselm C. Strauss (INTERLOCUTOR)",p.239,"Source of the constant-comparison grounded-coding method used to derive the ten activity categories from Question 116 responses (FE, p.239)."
ped-sec-24,instances-in-text,ten grounded activity categories (THEME),p.239-240,"Place exploration, concept exploration, task practice, role-play, gaming, communication, slide show, building/scripting, instruction, machinima — non-mutually-exclusive, inductively coded from open-ended educator descriptions (FE, p.239-240)."
ped-sec-24,instances-in-text,MANOVA null-result pattern (READING/CLAIM),p.242-243,"11 activity categories x 5 benefit ratings; significant main effect for only 2 of 5 benefits (place/object familiarity; motivation/engagement), both driven by the 'instruction' category scoring higher; no significant effects for place exploration, task practice, role-play, or communication despite the authors' a priori hypothesized links (FE, p.242-243)."
ped-sec-24,qualifies,ped-sec-04,p.243-244,"Dalgarno & Lee's own follow-up qualifies rather than confirms their 2009/2010 model: educators strongly endorsed all five benefits regardless of activity type, and the authors themselves propose this may reflect 'enthusiasm and positive attitude... more... than an evidence-based assessment' rather than genuine task-specific differentiation (FE, p.243-244) — a self-authored caution about their own theory's evidentiary strength."
ped-sec-24,defines,afforded learning task (TERM),p.237,"Distinguished from 'learning benefit': what is 'afforded' is the task the technology is perceived as being useable for (after Norman 1999), not the outcome/benefit itself, treated as downstream of task performance (FAITHFUL-Dalgarno & Lee, p.237)."
ped-sec-24,bridges-to-part-iii,Part III dissertation (task-type vs. self-reported-benefit dissociation),p.242-244,"(P/anticipatory-application) This unit's central finding — that educators report strong benefits regardless of activity/task design, with almost no task-specific differentiation — cautions against inferring activity/condition differences from self-reported outcome measures alone; enthusiast/positive-response bias should be considered as a rival explanation in Part III's own survey analysis."
ped-sec-33,treats-construct,cognitive load (extraneous vs germane),p.5366-5368,"Three-load model plus coherence/segmenting/generative-processing/pre-training principles applied to the CAVE design (FAITHFUL-De Back, p.5366-5368)."
ped-sec-33,treats-construct,presence (spatial/physical),p.5369,"Invoked exactly once, generically, via Heeter (1992) and Steuer (1992) to justify pre-training plus practice; explicitly not social presence (FAITHFUL-De Back, p.5369)."
ped-sec-33,treats-construct,embodiment / self-representation,"p.5367-5368, 5371-5372","Embodied 3D-mouse interaction, natural motions, tracked-glasses perspective switching; framed as amplifying collaborative learning within Dalgarno & Lee's learner-interaction feature group (FAITHFUL-De Back)."
ped-sec-33,treats-construct,engagement / flow,p.5376-5377,"Approximated only via unlabeled behavioral proxies (leader time, distance walked, head rotations, face time) framed as correlates of behavioral engagement, citing Lei et al. 2018 (FE, p.5376)."
ped-sec-33,treats-construct,learning outcomes: retention & transfer,p.5375-5376,"Study 1 (n=40) CAVE-vs-textbook gains, esp. low spatial ability; Study 2 (n=158) replication across group sizes and timing (FE, p.5375-5376)."
ped-sec-33,instances-in-text,collaborative learning (source's own term; non-canonical),p.5367-5369,"Operationalized procedurally (equal access, active/interdependent participation, visible interactions, turn-taking); not measured via any scale (FE, p.5367-5369)."
ped-sec-33,tests-condition,IVR (HMD),p.5375-5376,"Normalized from CAVE (source's own term); the plan's §3 axis has no dedicated CAVE column. Study 1 CAVE-vs-textbook; Study 2 within-IVR group-size/timing manipulation (FE, normalization flagged per Phase-1 conditionsNote)."
ped-sec-33,tests-condition,conventional instruction (control),p.5375,"Textbook learning arm of Study 1's two-arm comparison (n=40) (FE, p.5375)."
ped-sec-33,cites-cluster-author,ped-sec-04 (Dalgarno & Lee - Affordances),"p.5365-5366, 5369, 5378-5379","Primary theoretical-framework source throughout, directly engaged; cited here as '(2010)', a year discrepancy against ped-sec-04's manifest year of 2009 (FE, flagged not blocking)."
ped-sec-33,cites-cluster-author,ped-sec-05 (Fowler - Pedagogy),"p.5365-5366, 5378-5379","Second primary framework source, directly engaged for the design-for-learning approach and learning stages; cited here as '(2015)' against ped-sec-05's manifest year of 2014, an online-first/print discrepancy (FE, flagged not blocking)."
ped-sec-33,cites-cluster-author,ped-sec-08 (Parong & Mayer - Learning Science in IVR 2018),p.5366-5367,"Directly and repeatedly engaged for coherence/segmenting/generative-processing principles applied to IVR, incl. both of Parong & Mayer's 2018 experiments. CORRECTION: this task's suggested list named ped-sec-13 (Parong & Mayer 2020), which is NOT cited anywhere in this source; the correct target is ped-sec-08 (FE)."
ped-sec-33,cites-cluster-author,ped-sec-16 (Merchant et al. - Chemistry Desktop-3D),p.5369,"Cited once for the usability-self-efficacy-learning link (FAITHFUL-De Back, p.5369)."
ped-sec-33,extends-reading-of,ped-sec-04 (Dalgarno & Lee - Affordances),"p.5365-5366, 5369","Extends Dalgarno & Lee's general learning-affordances framework into IVR-specific, collaborative-setting design recommendations (FE, p.5365-5366)."
ped-sec-33,extends-reading-of,ped-sec-05 (Fowler - Pedagogy),"p.5365-5366, 5378-5379","Extends Fowler's design-for-learning approach with concrete IVR/CAVE implementation detail; paper's own framing throughout (FE, p.5378-5379)."
ped-sec-33,cites,"Mayer, Richard E. (multimedia learning, 2009/2014) (INTERLOCUTOR)","p.5366-5367, 5373, 5378-5379","External (non-cluster) interlocutor for cognitive-load and redundancy-principle content, cited extensively; distinct from ped-sec-07 (Mayer et al. 2022, 'Promise and Pitfalls'), which is NOT cited in this source (FAITHFUL-De Back)."
ped-sec-33,cites,"Heeter, Carrie (INTERLOCUTOR)",p.5369,"General/technological definition of presence, not social presence (FAITHFUL-De Back, p.5369)."
ped-sec-33,cites,"Steuer, Jonathan (INTERLOCUTOR)",p.5369,"General/technological definition of presence, not social presence (FAITHFUL-De Back, p.5369)."
ped-sec-33,cites,"Mayes, J.T. & Fowler, C.J. (INTERLOCUTOR)","p.5365-5366, 5372","Source of the three learning stages (conceptualization, construction, dialogue) structuring the CAVE task design (FAITHFUL-De Back)."
ped-sec-33,cites,"Sweller, John (INTERLOCUTOR)",p.5366,"Source of the three-load cognitive load model (intrinsic/extraneous/germane) (FAITHFUL-De Back, p.5366)."
ped-sec-33,cites,"Dillenbourg, Pierre (INTERLOCUTOR)",p.5367,"Source of the working definition of collaborative learning as two-or-more persons learning together (FAITHFUL-De Back, p.5367)."
ped-sec-33,cites,"Chodos, D. et al. (INTERLOCUTOR)",p.5375-5378,"Prior fixed-category logging work for non-immersive 2D environments, explicitly extended by this paper's dynamic model (FAITHFUL-De Back)."
ped-sec-33,cites,"Fardinpour, A. & Reiners, T. (INTERLOCUTOR)","p.5375-5376, 5378","Prior conceptualization of automated goal-oriented-action analysis in VR, not previously implemented; implemented here (FAITHFUL-De Back)."
ped-sec-33,defines,cognitive load theory (three-load model) (TERM),p.5366,"Intrinsic, extraneous, germane load, following Sweller et al. (FAITHFUL-De Back, p.5366)."
ped-sec-33,defines,coherence principle (TERM),p.5366-5367,"Removal of audiovisual elements not contributing to learning (FAITHFUL-De Back, p.5366-5367)."
ped-sec-33,defines,segmenting principle (TERM),p.5367,"Learner-controlled progression through content segments (FAITHFUL-De Back, p.5367)."
ped-sec-33,defines,generative processing (TERM),p.5367,"Organizing/integrating to-be-learned information into memory via summarizing, drawing, self-explaining (FAITHFUL-De Back, p.5367)."
ped-sec-33,defines,pre-training (TERM),p.5367,"Familiarizing learners with system components/workings prior to content learning (FAITHFUL-De Back, p.5367)."
ped-sec-33,qualifies,redundancy principle (Mayer) (TERM),"p.5373, 5378","Deliberately violates the redundancy principle (simultaneous audio+text) in the CAVE case, justified post hoc by informal piloting and CAVE visibility occlusion rather than a controlled comparison (FAITHFUL-De Back, p.5373, 5378)."
ped-sec-33,instances-in-text,automated performance-logging model (behavioral metrics),p.5375-5378,"Leader time, leaders observed, distance walked, full head rotations, face time; visual-replay feature; extends Chodos et al. 2014 and Fardinpour & Reiners 2014 (FAITHFUL-De Back)."
ped-sec-33,instances-in-text,CAVE-based collaborative neuroanatomy VLE (design case),p.5371-5375,"Two-year-developed environment (up to six learners); exploration, reconstruction, review phases; Table 2, Figures 1-2 (FAITHFUL-De Back)."
ped-sec-33,instances-in-text,Study 1 (n=40; participant pool; spatial-ability moderation),p.5375,"CAVE-vs-textbook comparison; gains concentrated among low-spatial-ability learners (FE, p.5375)."
ped-sec-33,instances-in-text,Study 2 (n=158; undergraduate course; group-size and timing),p.5375-5376,"Replicates gains at scale; within-IVR manipulation of group size and application timing (FE, p.5375-5376)."
ped-sec-33,bridges-to-vle,vle-01-deployment-survey,n/a,"(P/anticipatory-application) The CAVE case study's mandatory small-group collaboration resonates with the VLE's own mandatory group-assignment design, relevant to the VLE-proximity-voice correction on vle-01's F7 finding."
ped-sec-33,bridges-to-vle,vle-03-exemplar-bank,n/a,(P/anticipatory-application) Mandatory-collaboration design and turn-based participation parallel vle-03's co-watching exemplar quotes.
ped-sec-33,bridges-to-vle,vle-04-mark-attention-span,n/a,"(P/anticipatory-application) The automated behavioral-logging model (non-self-report, continuous engagement measure) is a useful design precedent for vle-04's attention-span analysis approach; no direct empirical overlap."
ped-sec-33,grounds-measure,boredomExperimentDataset,n/a,****** UNVERIFIED: anchor entry (Boredom Experiment / VR Attention Study) not yet built as of this unit's authoring; not blocking per plan §9 decision 4.
ped-sec-33,shifts-debate-axis,Strand F CMC-to-VR social-presence bridge (cluster design assumption) <-> this paper's actual non-engagement with social-presence theory,n/a,"(P/anticipatory-application) Full-text check confirms 'social presence' never appears and no CMC-tradition Strand-F source is cited; the bridge role assumed for this unit is the cluster's own construction, not a claim De Back, Tinga & Louwerse make. See manifest.json planCorrections."
ped-sec-33,shifts-debate-axis,media-comparison design (Study 1) <-> value-added/within-condition design (Study 2),p.5375-5376,(P/anticipatory-application) Resonates with the cluster's debate axis on media-comparison vs. methods-not-media paradigms (cf. Mayer et al. 2022/ped-sec-07); this source uses both designs without resolving the methodological debate.
ped-sec-33,bridges-to-part-iii,Part III dissertation (behavioral-engagement logging as analog to self-report boredom measures),p.5376-5377,"(P/anticipatory-application) The face-time/leader-time/distance-walked/head-rotation metrics offer a non-self-report, continuous-engagement precedent relevant to Part III's reconciliation of survey boredom measures with observed on-task behavior."
ped-sec-18,treats-construct,presence (spatial/physical),p.22-24,PQ subscale scores (Involved/Control 5.2±0.7; Natural 4.7±1.03; Interface Quality 5.0±1.1) match or exceed Witmer & Singer's (1998) own immersive-VR norms despite non-immersive hardware (FAITHFUL-Dubovi).
ped-sec-18,treats-construct,agency / interactivity,"p.20, 24, 26",Involved/Control PQ subscale operationalizes sense of control; the 45-minute acclimation phase is the mechanism for building it before graded scenarios (FAITHFUL-Dubovi).
ped-sec-18,treats-construct,cognitive load (extraneous vs germane),p.25,Multisensory cueing argued to reduce extraneous load per dual-channel theory and Mayer's (2014) signaling/cueing principle (FE).
ped-sec-18,treats-construct,learning outcomes: procedural / skills,"p.19, 23-24",Largest MAP subscale gain (Administration Sequence); video coding shows a declarative/procedural dissociation on first attempt (FAITHFUL-Dubovi).
ped-sec-18,treats-construct,learning outcomes: retention & transfer,p.23,"Learning gains held from two-month post-test to five-month delayed post-test, F(1.62,113.4)=251.8, p<.001; post-vs-delayed non-significant, p=.14 (FAITHFUL-Dubovi)."
ped-sec-18,treats-construct,representational fidelity,p.26,"Named directly, alongside interactive control, as the source of presence, displacing immersion/hardware as the operative variable (FAITHFUL-Dubovi)."
ped-sec-18,treats-construct,embodiment / self-representation,p.20,"Students enter as a nurse-avatar and explore their 'avatar-body' during acclimation; descriptive only, not theorized (P/anticipatory-application)."
ped-sec-18,tests-condition,desktop-3D / non-immersive VR,p.19-24,"PILL-VR: OpenSim hospital-ward simulation, n=82 completers, 3 hours, two graded scenarios; significantly higher learning gains than the comparison group (FAITHFUL-Dubovi)."
ped-sec-18,tests-condition,conventional instruction (control),"p.19, 23","Lecture-based curriculum comparison group, n=47 completers, drawn from the prior academic year; no significant overall-score improvement pre-to-post (FAITHFUL-Dubovi)."
ped-sec-18,tests-condition,screen-based virtual patient / sim,p.20,PILL-VR's nurse-avatar interacting with an animated patient in a scripted clinical scenario structurally resembles this condition though the authors never use the label (P/anticipatory-application).
ped-sec-18,bridges-to-vle,vle-01-deployment-survey,n/a,"(anticipatory-application) Bears on F7's APP-vs-VID presence gap (4.3 vs 1.2 per-100): Dubovi et al. supply an independent mechanism (fidelity/control, not immersion tier) for why a desktop-3D deployment is not structurally disadvantaged on presence relative to head-mounted VR."
ped-sec-18,bridges-to-part-iii,Part III dissertation (desktop-3D presence-without-immersion grounding),n/a,"(anticipatory-application) Empirical warrant that Part III's desktop-3D/APP pole can generate strong presence despite lacking head-mounted immersion, independent of the VLE's own instrumentation."
ped-sec-18,bridges-to-part-iii,Part III dissertation (declarative/procedural dissociation caution),p.23-25,(anticipatory-application) The gap between complete worksheet knowledge and erroneous first-attempt in-VR performance offers a cautionary vocabulary for interpreting any single-pass task-completion channel as settled competence or its absence.
ped-sec-18,bridges-to-part-iii,"Part III dissertation (presence-learning correlation, cautious citation)",p.26,"(anticipatory-application) The correlation (r=.211-.231) is real but small; the paper's own design-principle claim should not be inflated into a strong causal presence-to-learning warrant, paralleling bor-sec-13's caution against over-reading affective/attunement signals."
ped-sec-18,grounds-measure,****** UNVERIFIED: anchor not yet built,n/a,Boredom Experiment (VR Attention Study) dataset entry not yet built as of Phase 0 2026-07-15; bridge left as an unverified pointer per plan §9 decision 4.
ped-sec-18,defines,PILL-VR (Pharmacology Inter-Leaved Learning Virtual Reality) (TERM),p.17-20,Study-built OpenSim desktop VR environment for medication-administration training (FE).
ped-sec-18,defines,error recovery (TERM),p.25,"Identifying, interrupting, and correcting a medical error; the paper's own frame for the value of in-VR first-attempt errors, citing Henneman, Blank, Gawlinski, & Henneman (2006) (FAITHFUL-Dubovi)."
ped-sec-18,instances-in-text,MAP knowledge questionnaire (MEASURE),p.21-22,"Study-built 13-item, 3-subscale instrument, alpha=0.78 (FE)."
ped-sec-18,instances-in-text,Presence Questionnaire subscales (MEASURE),p.21-22,"Witmer & Singer (1998) instrument, Hebrew-validated by Kizony (2006); Involved/Control, Natural, Interface Quality subscales, alpha=0.88 this study (FE)."
ped-sec-18,instances-in-text,scenario A vs scenario B in-VR error-reduction (THEME),p.24,"Median errors 3.0 to 0 (Wilcoxon Z=2.5, p<.05); time-on-task 4.0 to 0.75 min (Z=2.3, p<.05) (FAITHFUL-Dubovi)."
ped-sec-18,cites,"Witmer, Bob & Michael Singer (INTERLOCUTOR)","p.18, 21-22, 24, 26",Source of the Presence Questionnaire and its four presence factors; source of the unconfirmed presence-increases-learning hypothesis this paper extends (FE).
ped-sec-18,cites,"Fitts, Paul & Michael Posner (INTERLOCUTOR)",p.25,Source of the three-stage skill-acquisition model (cognitive/associative/autonomous) applied to interpret PILL-VR's learning process (FAITHFUL-Dubovi).
ped-sec-18,cites,"Anderson, John R. (INTERLOCUTOR)",p.25,"Elaborates the three-stage skill-acquisition model (1983, 2009) (FAITHFUL-Dubovi)."
ped-sec-18,cites,"Mayer, Richard E. (INTERLOCUTOR)",p.25,Cognitive theory of multimedia learning; signaling/cueing principle explaining PILL-VR's multisensory cueing effect (FAITHFUL-Dubovi).
ped-sec-18,cites,"Clark, James & Allan Paivio (INTERLOCUTOR)",p.25,"Dual coding theory, supporting the cognitive-load account (FAITHFUL-Dubovi)."
ped-sec-18,cites,"Lee, Eric, Kevin Wong & Chun Che Fung (INTERLOCUTOR)",p.26,Companion desktop-VR SEM finding cited to support the presence-without-immersion claim (FAITHFUL-Dubovi).
ped-sec-18,cites,"Cook, David A., Patricia Erwin & Marc Triola (INTERLOCUTOR)",p.18,2010 meta-analysis on computerized virtual patients; ****** UNVERIFIED: not confirmed whether this is the same David A. Cook author series as ped-sec-15's 2011 TES meta-analysis — treated as a distinct citation.
ped-sec-18,cites-cluster-author,"Merchant, Zahira et al. (AUTHOR) cf. ped-sec-16",p.18,"Dubovi et al. cite Merchant, Goetz, Cifuentes, Keeney-Kennicutt & Davis (2014), a K-12/higher-education VR-instruction meta-analysis by the same lead author as this cluster's ped-sec-16 (2012 chemistry desktop-3D study), but a different specific paper — intra-cluster citation-network signal, not a same-paper match."
ped-sec-18,qualifies,presence (spatial/physical),p.26,Presence is not immersion-determined alone; it is induced by fidelity of representation and degree of interaction/control (FE).
ped-sec-18,extends-reading-of,Witmer & Singer's unconfirmed presence-increases-learning hypothesis (READING/CLAIM),p.26,"Dubovi et al. offer a positive, though small, correlation as additional support for a hypothesis Witmer & Singer (1998) themselves admitted lacked direct evidence (FAITHFUL-Dubovi, quoting p.239)."
ped-sec-18,shifts-debate-axis,desktop-3D is a sufficient cost-effective proxy for IVR <-> IVR carries unique affordances,p.26,"The paper's fidelity/control account of presence supports the desktop-3D-sufficiency pole, though it contains no direct IVR comparison condition and cannot itself adjudicate the debate (P/anticipatory-application)."
ped-sec-18,contests-reading-of,"non-immersive VR contributes negligible learning gains in health-care education (Cook, Erwin & Triola 2010) (READING/CLAIM)","p.18, 23","Dubovi et al.'s own strong positive result runs counter to Cook, Erwin & Triola's negligible-difference finding, aligning instead with Consorti et al. (2012) (FE)."
ped-sec-05,treats-construct,representational fidelity,p.413-414,"Restated directly from Dalgarno & Lee's two unique characteristics; realism of display, object behavior, communication, and user representation (FAITHFUL-Fowler, p.413-414)."
ped-sec-05,treats-construct,agency / interactivity,p.413-414,"Restated as 'learner interaction'; richness of interaction resulting mainly from degree of embodiment experienced by the user (FAITHFUL-Fowler, p.413-414)."
ped-sec-05,treats-construct,embodiment / self-representation,p.414,"Avatar discussion: the user's representation, able to communicate, show emotion, control/create objects, as if actually present (FAITHFUL-Fowler, p.414)."
ped-sec-05,treats-construct,presence (spatial/physical),p.415,"Restated as emergent property of fidelity x interaction; reframed by Fowler as an antecedent of the learning experience, not the experience itself (FE, p.415)."
ped-sec-05,treats-construct,social presence / co-presence,p.415,"Restated as multi-user emergent property ('sense of being there together'); same antecedent-not-experience critique applied (FE, p.415)."
ped-sec-05,treats-construct,immersion (technological),p.416,"Reworked as bridge concept between technology and pedagogy, paired with a distinct pedagogical-immersion sense (FAITHFUL-Fowler, p.416)."
ped-sec-05,treats-construct,engagement / flow,p.418,"One of Dalgarno & Lee's five affordances; recast by Fowler as a 'generic' design-for-learning requirement applying to all activities (FAITHFUL-Fowler, p.418)."
