unit,source,relation,target,locus,note
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Arthur's two honor-contingent deaths,A Return to Rhetoric,peaceful sunrise vs. Micah's bullet read as the death the player deserves
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Dead Eye targeting system,'Playing' History,work-vs-play example; also usable to kill an innocent horse at an honor cost
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Charlotte Braithwaite suffragette mission,'Playing' History,scripted chaperoning read as Arthur written respectful; recurring Saint Denis protester harassed by default NPCs
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Leviticus Cornwall and the Pinkertons,'Playing' History,read as Gilded-Age robber-baron stand-ins (Vanderbilts/Rockefellers) and economic Othering
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Annesburg coal-mining town,'Playing' History,dying coal town figuring industrial decline and the close of the frontier economy
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,'greaser' slur toward Javier,Immigrant Discrimination,in-game nativist language tied to Menchaca/Dinnerstein history of anti-Mexican discrimination
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,'darkie' slur (prologue),Worldbuilding,period-situating language read as recalling White-maintained social hierarchies
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,coins-over-the-eyes burial of Davey,'Playing' History,Gaelic/Irish-heritage custom read as a diversity cue amid period nativism
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,epilogue (John Marston control),Opening framing,flagged as the segment where the player no longer controls Arthur
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,Rhodes Grays-Braithwaites feud,Game Summary,Southern-states region; gang pits abolitionist and plantation families against each other
rdr-08-mcevoy,rdr-08-mcevoy,treats-game-element,open-world map free roam,Critical Context,the free-space-of-movement half of the play definition bounded by coded law and NPC reaction
rdr-08-mcevoy,rdr-08-mcevoy,cites-cluster-author,none,Works Cited,no cluster-mate (Bagnoli/Tuominen/Crowley/Wright/Donald & Reid/Vanderhoef & Payne/Ruffino/Moser/Ventomaki/Westerside & Holopainen) is cited
rdr-09-moser,rdr-09,defines,empathy as trainable skill of sharing another's feelings,Introduction,"vital interpersonal skill; antipathy breeds conflict; storytelling the best way to build it"
rdr-09-moser,rdr-09,defines,player-as-performer (player is an actor),Players as Performers,"shifts from technical-task performance to artistic embodiment of the character"
rdr-09-moser,rdr-09,defines,lifeworld,The Lifeworld,"Husserl's subjective first-person world; via Follesdal"
rdr-09-moser,rdr-09,defines,intersubjective collision and overlap of lifeworlds,The Lifeworld,"player's world 'crashes' into Arthur's; doubled structure / full overlap; names the title 'crash of worlds'"
rdr-09-moser,rdr-09,defines,identification as automatic shift of self-perceptions,Living Vicariously Through the Character,"Klimmt et al.; audience replaces own identity with the character's"
rdr-09-moser,rdr-09,defines,character attachment,Embodying Character and Experience,"gradual 'melding of minds' over hours of play; Bowman et al."
rdr-09-moser,rdr-09,defines,user-character empathy,Embodying Character and Experience,"Morrison & Ziemke; empathy the player develops for the avatar"
rdr-09-moser,rdr-09,defines,not-not-me,Differing Approaches and Emotional Connection to the Character,"Schechner; player is not Arthur but not not Arthur"
rdr-09-moser,rdr-09,defines,magic 'if',Research for the Role,"Stanislavski; imaginative lever equated with player experimentation"
rdr-09-moser,rdr-09,defines,paidia and ludus,The Experience of Play,"Frasca/Jensen; RDR2 blends free play and rule-bound play"
rdr-09-moser,rdr-09,defines,possibility space,The Experience of Play,"Jensen; bounded-but-free zone where meaning and pleasure reside"
rdr-09-moser,rdr-09,defines,narrauthor vs simauthor,Game Mechanics,"Jensen; designer who dictates paths vs. designer who only legislates rules"
rdr-09-moser,rdr-09,defines,immersion phases,The Experience of Play,"Nacke; engagement, engrossment, total immersion; plus imaginative immersion"
rdr-09-moser,rdr-09,cites,Edmund Husserl,The Lifeworld,"founder of phenomenology; lifeworld; one-world-many-lifeworlds passage"
rdr-09-moser,rdr-09,cites,Dagfinn Follesdal,The Lifeworld,"'The Lebenswelt in Husserl'; we experience a full-fledged person, not an inferred body"
rdr-09-moser,rdr-09,cites,Konstantin Stanislavski,Players as Performers,"An Actor Prepares; 'the actor does not live, he plays'; magic 'if'; objectives"
rdr-09-moser,rdr-09,cites,Richard Schechner,Differing Approaches and Emotional Connection to the Character,"'Restoration of Behavior'; not-not-me; performer/text/environment/audience"
rdr-09-moser,rdr-09,cites,PJ Manney,Empathizing With the Other,"storytelling is the key to empathy; social empathy and cultural change"
rdr-09-moser,rdr-09,cites,Ossy Dwi Wulansari et al.,Developing Empathy,"video games and empathic emotion; empathy's interpersonal/professional value"
rdr-09-moser,rdr-09,cites,India Morrison and Tom Ziemke,Living Vicariously Through the Character,"cognitive-neuroscience empathy; mirror neurons; user-character empathy"
rdr-09-moser,rdr-09,cites,Christoph Klimmt et al.,Living Vicariously Through the Character,"identification as automatic shift of self-perceptions; often non-reflective in play"
rdr-09-moser,rdr-09,cites,Nicholas David Bowman et al.,Embodying Character and Experience,"character attachment as 'melding of minds'; pro-/anti-social MMO motivations"
rdr-09-moser,rdr-09,cites,Lennart Nacke,The Experience of Play,"Affective Ludology; three immersion phases; imaginative immersion = empathy/atmosphere"
rdr-09-moser,rdr-09,cites,Graham H. Jensen,Game Mechanics,"ludus/paidia, possibility space, narrauthor/simauthor, implicit manipulation rules"
rdr-09-moser,rdr-09,cites,Gonzalo Frasca,The Experience of Play,"Ludology Meets Narratology; simulation games let players set own goals; no winning plot"
rdr-09-moser,rdr-09,cites,Henry Jenkins,The Experience of Play,"'Reality Bytes'; ethical testing grounds; games uniquely produce guilt over fictional characters"
rdr-09-moser,rdr-09,cites,Grant Tavinor,Research for the Role,"video games and interpretative performance; players may not know the impact of their performance"
rdr-09-moser,rdr-09,cites,Tilo Hartmann et al.,Living Vicariously Through the Character,"unjustified virtual violence produces guilt in empathetic players; justified violence reduces guilt"
rdr-09-moser,rdr-09,cites,Sven Joeckel Bowman and Dogruel,Living Vicariously Through the Character,"moral intuitions guide quick in-game decisions"
rdr-09-moser,rdr-09,cites,Craig A. Anderson et al.,Introduction,"violence/aggression meta-analysis used to frame the violence-effects pole of the field"
rdr-09-moser,rdr-09,cites,Joseph Metz,Game Mechanics,"TheGamer; honor's effects on Arthur's grave epitaphs"
rdr-09-moser,rdr-09,cites,Rockstar Games (Red Dead Redemption II),Game Mechanics,"primary text; 2018 PS4 release analyzed throughout"
rdr-09-moser,rdr-09,treats-game-element,Arthur Morgan's redemptive character arc,Introduction,"arc toward guilt/doing-better bends with honorable or dishonorable portrayal"
rdr-09-moser,rdr-09,treats-game-element,Downes encounter and tuberculosis infection,The Experience of Play,"forced beating; blood cough infects Arthur; TB drives mortality/morality reckoning"
rdr-09-moser,rdr-09,treats-game-element,honor system and honor scale,Game Mechanics,"gradient bar + cowboy icons; discounts/prices, NPC mood, gated items, dialogue, visions"
rdr-09-moser,rdr-09,treats-game-element,four endings and spirit-animal visions,Game Mechanics,"Micah mole + shootout; coyote (dishonor/Micah kill) vs stag (honor/TB death)"
rdr-09-moser,rdr-09,treats-game-element,Arthur's grave variation,Game Mechanics,"epilogue as John; flowered vs bare grave with different epitaphs by honor"
rdr-09-moser,rdr-09,treats-game-element,Saint Denis 'pet' shack implied rape,The Lifeworld,"optional dark event; belt unbuckle + drained vitals; reload-to-undo for Arthur but not for the player's memory"
rdr-09-moser,rdr-09,treats-game-element,death of Arthur's horse,Living Vicariously Through the Character,"genuine grief over a virtual loss; the horse 'was also theirs'"
rdr-09-moser,rdr-09,treats-game-element,snowy-mountain opening tutorial,Research for the Role,"teaches core actions; actor handed techniques/tools; thin early backstory"
rdr-09-moser,rdr-09,treats-game-element,Valentine store robbery,Research for the Role,"magic-'if' test; escalating bounty and lawmen if owner killed or escape fails"
rdr-09-moser,rdr-09,treats-game-element,countryside snakebite rescue,Research for the Role,"help/ignore choice; suck venom or give cure; honor + free gun from grateful man"
rdr-09-moser,rdr-09,treats-game-element,KKK meeting and prisoner-coach rescue,Living Vicariously Through the Character,"KKK kill is honor-neutral; coach rescue mixes dishonor (officers) and honor (freed prisoner)"
rdr-09-moser,rdr-09,treats-game-element,map and containment mechanics,Game Mechanics,"fog-of-war, mission markers, rock walls, Blackwater red zone, river 'invisible sniper'"
rdr-09-moser,rdr-09,treats-game-element,NPC stories and Arthur's journal,Empathizing With the Other,"optional listening and journal access build empathy and reveal Arthur's private self"
rdr-09-moser,rdr-09,instances-in-text,not-not-me in player speech slippage,Differing Approaches and Emotional Connection to the Character,"players alternate 'Arthur did X' and 'I/we did X' (e.g., we rescued Jack)"
rdr-09-moser,rdr-09,instances-in-text,mirror neurons grounding embodiment and empathy,Living Vicariously Through the Character,"seeing another body's movement/emotion activates egocentric brain areas as if doing it"
rdr-09-moser,rdr-09,extends,player as simultaneously performer character and audience,Differing Approaches and Emotional Connection to the Character,"extends Schechner's quadrangle: the player is all three at once"
rdr-09-moser,rdr-09,extends,games intensify identification beyond film and novels,Living Vicariously Through the Character,"extends Klimmt identification: acting (not watching) deepens the self-perception shift"
rdr-09-moser,rdr-09,extends,honor scale carries implicit ideology,The Experience of Play,"extends Jensen's implicit rules: tacitly rewards 'good returns to those who put good out'"
rdr-09-moser,rdr-09,qualifies,game restrictions are necessary narrative scaffolding,Game Mechanics,"clouded map, walls, instant death west of Blackwater read as enabling not limiting"
rdr-09-moser,rdr-09,qualifies,first-time player as spectator yields more sincere performance,Research for the Role,"replayers align with trained actor; Othello analogy for reinterpretation"
rdr-09-moser,rdr-09,concedes,empathy from games does not replace real intercultural contact,Empathizing With the Other,"geisha and language-learning analogies; one must finally practice on real people"
rdr-09-moser,rdr-09,concedes,player race and gender effects on performing Arthur are unexamined,Conclusion,"Black-woman vs White-man example flagged as future work"
rdr-09-moser,rdr-09,concedes,quantitative data on honor distribution is missing,Conclusion,"future work needs data on honorable/dishonorable/middle-ground players"
rdr-09-moser,rdr-09,contests,games make players less empathetic / more violent,Introduction,"contests the violence-effects framing for narrative RPGs; argues the opposite for character-driven games"
rdr-09-moser,rdr-09,shifts-debate-axis,from player-as-operator to player-as-actor,Players as Performers,"reframes play through Stanislavskian acting theory rather than technical mastery"
rdr-09-moser,rdr-09,shifts-debate-axis,from structural/ideological to phenomenological-experiential reading,The Lifeworld,"centers felt first-person experience and lifeworld over ideology critique"
rdr-10-ruffino,rdr-10,defines,paratext,"Methodology section; pp. 348-349","Re-reads Genette's 'thresholds' as performative/illocutionary and co-constitutive of reading, not ontologically separate from the text"
rdr-10-ruffino,rdr-10,defines,remediation,"pp. 353; Conclusion","Bolter & Grusin's double sense: reform/restore-upon the medium AND heal (Latin remederi, 'to restore health')"
rdr-10-ruffino,rdr-10,defines,gamespace,"Agency on the environment; pp. 353-355","After Wark/Anikina/Munster: environment as everywhere/nowhere, a network aesthetic flattening all relations to the user's experience"
rdr-10-ruffino,rdr-10,defines,agency-as-affect-of-control,"Agency on the narrative; p. 351","Following Owen, agency reframed as the affect of being in control rather than literal causal efficacy"
rdr-10-ruffino,rdr-10,cites,Genette 1987,"pp. 348-349; Conclusion","Foundational paratext theory; 'Ulysses if it were not titled Ulysses' thought experiment; illocutionary force"
rdr-10-ruffino,rdr-10,cites,Bolter & Grusin 1999,"p. 353; Conclusion","Remediation concept; videos 'reform and restore upon' the videogame and 'fulfill its unkept promise'"
rdr-10-ruffino,rdr-10,cites,Consalvo 2016,"Methodology; Conclusion","Paratexts de-center the game-as-text and 'provide challenges to sedimented meanings'"
rdr-10-ruffino,rdr-10,cites,Gray 2010,"p. 348","Paratexts extend a product's lifetime and circulate across communities"
rdr-10-ruffino,rdr-10,cites,Wark 2007,"pp. 352-355; Conclusion","'Gamespace' everywhere/nowhere; turning 'story-line into navigation'"
rdr-10-ruffino,rdr-10,cites,Morton 2013,"Remediating a global pandemic; p. 354","COVID-19 glossed as a 'hyperobject' refracted in micro-actions"
rdr-10-ruffino,rdr-10,cites,Barad 2007,"Methodology; p. 349","Routes Genette into the representationalism-vs-performativity debate"
rdr-10-ruffino,rdr-10,cites,Galloway 2006,"Agency on the environment; p. 353","'Nonlinear narrative' unfolding algorithmically during gameplay"
rdr-10-ruffino,rdr-10,extends,Genette 1987,"pp. 348-349","Extends paratext theory to algorithmically generated YouTube thumbnails and to the performative production of affect in videogame players"
rdr-10-ruffino,rdr-10,extends,Bolter & Grusin 1999,"p. 353","Applies remediation to player paratexts that 'heal' the wound between Arthur's symptom and its invisible cause"
rdr-10-ruffino,rdr-10,extends-reading-of,Wark 2007,"pp. 354-355","Extends 'gamespace' from videogames to the lived/socio-economic prevention space of the COVID-19 pandemic"
rdr-10-ruffino,rdr-10,contests,Ryan 2004,"Agency on the narrative; p. 351","Contra Marie-Laure Ryan, re-values the 'retrospective availability of meaning' of videogames and digital simulations"
rdr-10-ruffino,rdr-10,concedes,scale-asymmetry-game-vs-pandemic,"Abstract; Methodology","Concedes the case studies are 'diverse in nature, gravity and scale'; analogy offered as a 'comparable affective structure', not equivalence"
rdr-10-ruffino,rdr-10,qualifies,participatory-culture-thesis,"Introduction; p. 347","Qualifies Jenkins's participatory culture: these paratexts are distinctive because players seek a cure yet affirm none exists ('there is no cure')"
rdr-10-ruffino,rdr-10,qualifies,illusion-of-agency,"Agency on the narrative; p. 351","With Stang and Smethurst & Craps, qualifies branching-narrative agency as illusory and in surplus to actual affordances"
rdr-10-ruffino,rdr-10,cites,Stang 2019,"p. 351; Conclusion","The Walking Dead's narrative branches offer control 'largely in surplus' to available options"
rdr-10-ruffino,rdr-10,cites,Joyce 2016,"Agency on the environment; p. 353","Ludic agency (control over character) vs narrative agency (control over story)"
rdr-10-ruffino,rdr-10,cites,Cole & Gillies 2021,"p. 353","'Mechanical' vs 'fictional' agency pertaining to world, story, narrative, or NPCs"
rdr-10-ruffino,rdr-10,cites,Nakamura 2009,"Agency on the environment; p. 354","Racialization of NPC labor; WoW gold-farmers deprived of 'avatarial self-possession'"
rdr-10-ruffino,rdr-10,cites,Gumeny 2019,"Introduction; p. 347","Polygon review: 'a person doesn't lose their agency because of a diagnosis of a terminal illness'; praised TB representation"
rdr-10-ruffino,rdr-10,instances-in-text,thomas-downes-hypothesis-video,"Agency on the environment; pp. 352-353","Doak1851 video (30 Nov 2018, 2M+ views, 5000+ comments) exploiting one-item-removal to mask Arthur; admitting outcome cannot change"
rdr-10-ruffino,rdr-10,instances-in-text,youtube-thumbnails-as-paratexts,"Agency on the narrative; pp. 350-351","Named thumbnails ('Arthur NEVER Dies...', 'TB Cure secret outcome', 'Revisiting the Doctor', 'Avoid Getting Tuberculosis from Thomas Downes') promising forks never present in the game"
rdr-10-ruffino,rdr-10,treats-game-element,Arthur's tuberculosis,"Abstract; Introduction","Central event: contracted in Saint Denis, not shown, incurable in 1899, slows Arthur and impairs healing; 'a consequence with no actions'"
rdr-10-ruffino,rdr-10,treats-game-element,Owl Feather Trinket,"Introduction; p. 347","Item that powers up Arthur and partially alleviates TB symptoms but does not cure the disease"
rdr-10-ruffino,rdr-10,treats-game-element,Thomas Downes encounter,"Agency on the environment; pp. 352-353","Mandatory early debt-collection beat; close-range beating of a sick farmer; community-theorized infection point; cannot be skipped (respawns if killed)"
rdr-10-ruffino,rdr-10,treats-game-element,four endings / Arthur's death,"Introduction; p. 347","All four endings kill Arthur while severely affected by TB; final-act choices defined by impending death"
rdr-10-ruffino,rdr-10,treats-game-element,mask one-item-removal quirk,"Agency on the environment; p. 353","Engine removes only one equipped item; exploited (horse lead) to keep Arthur masked while beating Downes"
rdr-10-ruffino,rdr-10,treats-game-element,NPC respawn / cutscene item stripping,"Agency on the environment; p. 353","Killing Downes yields two Downeses; fight cutscene strips equipped masks; shows environment's resistance to player will"
rdr-10-ruffino,rdr-10,treats-game-element,open-world violence (honor-adjacent),"Agency on the environment; p. 353","Pre-illness Arthur hunts/beats/robs; 'the environment is his playground'; honor system not analyzed as a formal mechanic"
rdr-10-ruffino,rdr-10,shifts-debate-axis,player-agency<->scripted-constraint,"throughout","Reframes the agency debate from 'do choices matter' to affect and white able-bodied normativity; constraint relocated to the invisibility of cause"
rdr-10-ruffino,rdr-10,shifts-debate-axis,representation<->performativity,"Methodology; Remediating a global pandemic","Pushes from representation toward performativity/mediation per the special issue's post-humanist turn"
rdr-03-tuominen,rdr-03-tuominen,defines,ideological state apparatus (ISA),sec 2.1.1 pp.7-9,"institutions (religion/education/family) functioning by ideology; relocated inside the diegesis"
rdr-03-tuominen,rdr-03-tuominen,defines,repressive state apparatus (RSA),sec 2.1.1 pp.7-8,"government/police/army functioning by violence; in-game = lawmen/Pinkertons/US Army"
rdr-03-tuominen,rdr-03-tuominen,defines,interpellation / hailing,sec 2.1.1 pp.9; 5.2.2,"apparatus offers identity accepted as natural; game hails player to submit and to progress"
rdr-03-tuominen,rdr-03-tuominen,defines,two-level apparatus / open-world ideology,Introduction p.3; 5.3 p.61,"game is both a cultural ISA and a world rendering its own apparatuses"
rdr-03-tuominen,rdr-03-tuominen,defines,directed / illusory freedom,sec 2.4 pp.25-26,"open-world freedom largely illusory; 'experiences of experiences'"
rdr-03-tuominen,rdr-03-tuominen,defines,radical Italian (Spaghetti) Western,sec 2.1.3 pp.13-15,"genre that strips Western of morality to indict bourgeois society"
rdr-03-tuominen,rdr-03-tuominen,defines,player-as-revolutionary,Introduction pp.2-3; 2.5 p.31,"mastering a game = attempt to capture State power from designers"
rdr-03-tuominen,rdr-03-tuominen,defines,field of possibilities / incomplete universe,ch.7 p.75,"what is rendered possible vs impossible encodes a worldview"
rdr-03-tuominen,rdr-03-tuominen,cites,Althusser (2012) Mapping Ideology,secs 1-2; 5.3; ch.7,"the theoretical spine of the whole thesis"
rdr-03-tuominen,rdr-03-tuominen,cites,Bogost (2007) Persuasive Games,sec 2.3 pp.19-20,"procedural rhetoric; games as powerful rhetorical tools"
rdr-03-tuominen,rdr-03-tuominen,cites,Fisher (2014) Radical Frontiers in the Spaghetti Western,secs 2.1.3 5.1 5.3,"four plot variants; RSA plot as bridge to Althusser"
rdr-03-tuominen,rdr-03-tuominen,cites,Zizek (2012) Mapping Ideology / Zizek (2017),secs 2.4 5.3 7,"society of the spectacle; free-floating vs total control; end-of-history"
rdr-03-tuominen,rdr-03-tuominen,cites,Mitchell (2017) Ludopolitics,secs 2.4 2.5 4,"illusory freedom; 'devices we operate and that operate us'"
rdr-03-tuominen,rdr-03-tuominen,cites,Murray S. (2018) On Video Games,secs 2.3 2.5 6,"visual politics; frontier/colonial critique; collective imaginary"
rdr-03-tuominen,rdr-03-tuominen,cites,Bown (2018) PlayStation Dreamworld,secs 2.4 4,"algorithmic desire; immersion as interpellation to dream state"
rdr-03-tuominen,rdr-03-tuominen,cites,Galloway (2006) Gaming,sec 2.4 pp.26-27,"active vision; mutable game time/space"
rdr-03-tuominen,rdr-03-tuominen,cites,Quijano-Cruz (2008),secs 1 3.1 5.3,"every game contains an Althusserian apparatus of ideology"
rdr-03-tuominen,rdr-03-tuominen,cites,Garite (2003) Ideology of Interactivity,sec 3.1 p.33,"games operate on players through interactive interpellation"
rdr-03-tuominen,rdr-03-tuominen,cites-cluster-author,Bagnoli (2019) RDR2 MA thesis,secs 3.2 6 pp.38 69,"closest sibling; also Althusserian reading of RDR2"
rdr-03-tuominen,rdr-03-tuominen,cites-cluster-author,Westerside & Holopainen (2019) Sites of Play,secs 3.2 6 pp.38 71,"'world to exist in'; place/gameplace in RDR2"
rdr-03-tuominen,rdr-03-tuominen,cites-cluster-author,Morgan (2020) digital ethnography of RDR2,secs 3.2 6 pp.38-39 69,"hegemonic masculinity/whiteness reading"
rdr-03-tuominen,rdr-03-tuominen,cites-cluster-author,Donald & Reid (2020) The Wild West,secs 3.2 6 pp.39 71,"education / historical accuracy of RDR2"
rdr-03-tuominen,rdr-03-tuominen,extends,Quijano-Cruz (2008),sec 5.3 p.61; ch.6,"extends the every-game-has-apparatuses claim into RDR's specific RSA/ISAs"
rdr-03-tuominen,rdr-03-tuominen,extends,Fisher (2014) RSA plot,sec 5.3 pp.63-65,"transplants the Spaghetti-Western RSA plot from film to AAA open world"
rdr-03-tuominen,rdr-03-tuominen,extends-reading-of,Bagnoli (2019),ch.6 p.69,"goes further by theorizing game-specific ISAs and player-progression interpellation, not just representation"
rdr-03-tuominen,rdr-03-tuominen,extends-reading-of,Westerside & Holopainen (2019),ch.6 p.71,"adopts 'world to exist in' and extends it to camouflage of player-centrality"
rdr-03-tuominen,rdr-03-tuominen,contests,Humphreys (2012),secs 3.2 6 pp.36 68,"contests that RDR advocates neoliberalism/exceptionalism/white supremacy"
rdr-03-tuominen,rdr-03-tuominen,contests-reading-of,Morgan (2020),ch.6 pp.69-70,"Morgan 'does not grasp' the gang's communal-survival logic as alternative-bearing"
rdr-03-tuominen,rdr-03-tuominen,contests-reading-of,Humphreys (2012) / Triana (2015) / Westerside & Holopainen (2019),ch.6 p.68,"contests reading John Marston as a cowboy; argues he is an outlaw"
rdr-03-tuominen,rdr-03-tuominen,concedes,Morgan (2020),ch.6 p.69,"concedes the player/game control balance shifts from one extreme to another"
rdr-03-tuominen,rdr-03-tuominen,concedes,Westerside & Holopainen (2019),ch.6 p.68,"concedes RDR2 contains more progressive messages than RDR"
rdr-03-tuominen,rdr-03-tuominen,qualifies,Bown (2018),sec 2.4 p.29,"qualifies Bown via Merilainen: player is not a helpless automaton"
rdr-03-tuominen,rdr-03-tuominen,qualifies,Donald & Reid (2020),ch.6 p.71,"qualifies relevance: they ignore RDR2's narrative, so comparison is hard"
rdr-03-tuominen,rdr-03-tuominen,qualifies,Muriel & Crawford (2018),sec 2.5 p.32; 5.3,"qualifies their personal-responsibility view via Zizek's circumstances critique"
rdr-03-tuominen,rdr-03-tuominen,shifts-debate-axis,RDR ideology debate (complicit -> subversive critique),secs 5.3 6 7,"reframes from 'is it ideological' to 'does it endorse or unmask neoliberalism'; answers unmask"
rdr-03-tuominen,rdr-03-tuominen,shifts-debate-axis,framing tradition (American artifact -> European capitalism-critique),ch.6 pp.70,"situates RDR in the Spaghetti-Western European critique tradition"
rdr-03-tuominen,rdr-03-tuominen,shifts-debate-axis,scope (single-title -> series-as-whole),sec 5.2.2; ch.6 p.72,"insists RDR2+RDR be read as one entity for ideological analysis"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,honor system,sec 5.2.1 pp.52-53,"procedural-rhetorical but incoherent: must commit vice to act heroic"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,no-honor-cost KKK killing,sec 5.2.1 pp.52-53,"rules imply 'killing racists is okay' - mechanic carries progressive content"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,collective stash / 'check the books',secs 5.2 5.2.2 pp.51-55,"socialist redistribution; Arthur most generous; gang stays poor; money irrelevant"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,main-mission vs side-activity economy,secs 2.1.2 5.2.1 pp.12 52,"reward gradient interpellates player toward the linear story"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,Van der Linde cast + side quests as ISAs,secs 3.1 5.2.2 pp.34 54-55,"NPC cast and activities explicitly identified as in-game ISAs"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,Dutch's 'Tahiti' utopia plan,sec 5.2.2 pp.55-56,"Robin Hood facade; false promise that engineers interpellation"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,bank-manager 'real American indebted' line,sec 5.2.2 pp.56-57,"game congratulates player's submission to the neoliberal state"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,'season meat but cannot swim underwater' boundary,ch.7 p.75,"emblem of designed incomplete universe"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,slogans 'Outlaws for Life' vs 'Outlaws to the End',sec 5.3 p.65,"encode arc from living alternative to inevitable loss"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,story-completion statistic (~22%),sec 5.2 p.50,"cowboy-simulator play = failure of interpellation"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,Spaghetti-Western set-piece borrowings,sec 5.3 p.64,"Fort Mercer~Django; Tall Trees~Il Grande Silenzio; Mexico~Per un pugno di dollari"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,lifelike-NPC behavior contrast,ch.6 p.71,"'world exists despite the player' (RDR) vs 'for the player' (GTA)"
rdr-03-tuominen,rdr-03-tuominen,treats-game-element,Jack Marston as third playable character,sec 5.2.2 p.60,"the 'woke' educated youth carrying the surviving revolutionary alternative"
rdr-03-tuominen,rdr-03-tuominen,instances-in-text,Rockstar crunch-culture contradiction,sec 5.3 pp.61-63,"progressive content vs studio's exploitative labor (Schreier/Sinclair/Berry/Badenhorst)"
rdr-03-tuominen,rdr-03-tuominen,instances-in-text,GTA+RDR combined American timeline,sec 5.3; 7.1 pp.65-66 76,"RDR lays foundations; GTA simulates the hypercapitalist 'theme park' result"
rdr-03-tuominen,rdr-03-tuominen,instances-in-text,researcher reflexivity acknowledgment,ch.6 p.72,"white North-European proletarian gamer position may shape the reading"
rdr-06-vanderhoef,rdr-06,defines,slow game time,"Sec. Slow Your Horse / intro","Ludic time eschewing efficiency/optimization for process, stillness, waste, and the 'pregnant potential of a null set.'"
rdr-06-vanderhoef,rdr-06,defines,hegemonic game time,"Sec. Once Upon Some Times","Prevailing rhythms binding pleasure to power and speed to control; the unmarked AAA norm the article foils against slow time."
rdr-06-vanderhoef,rdr-06,defines,prolongment,"Sec. Slow Your Horse","Authors' own added third category: slow time cultivated via an excessively extended narrative."
rdr-06-vanderhoef,rdr-06,extends,Scully-Blaker stasis and stillness,"Sec. Slow Your Horse / Travel and Stillness","Adopts stasis (mechanical inaction) + stillness (aesthetic inaction) and adds prolongment as a third mode."
rdr-06-vanderhoef,rdr-06,extends,Ruberg chrononormativity-via-Freeman,"Sec. Once Upon Some Times","Builds 'hegemonic game time' atop Ruberg's reading of Freeman's chrononormativity in video games."
rdr-06-vanderhoef,rdr-06,cites,Elizabeth Freeman 2010,"Sec. Critical Potentiality","Time Binds: chrononormativity / queer temporality as the demand to use time productively."
rdr-06-vanderhoef,rdr-06,cites,Bo Ruberg 2019,"Sec. Critical Potentiality","Queer temporality as resistance to standard logics of what/where/when/how-fast; speedrunning vs radical slowness."
rdr-06-vanderhoef,rdr-06,cites,Christopher Hanson 2018,"Sec. Critical Potentiality","Game Time: video game temporalities are numerous (pause, slow, rewind, replay)."
rdr-06-vanderhoef,rdr-06,cites,Darshana Jayemanne 2020,"Sec. Critical Potentiality","Chronotypology: diachronic / synchronic / unstable-signifier events; RDR2 as experiment in unstable signifiers."
rdr-06-vanderhoef,rdr-06,cites,Fron Fullerton Morie Pearce 2008,"Sec. Once Upon Some Times","'Hegemony of play': dominant design valuing quick reflexes and spatial-rotation mastery."
rdr-06-vanderhoef,rdr-06,cites,John Fiske 1989,"Sec. Once Upon Some Times","Hegemonic pleasures aligned with power and social discipline."
rdr-06-vanderhoef,rdr-06,cites,Dyer-Witheford de Peuter 2009,"Sec. Once Upon Some Times","'Games of empire': militarized hypercapitalism rewarding efficient conquest of gameworlds."
rdr-06-vanderhoef,rdr-06,cites,Christopher A. Paul 2018,"Sec. Critical Potentiality","Toxic meritocracy; games lacking meritocratic systems positioned rhetorically as 'non-games.'"
rdr-06-vanderhoef,rdr-06,cites,Alexander Galloway 2006,"Sec. Press X to Wait","'Video games are action'; operator and machine play together — true even in RDR2's quiet moments."
rdr-06-vanderhoef,rdr-06,cites,Paul Virilio 2008,"Sec. Travel and Stillness","Dromology / logic of acceleration that RDR2's gated travel refuses."
rdr-06-vanderhoef,rdr-06,cites,Jason Schreier 2018,"Sec. Once Upon Some Times","Documents Rockstar's exploitative crunch labor on RDR2 (complicity caveat)."
rdr-06-vanderhoef,rdr-06,cites,Felix Zimmermann 2022,"Sec. Critical Potentiality","RDR2 as 'ambience action game'; positioned beside this article's temporal account (RDR2-specific scholarship)."
