source_id,relation,target_id,domain,centrality_tier,book_page,provenance,supporting_unit_ids,notes,source_id_original,target_id_original,resolution_status
INT-HELD-DURLACH,qualifies,C-IG02-PRESENCE,virtual-worlds-theory,,19-22,text-anchored,IG-02-IMMERSION,Held+Durlach umbrella-usage dominant in field,,,unresolved
INT-IJSSELSTEIJN-RIVA,instances-in-text,C-IG02-PRESENCE,virtual-worlds-theory,,19-20,text-anchored,IG-02-IMMERSION,Equivalence-claim representative; critiqued as ontological-not-merely-terminological,,,unresolved
INT-IJSSELSTEIJN-RIVA,qualifies,GL-IG02-SECOND-LIFE,virtual-worlds-theory,,19-20,text-anchored,IG-02-IMMERSION,Second Life counter-evidence: designed nature not ignored,,,unresolved
C-019,defines,C-008,game-studies,,22-23 27-28,text-anchored,IG-02-IMMERSION,Avatar-anchoring as structural differentia of game-environment habitation,,,resolved
C-019,contests,C-IG02-PRESENCE-AS-NOETIC-CRITIQUE,virtual-worlds-theory,,22 29-30,text-anchored,IG-02-IMMERSION,System-recognition vs. noetic-imagination distinction,,,partial
GL-IG02-HALF-LIFE-2,instances-in-text,C-019,game-studies,,26-27,text-anchored,IG-02-IMMERSION,Half-Life 2 paradigm of avatar-anchored transportation,,,partial
GL-IG02-TETRIS,contests,C-019,game-studies,,27-28,text-anchored,IG-02-IMMERSION,Tetris non-habitable: no single-location embodiment,,,partial
GL-IG02-BEJEWELLED,contests,C-019,game-studies,,27,text-anchored,IG-02-IMMERSION,Bejewelled non-habitable game class,,,partial
GL-IG02-ELISS,contests,C-019,game-studies,,27,text-anchored,IG-02-IMMERSION,Eliss non-habitable game class,,,partial
C-018,defines,P-IG02-CHALLENGE-1,game-studies,,32-33,text-anchored,IG-02-IMMERSION,Challenge 1 = absorption-vs-transportation,,,partial
C-018,defines,P-IG02-CHALLENGE-2,game-studies,,32-33,text-anchored,IG-02-IMMERSION,Challenge 2 = ergodic-vs-non-ergodic,,,partial
C-018,defines,P-IG02-CHALLENGE-3,game-studies,,32-33,text-anchored,IG-02-IMMERSION,Challenge 3 = technological determinism,,,partial
C-018,defines,P-004,game-studies,,32-33,text-anchored,IG-02-IMMERSION,Challenge 4 = monolithic perspectives,,,resolved
C-IG02-ATTENTIONAL-CONTINUUM,bridges-to-pipeline,IG-03-MODEL-macro-micro,game-studies,,33,text-anchored,IG-02-IMMERSION,Seeds Ch.3 macro/micro temporal-phase distinction,,,unresolved
C-008,bridges-to-pipeline,IG-10-INCORPORATION,game-studies,,27-28,text-anchored,IG-02-IMMERSION,Proto-incorporation; the habitation-metaphor IG-10 thematizes,,,partial
INT-GRAU-O,cites,C-IG02-PERCEPTUAL-ILLUSION-NON-MEDIATION,new-media,,17 23-24,text-anchored,IG-02-IMMERSION,Grau on calculated totalisation of medium,,,unresolved
INT-BAZIN-A,cites,C-IG02-PRESENCE,new-media,,17-18,text-anchored,IG-02-IMMERSION,Myth of Total Cinema as cinematic forerunner,,,unresolved
INT-SUTHERLAND-I,cites,C-IG02-PRESENCE,virtual-worlds-theory,,18,text-anchored,IG-02-IMMERSION,Ultimate Display as VR origin,,,unresolved
INT-LAUREL-B,cites,C-IG02-IMMERSION-AS-TRANSPORTATION,game-studies,,22 27,text-anchored,IG-02-IMMERSION,Laurel 1991 listed with Murray/Ryan/Carr on transportation-side,,,unresolved
INT-DOVEY-KENNEDY,instances-in-text,C-IG02-IMMERSION-AS-ABSORPTION,game-studies,,29,text-anchored,IG-02-IMMERSION,Use immersion/engagement interchangeably; time-economy framing too unspecific,,,unresolved
INT-WACHOWSKI,cites,C-IG02-IMMERSION-AS-TRANSPORTATION,new-media,,25,text-anchored,IG-02-IMMERSION,Neo-like-cyberpunk-romanticism diagnostic,,,unresolved
INT-AARSETH-E,defines,C-010,game-studies,,22 29-30 33,text-anchored,IG-02-IMMERSION,Concept-source for distinction deployed throughout chapter (no in-chapter cite),,,partial
PCIM-MURRAY-1998,bridges-to-pipeline,IG-10-INCORPORATION,game-studies,,17-18 22 27 32,text-anchored,IG-02-IMMERSION,Critique-and-rescue per IG-10 p.172 propagation: transportation-metaphor preserved under incorporation,,,unresolved
PCIM-RYAN-2001,bridges-to-pipeline,D-002,game-studies,,31-32,text-anchored,IG-02-IMMERSION,Critique-and-rescue: spatiality-as-defining-feature operationalized as full PIM dimension,,IG-05-SPATIAL,partial
PCIM-SLATER-WILBUR-1997-SLATER-2003,replaces-prior-construct,C-IG02-IMMERSION-AS-TRANSPORTATION,presence-research,,20-22,text-anchored,IG-02-IMMERSION,Displace-and-replace: immersion-as-hardware vocabulary not reconstituted in incorporation,,,unresolved
PCIM-LOMBARD-DITTON-1997,replaces-prior-construct,C-IG02-PERCEPTUAL-ILLUSION-NON-MEDIATION,presence-research,,23-25,text-anchored,IG-02-IMMERSION,Displace-and-replace: perceptual-illusion-of-non-mediation not preserved in incorporation,,,unresolved
PCIM-WITMER-SINGER-1998,replaces-prior-construct,C-IG02-IMMERSION-AS-ABSORPTION,presence-research,,21,text-anchored,IG-02-IMMERSION,Displace-and-replace: presence-questionnaire psychometrics not reconstituted,,,unresolved
PCIM-MCMAHAN-2003,replaces-prior-construct,PCIM-LOMBARD-DITTON-1997,game-studies,,24-25,text-anchored,IG-02-IMMERSION,Critique-and-supersede: three-fold classification superseded by six-dimensional PIM,,,unresolved
PCIM-SALEN-ZIMMERMAN-2003,concedes,C-IG02-IMMERSION-AS-ABSORPTION,game-studies,,25-27,text-anchored,IG-02-IMMERSION,Critique-and-supersede: anti-mimetic-realism insight preserved as resistance to fidelity-determinism,,,unresolved
PCIM-DOUGLAS-HARGADON-2001,concedes,C-IG02-ATTENTIONAL-CONTINUUM,game-studies,,29-30,text-anchored,IG-02-IMMERSION,Critique-and-supersede: continuum-insight rescued under macro/micro phase,,,unresolved
PCIM-BROWN-CAIRNS-2004,concedes,C-006,game-studies,,30-31,text-anchored,IG-02-IMMERSION,Critique-and-supersede: involvement-as-prerequisite insight survives,,,partial
PCIM-ERMI-MAYRA-2005,concedes,C-IG02-SENSORY-CHALLENGE-IMAGINATIVE-IMMERSION,game-studies,,31-32,text-anchored,IG-02-IMMERSION,Critique-and-supersede: multidimensionality fully absorbed into six-dimensional PIM,,,unresolved
C-008,awaits-ontological-grounding-in,Uexkull-Umwelt,phenomenology,,22-23 27-28,anticipatory-projection,IG-02-IMMERSION,Layer C bridge; singly-anchored (Gibson hypothesis falsified),,,partial
C-019,awaits-ontological-grounding-in,Uexkull-Funktionskreis,phenomenology,,22-23 27-28,anticipatory-projection,IG-02-IMMERSION,Layer C bridge; system-reactivity-to-player-location as proto-affordance loop,,,partial
C-IG02-NOETIC-vs-EXTRANOETIC,awaits-ontological-grounding-in,Phantasia-Cluster,phenomenology,,22 29-30,anticipatory-projection,IG-02-IMMERSION,Layer A bridge: phantasia-vs-pragmatic-perception articulation,,,unresolved
C-IG02-INTERPRETIVE-COMPORTMENT,bridges-to-pipeline,Dalton-dissertation,phenomenology,,21,dissertation-instrument,IG-02-IMMERSION,The one text-anchored proxy for ontological-grounding integration,,,unresolved
C-018,bridges-to-pipeline,Dalton-dissertation,game-studies,,32-33,dissertation-instrument,IG-02-IMMERSION,Diagnostic checklist any dissertation immersion claim must answer,,,partial
C-001,defines,C-002,game-studies,1,35,calleja,IG-03-MODEL,PIM is the structural articulation of player involvement || canonical-id-resolution-pending,,,resolved
C-001,defines,C-DIM-LAYERED,game-studies,1,37,calleja,IG-03-MODEL,layered + transparent property is constitutive of PIM || canonical-id-resolution-pending,,,partial
C-001,defines,C-DIM-MOD-SCAL,game-studies,2,45,calleja,IG-03-MODEL,modular + scalable is structural property of model || canonical-id-resolution-pending,,,partial
C-002,defines,C-006,game-studies,1,35,calleja,IG-03-MODEL,three-tier hierarchy attention->involvement->presence/immersion || canonical-id-resolution-pending,,,resolved
C-006,extends,C-ATT,game-studies,2,41,calleja,IG-03-MODEL,attention as prior cognitive substrate (Fan 2002; B+H 1994; S+W 2001) || canonical-id-resolution-pending,,,partial
C-002,extends,C-PRESENCE-IMMERSION,game-studies,1,35,calleja,IG-03-MODEL,involvement is prerequisite to presence/immersion (referenced; presence/immersion targets are forward to Ch.10) || canonical-id-resolution-pending,,,partial
C-001,defines,C-004,game-studies,1,38,calleja,IG-03-MODEL,macro phase = off-line involvement || canonical-id-resolution-pending,,,resolved
C-001,defines,C-005,game-studies,1,40,calleja,IG-03-MODEL,micro phase = in ludo res || canonical-id-resolution-pending,,,resolved
C-005,defines,C-IN-LUDO-RES,game-studies,2,40,calleja,IG-03-MODEL,subsection heading 'Micro-involvement: In Ludo Res' || canonical-id-resolution-pending,,,partial
C-004,instances-in-text,G-ETW,game-studies,2,37,calleja,IG-03-MODEL,Empire: Total War commute/bedtime campaign-planning as macro paradigm || canonical-id-resolution-pending,,,partial
C-005,instances-in-text,G-ETW,game-studies,2,37,calleja,IG-03-MODEL,Empire: Total War in-session army-control as micro paradigm || canonical-id-resolution-pending,,,partial
C-004,cites,I-POELS,game-studies,3,38,calleja,IG-03-MODEL,Poels et al. 2010 'postgame experiences' corroboration || canonical-id-resolution-pending,,,partial
C-005,extends,C-010,game-studies,1,41,calleja,IG-03-MODEL,Aarseth ergodicity reframed as dispositional readiness || canonical-id-resolution-pending,,,resolved
C-010,operationalizes-via-game,G-RO,game-studies,2,42,calleja,IG-03-MODEL,Red Orchestra sniper covering a street || canonical-id-resolution-pending,,,partial
C-010,operationalizes-via-game,G-WOW,game-studies,2,42,calleja,IG-03-MODEL,WoW Ratchet-to-Feathermoon map-planning as cognitive-effort ergodicity || canonical-id-resolution-pending,,,partial
C-010,cites,I-AARSETH,game-studies,2,41,calleja,IG-03-MODEL,Cybertext 1997 source || canonical-id-resolution-pending,,,partial
C-010,extends,C-012,game-studies,3,41,calleja,IG-03-MODEL,Dovey + Kennedy cybernetic-circuit || canonical-id-resolution-pending,,,resolved
C-011,defines,C-KIN,game-studies,1,45,calleja,IG-03-MODEL,kinesthetic-internalization paradigm of attentional load reallocation || canonical-id-resolution-pending,,,partial
C-001,defines,C-KIN,game-studies,1,43,calleja,IG-03-MODEL,kinesthetic dimension paragraph || canonical-id-resolution-pending,,,partial
C-001,defines,C-SPA,game-studies,1,43,calleja,IG-03-MODEL,spatial dimension paragraph || canonical-id-resolution-pending,,,partial
C-001,defines,C-SHA,game-studies,1,43,calleja,IG-03-MODEL,shared dimension paragraph || canonical-id-resolution-pending,,,partial
C-001,defines,C-NAR,game-studies,1,43,calleja,IG-03-MODEL,narrative dimension paragraph || canonical-id-resolution-pending,,,partial
C-001,defines,C-AFF,game-studies,1,44,calleja,IG-03-MODEL,affective dimension paragraph || canonical-id-resolution-pending,,,partial
C-001,defines,C-LUD,game-studies,1,44,calleja,IG-03-MODEL,ludic dimension paragraph || canonical-id-resolution-pending,,,partial
C-SPA,operationalizes-via-game,G-PONG,game-studies,2,44,calleja,IG-03-MODEL,Pong as low-spatial contrast || canonical-id-resolution-pending,,,unresolved
C-SPA,operationalizes-via-game,G-OBL,game-studies,2,44,calleja,IG-03-MODEL,Oblivion as high-spatial contrast || canonical-id-resolution-pending,,,unresolved
C-SPA,operationalizes-via-game,G-HL2,game-studies,2,44,calleja,IG-03-MODEL,Half-Life 2 as high-spatial contrast || canonical-id-resolution-pending,,,unresolved
C-001,qualifies,C-007,game-studies,3,44,calleja,IG-03-MODEL,dimensions need not all be present at high intensity in every game || canonical-id-resolution-pending,,,resolved
C-035,contests,I-HUIZINGA,game-studies,1,46,calleja,IG-03-MODEL,magic-circle source critically excised,,,partial
C-035,contests,I-SZ,game-studies,1,47,calleja,IG-03-MODEL,Salen+Zimmerman magic-circle adoption critiqued || canonical-id-resolution-pending,,,partial
C-035,contests,I-JUUL,game-studies,1,48,calleja,IG-03-MODEL,Juul's spatial-formal magic-circle refused for digital games || canonical-id-resolution-pending,,,partial
C-035,operationalizes-via-game,G-FIFA09,game-studies,2,49,calleja,IG-03-MODEL,FIFA stadium-stands as non-navigable representational backdrop,,,partial
C-035,operationalizes-via-game,G-BF42,game-studies,2,49,calleja,IG-03-MODEL,Battlefield 1942 outside-combat-area as same case || canonical-id-resolution-pending,,,partial
C-035,concedes,I-EHRMANN,game-studies,2,47,calleja,IG-03-MODEL,Ehrmann anti-Huizinga play/reality critique invoked,,,partial
C-035,concedes,I-TAYLOR,game-studies,2,51,calleja,IG-03-MODEL,Taylor 2006 ethnographic anti-magic-circle quoted,,,partial
C-035,concedes,I-PARGMAN-JAK,game-studies,2,51,calleja,IG-03-MODEL,Pargman+Jakobsson 2006 quoted,,,partial
C-035,concedes,I-COPIER,game-studies,3,51,calleja,IG-03-MODEL,Copier 2007 ethnographic precedent,,,partial
C-036,contests,I-SUITS,game-studies,1,49,calleja,IG-03-MODEL,Suits lusory-attitude refused || canonical-id-resolution-pending,,,partial
C-036,operationalizes-via-game,G-GOLF,game-studies,2,50,calleja,IG-03-MODEL,digital-golf counter-example to Suits || canonical-id-resolution-pending,,,partial
C-036,concedes,I-MALABY,game-studies,2,50,calleja,IG-03-MODEL,Malaby play-mode-vs-activity logical incoherence,,,partial
C-037,contests,I-HUIZINGA,game-studies,1,51,calleja,IG-03-MODEL,Huizinga fun-essentialism critiqued,,,partial
C-037,contests,I-CRAWFORD,game-studies,2,51,calleja,IG-03-MODEL,Crawford 'games are fun' exemplar critiqued,,,partial
C-037,contests,I-KOSTER,game-studies,2,51,calleja,IG-03-MODEL,Koster 'games are fun' exemplar critiqued,,,partial
C-037,concedes,I-MALABY,game-studies,2,52,calleja,IG-03-MODEL,Malaby fun-essentialism critique,,,partial
C-037,concedes,I-DIBBELL,game-studies,3,52,calleja,IG-03-MODEL,Dibbell MMOG fun-vs-labor,,,partial
C-037,concedes,I-STEIN,game-studies,3,52,calleja,IG-03-MODEL,Steinkuehler MMOG labor-and-tedium || canonical-id-resolution-pending,,,partial
C-037,concedes,I-YEE,game-studies,3,52,calleja,IG-03-MODEL,Yee MMOG labor empirical || canonical-id-resolution-pending,,,partial
C-038,cites,I-TAYLOR,qualitative-game-research-methods,2,36,calleja,IG-03-MODEL,methodological forebear named,,,partial
C-038,cites,I-STEIN,qualitative-game-research-methods,2,36,calleja,IG-03-MODEL,methodological forebear named || canonical-id-resolution-pending,,,partial
C-038,cites,I-KLASTRUP,qualitative-game-research-methods,2,36,calleja,IG-03-MODEL,methodological forebear named,,,partial
C-038,operationalizes-via-game,G-WOW,qualitative-game-research-methods,1,36,calleja,IG-03-MODEL,WoW as case-site || canonical-id-resolution-pending,,,partial
C-038,operationalizes-via-game,G-PS,qualitative-game-research-methods,1,36,calleja,IG-03-MODEL,Planetside as case-site || canonical-id-resolution-pending,,,partial
C-002,replaces-prior-construct,C-037,game-studies,1,52,calleja,IG-03-MODEL,involvement displaces fun as analytic category || canonical-id-resolution-pending,,,resolved
C-002,replaces-prior-construct,C-036,game-studies,1,51,calleja,IG-03-MODEL,involvement displaces Suits lusory attitude || canonical-id-resolution-pending,,,resolved
C-002,replaces-prior-construct,C-035,game-studies,1,46,calleja,IG-03-MODEL,involvement displaces magic-circle as experiential bracket || canonical-id-resolution-pending,,,resolved
C-KIN,bridges-to-pipeline,bowin-amt,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,aisthesis-kinesis + dunamis/hexis grounding || canonical-id-resolution-pending,,,unresolved
C-KIN,awaits-ontological-grounding-in,aristotle-phantasia-cluster,game-studies,2,45,anticipatory-projection (dissertation),IG-03-MODEL,internalization = hexis actualization || canonical-id-resolution-pending,,,unresolved
C-KIN,maps-to-pentad-term,burke-agency,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,kinesthetic -> Agency || canonical-id-resolution-pending,,,unresolved
C-KIN,bridges-to-pipeline,uexkull-foray,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,kinesthetic <-> Funktionskreis || canonical-id-resolution-pending,,,unresolved
C-SPA,awaits-ontological-grounding-in,phantasia-cluster,game-studies,1,43,anticipatory-projection (dissertation),IG-03-MODEL,spatial <-> spatial phantasia / Hawhee + Papachristou || canonical-id-resolution-pending,,,unresolved
C-SPA,maps-to-pentad-term,burke-scene,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,spatial -> Scene || canonical-id-resolution-pending,,,unresolved
C-SPA,bridges-to-pipeline,uexkull-foray,game-studies,1,43,anticipatory-projection (dissertation),IG-03-MODEL,spatial <-> Umwelt + Merkwelt/Wirkwelt || canonical-id-resolution-pending,,,unresolved
C-SHA,awaits-ontological-grounding-in,heidegger-bcap,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,shared <-> Mitsein || canonical-id-resolution-pending,,,unresolved
C-SHA,maps-to-pentad-term,burke-agent,game-studies,2,43,anticipatory-projection (dissertation),IG-03-MODEL,shared -> Agent (with co-agent ratios) || canonical-id-resolution-pending,,,unresolved
C-SHA,bridges-to-pipeline,uexkull-foray,game-studies,3,43,anticipatory-projection (dissertation),IG-03-MODEL,shared <-> Umwelt-overlap || canonical-id-resolution-pending,,,unresolved
C-NAR,awaits-ontological-grounding-in,aristotle-poetics,game-studies,2,44,anticipatory-projection (dissertation),IG-03-MODEL,narrative <-> muthos/emplotment || canonical-id-resolution-pending,,,unresolved
C-NAR,maps-to-pentad-term,burke-act-purpose,game-studies,2,44,anticipatory-projection (dissertation),IG-03-MODEL,narrative -> Act + Purpose || canonical-id-resolution-pending,,,unresolved
C-AFF,awaits-ontological-grounding-in,aristotle-rhetoric-pathe,game-studies,1,44,anticipatory-projection (dissertation),IG-03-MODEL,affective <-> Aristotelian pathe || canonical-id-resolution-pending,,,unresolved
C-AFF,bridges-to-pipeline,gross-uncomfortable-situations,game-studies,1,44,anticipatory-projection (dissertation),IG-03-MODEL,affective <-> Gross 2017 situated-emotion || canonical-id-resolution-pending,,,unresolved
C-AFF,bridges-to-pipeline,uexkull-foray,game-studies,1,44,anticipatory-projection (dissertation),IG-03-MODEL,affective <-> Merktone/Wirktone || canonical-id-resolution-pending,,,unresolved
C-AFF,maps-to-pentad-term,burke-attitude,game-studies,2,44,anticipatory-projection (dissertation),IG-03-MODEL,affective -> Attitude (sixth pentad term) || canonical-id-resolution-pending,,,unresolved
C-LUD,awaits-ontological-grounding-in,aristotle-phronesis,game-studies,2,44,anticipatory-projection (dissertation),IG-03-MODEL,ludic <-> phronesis + deliberative phantasia || canonical-id-resolution-pending,,,unresolved
C-LUD,maps-to-pentad-term,burke-purpose-act,game-studies,2,44,anticipatory-projection (dissertation),IG-03-MODEL,ludic -> Purpose + Act || canonical-id-resolution-pending,,,unresolved
C-LUD,bridges-to-pipeline,uexkull-foray,game-studies,3,44,anticipatory-projection (dissertation),IG-03-MODEL,ludic <-> Wirkmal + goal-structure || canonical-id-resolution-pending,,,unresolved
C-004,awaits-ontological-grounding-in,heidegger-bcap,game-studies,1,38,anticipatory-projection (dissertation),IG-03-MODEL,macro <-> retentional/anticipatory ekstatic temporality || canonical-id-resolution-pending,,,partial
C-005,awaits-ontological-grounding-in,heidegger-bcap,game-studies,1,40,anticipatory-projection (dissertation),IG-03-MODEL,micro <-> ekstatic moment-to-moment temporality || canonical-id-resolution-pending,,,partial
C-005,bridges-to-pipeline,bowin-amt,game-studies,1,40,anticipatory-projection (dissertation),IG-03-MODEL,micro + ergodic-disposition <-> Aristotelian continuous-motion || canonical-id-resolution-pending,,,partial
C-001,bridges-to-pipeline,dalton-dissertation,game-studies,1,37,dissertation-instrument,IG-03-MODEL,PIM is the dissertation's analytical instrument || canonical-id-resolution-pending,,,partial
C-006,bridges-to-pipeline,dalton-dissertation,game-studies,1,35,dissertation-instrument,IG-03-MODEL,three-tier hierarchy is the dissertation's import-ready stratification || canonical-id-resolution-pending,,,partial
C-038,bridges-to-pipeline,dalton-dissertation,qualitative-game-research-methods,1,36,dissertation-instrument,IG-03-MODEL,grounded-theoretic methodology is the empirical-adaptation seed,,,partial
C-011,bridges-to-pipeline,phantasia-cluster,game-studies,2,45,anticipatory-projection (dissertation),IG-03-MODEL,internalization parallels habituation of phantasia operations,,,partial
C-DIM-LAYERED,bridges-to-pipeline,phantasia-cluster,game-studies,3,37,anticipatory-projection (dissertation),IG-03-MODEL,layered + transparent dimensions echo rhetorical-vision overlay,,,unresolved
D-001,defines,agency_capability,game-studies,1,55-57,calleja-exegetical,IG-04-KINESTHETIC,Macro-phase opening establishes Giddens-inflected agency as the operative definition,,,partial
D-001,defines,C-020,game-studies,1,63-65,calleja-exegetical,IG-04-KINESTHETIC,Figure 4.3 typology is the chapter's primary analytic innovation,,,resolved
agency_capability,replaces-prior-construct,C-021,game-studies,1,55-57,calleja-exegetical,IG-04-KINESTHETIC,Calleja keeps Murray's vocabulary but supplants her satisfaction-and-intention semantics,,,partial
agency_capability,extends,C-021,game-studies,2,56-57,calleja-exegetical,IG-04-KINESTHETIC,Mateas-Stern's perceptible-effects requirement is retained but loosened,,,partial
agency_capability,extends,C-021,game-studies,2,56-57,calleja-exegetical,IG-04-KINESTHETIC,Global agency reframed as a question of causal-chain knowledge not of agency itself,,,partial
D-001,cites,contingency_contrivance,game-studies,1,57-58,calleja-exegetical,IG-04-KINESTHETIC,Malaby 2007 supplies the game-rules-vs-life-rules distinction,,,partial
contingency_contrivance,defines,performance_risk_failure,game-studies,2,58,calleja-exegetical,IG-04-KINESTHETIC,Failure intrinsic to performative kinesthetic action,,,unresolved
D-001,operationalizes-via-game,gl_counter_strike,game-studies,1,55-58,calleja-exegetical,IG-04-KINESTHETIC,Worked example of agency-without-satisfaction (lobbed grenade kills teammates),,,partial
D-001,operationalizes-via-game,gl_planetside,game-studies,1,56-71,calleja-exegetical,IG-04-KINESTHETIC,Persistent-MMOG exemplar of capability-not-intention agency; supplies most participant quotes,,,partial
D-001,operationalizes-via-game,gl_tetris,game-studies,2,60,calleja-exegetical,IG-04-KINESTHETIC,Single-miniature focus interleaving kinesthetic-ludic-spatial sub-attention,,,partial
D-001,operationalizes-via-game,gl_empire_total_war,game-studies,2,60-61,calleja-exegetical,IG-04-KINESTHETIC,Simultaneous-miniature command paradigm (Figure 4.1),,,partial
D-001,operationalizes-via-game,gl_fifa,game-studies,2,61-63,calleja-exegetical,IG-04-KINESTHETIC,Avatar-miniature oscillation paradigm (Figure 4.2) || canonical-id-resolution-pending,,,partial
D-001,operationalizes-via-game,gl_wii_sports,game-studies,2,63-65,calleja-exegetical,IG-04-KINESTHETIC,Mimetic-control paradigm; boxing wholly mimetic baseball hybrid,,,partial
D-001,operationalizes-via-game,gl_kinect,game-studies,1,63-65,calleja-exegetical,IG-04-KINESTHETIC,Symbiotic-control paradigm; eliminate-the-controller design ambition,,,partial
D-001,operationalizes-via-game,gl_max_payne,game-studies,2,65-66,calleja-exegetical,IG-04-KINESTHETIC,Bullet-time-fantasy-realization paradigm (Figure 4.4),,,partial
D-001,operationalizes-via-game,gl_mirrors_edge,game-studies,1,68-69,calleja-exegetical,IG-04-KINESTHETIC,Continuity-of-movement paradigm (Figure 4.5); parkour inspiration,,,partial
D-001,operationalizes-via-game,gl_red_orchestra,game-studies,2,70,calleja-exegetical,IG-04-KINESTHETIC,Disposition-to-act paradigm; sniper as kinesthetically involved via anticipation,,,partial
C-020,instances-in-text,C-020,game-studies,1,63,calleja-exegetical,IG-04-KINESTHETIC,Keys buttons thumb sticks no mimetic mapping,,,resolved
C-020,instances-in-text,C-020,game-studies,1,63-64,calleja-exegetical,IG-04-KINESTHETIC,Partial body-mapping (Wii Sports tennis steering wheels light guns),,,resolved
C-020,instances-in-text,C-020,game-studies,1,63-64,calleja-exegetical,IG-04-KINESTHETIC,Full body-capture (Kinect),,,resolved
C-011,cites,player_as_extension,game-studies,1,68,calleja-exegetical,IG-04-KINESTHETIC,Morris is the chapter's only academic anchor for the kinesthetic-pleasure thesis,,,partial
kinesthetic_pleasure,defines,C-011,game-studies,1,66-69,calleja-exegetical,IG-04-KINESTHETIC,The pleasure peak: disappearance of mediation,,,partial
kinesthetic_pleasure,instances-in-text,bullet_time_fantasy,game-studies,2,65-66,calleja-exegetical,IG-04-KINESTHETIC,Cinema-imported internal imagery externalized onscreen,,,unresolved
double_awareness_third_person,qualifies,C-019,game-studies,2,66-67,calleja-exegetical,IG-04-KINESTHETIC,First-person collapses perception to mineness; third-person requires re-anchoring,,,partial
D-001,contests,ergodic_vs_mimetic_experience,game-studies,1,69-70,calleja-exegetical,IG-04-KINESTHETIC,Calleja contra Swalwell 2008 — onlookers extrinsic to agency-circuit,,,partial
D-001,defines,C-010,game-studies,1,70,calleja-exegetical,IG-04-KINESTHETIC,Red Orchestra sniper passage; readiness not realized input,,,resolved
D-001,defines,movement_as_foundational,game-studies,1,71-72,calleja-exegetical,IG-04-KINESTHETIC,Closing coda: other dimensions depend on basic kinesthetic fluency,,,partial
D-001,maps-to-pentad-term,burke_agency,augmentation-burke,1,55-72,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Whole expository thrust structurally aligned with Burke's Agency pentad-term; cleanest mapping in volume,,,partial
player_as_extension,maps-to-pentad-term,burke_consubstantiation,augmentation-burke,2,68,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Player-as-extension parallels rhetorical figure of actor-and-instrument-one-substance,,,unresolved
C-020,maps-to-pentad-term,burke_agency,augmentation-burke,2,63-65,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Trichotomy as a typology of Agency in pentadal sense,,,partial
C-011,maps-to-uexkull-construct,uex_funktionskreis,augmentation-uexkull,1,66-68,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Player-avatar feedback loop structurally identical to perception-action functional cycle,,,partial
C-020,maps-to-uexkull-construct,uex_merkorgan_wirkorgan_coupling,augmentation-uexkull,1,63-65,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Trichotomy reread as variable tightness of perception-effect organ coupling,,,partial
affordances_for_movement,maps-to-uexkull-construct,uex_funktionskreis,augmentation-uexkull,3,69,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Gibson-mediation hypothesis FALSIFIED — direct Uexküll mapping only; thin affordance-talk,,,unresolved
C-010,awaits-ontological-grounding-in,onto_dunamis_hexis_bowin,augmentation-onto,1,70,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Red Orchestra sniper as paradigm of readiness-to-act; STRONGEST chapter for this anchor,,,partial
kinesthetic_pleasure,awaits-ontological-grounding-in,onto_aisthesis_kinesis_bowin,augmentation-onto,1,66-69,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Continuity-of-motion analysis bridges to Bowin's aisthesis-kinesis treatment,,,unresolved
C-010,awaits-ontological-grounding-in,onto_kairos_bcap,augmentation-onto,1,70,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Tense-with-anticipation passage bridges to BCAP analyses of kairos,,,partial
player_as_extension,awaits-ontological-grounding-in,onto_zuhanden_bcap,augmentation-onto,2,68,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Controls withdrawn into ready-to-hand availability when felt-as-extension,,,unresolved
bullet_time_fantasy,bridges-to-pipeline,phantasia_cluster,augmentation-onto,3,65-66,anticipatory-projection (dissertation),IG-04-KINESTHETIC,Cinema-imported internal imagery externalized onscreen = phantasia-as-imagistic-projection,,,unresolved
D-001,bridges-to-pipeline,dalton_dissertation,augmentation-onto,1,55-72,dissertation-instrument,IG-04-KINESTHETIC,Trichotomy as measurable design variable; disposition-to-act as temporally extended phenomenological category,,,partial
D-001,bridges-to-pipeline,bowin_amt,augmentation-onto,1,55-72,anticipatory-projection (dissertation),IG-04-KINESTHETIC,TIER-1 strongest in volume per cross-pipeline bridge assessment,,,partial
D-002,defines,C-008,game-studies,1,73-92,text-anchored,IG-05-SPATIAL,Master concept — cumulative internalization yielding inhabited-place sense rather than perceived-representation. Closing summary p.92.,,,resolved
